BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;LWOO INDICATIE;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;300;HAVO;0;0;0;0;49;46;0;0;0;0;0;0
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;4;1;5;0;2
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;1;0;0;0;0;0
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;3;11;3;14;9;4
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;2;1;2;2;1;0
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;1;0;1;4
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;1;6
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;8;19;8;11;7;6
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;5;6;1;5;3;2
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;7;4;7;5;7;0
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;7;3;10;2;2;1
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;2;2;5;6
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;1;4;10
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;1;0;1
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;J;N.v.t.;N.v.t.;46;Lj LWOO vb op Alle Lw;7;10;13;14;0;0;0;0;0;0;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;24;Ljvb op VWO/HAVO/VMBO-Alle Lw;120;80;116;88;0;0;0;0;0;0;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Engelse Stroom;N;N.v.t.;N.v.t.;700;International Baccalaureate middle years programme;0;0;13;8;5;7;8;9;0;0;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;373;HAVO Prf Cul/Maat;0;0;0;0;0;0;0;11;1;14;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;372;HAVO Prf Ec/Maat;0;0;0;0;0;0;32;30;28;19;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;1;4;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;13;21;8;7;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;370;HAVO Prf Nat/Tech;0;0;0;0;0;0;12;1;0;0;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;7;9;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;1;0;0;2;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;1;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;0;0;30;31;0;0;0;0;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;300;HAVO;0;0;0;0;34;24;0;0;0;0;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;7;0;0;1;1
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;0;0;0;0;1
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;4;12;15;12;9;7
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;2;4
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;0;1;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;6;13;6;12;3;3
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;11;1;9;0;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;0;0;1;0;0;0
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;2;0;13;6
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;1;0
00AH;8;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;J;N.v.t.;N.v.t.;46;Lj LWOO vb op Alle Lw;14;14;26;24;0;0;0;0;0;0;0;0
00AH;8;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;24;Ljvb op VWO/HAVO/VMBO-Alle Lw;41;32;47;46;0;0;0;0;0;0;0;0
00AH;9;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;J;N.v.t.;N.v.t.;46;Lj LWOO vb op Alle Lw;12;3;4;11;0;0;0;0;0;0;0;0
00AH;9;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;24;Ljvb op VWO/HAVO/VMBO-Alle Lw;15;9;0;0;0;0;0;0;0;0;0;0
00AH;11;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;J;N.v.t.;N.v.t.;46;Lj LWOO vb op Alle Lw;2;0;17;19;0;0;0;0;0;0;0;0
00AH;11;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;24;Ljvb op VWO/HAVO/VMBO-Alle Lw;18;18;18;8;0;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Economie;Consumptief Breed -ISP;2561;LWOO Basisbg Lw Ec CB-ISP;0;0;0;0;2;1;4;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Economie;Consumptief Breed -ISP;2661;LWOO Basisbg Lw LWT Ec CB-ISP;0;0;0;0;2;0;1;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Economie;Handel en Administratie -ISP;2562;LWOO Basisbg Lw Ec HA-ISP;0;0;0;0;1;2;4;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3331;LWOO Basisbg Lw SDV;0;0;0;0;10;1;5;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3334;LWOO Basisbg Lw LWT SDV;0;0;0;0;1;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Bouwbreed -ISP;2523;LWOO Basisbg Lw Tech BB-ISP;0;0;0;0;0;0;3;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Bouwbreed -ISP;2623;LWOO Basisbg Lw LWT Tech BB-ISP;0;0;0;0;0;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Grafische Techniek;2516;LWOO Basisbg Lw Grafimedia;0;0;0;0;1;0;1;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Techniek Breed -ISP;3311;LWOO Basisbg Lw TB-ISP;0;0;0;0;9;0;5;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Techniek Breed -ISP;3314;LWOO Basisbg Lw LWT TB-ISP;0;0;0;0;7;0;1;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2541;LWOO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;9;0;10;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2641;LWOO Basisbg Lw LWT ZrgWlz ZW-ISP;0;0;0;0;0;5;0;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Economie;Consumptief Breed -ISP;2961;VMBO Basisbg Lw Ec CB-ISP;0;0;0;0;1;1;5;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Economie;Consumptief Breed -ISP;3061;VMBO Basisbg Lw LWT Ec CB-ISP;0;0;0;0;0;2;0;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Economie;Handel en Administratie -ISP;2962;VMBO Basisbg Lw Ec HA-ISP;0;0;0;0;3;2;2;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3431;VMBO Basisbg Lw SDV;0;0;0;0;5;0;7;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3434;VMBO Basisbg Lw LWT SDV;0;0;0;0;0;0;2;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Bouwbreed -ISP;2923;VMBO Basisbg Lw Tech BB-ISP;0;0;0;0;0;0;2;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Grafische Techniek;2916;VMBO Basisbg Lw Grafimedia;0;0;0;0;0;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Techniek Breed -ISP;3411;VMBO Basisbg Lw TB-ISP;0;0;0;0;7;0;4;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Techniek Breed -ISP;3414;VMBO Basisbg Lw LWT TB-ISP;0;0;0;0;5;0;2;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Voertuigentechniek;2914;VMBO Basisbg Lw Tech Vrtgn;0;0;0;0;0;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2941;VMBO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;9;0;15;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;3041;VMBO Basisbg Lw LWT ZrgWlz ZW-ISP;0;0;0;0;0;1;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO GL lj 3-4;J;Economie;Technologie Ori?ntatie;3343;LWOO Gemengde Lw Ec. Technologie;0;0;0;0;0;0;0;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO GL lj 3-4;J;Intersect. programma;Technologie Ori?ntatie;3341;LWOO Gemengde Lw Technologie(orientatie);0;0;0;0;4;2;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO GL lj 3-4;J;Techniek;Technologie Ori?ntatie;3342;LWOO Gemengde Lw Techn. Technologie;0;0;0;0;0;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO GL lj 3-4;N;Economie;Technologie Ori?ntatie;3443;VMBO Gemengde Lw Ec. Technologie;0;0;0;0;0;0;21;23;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO GL lj 3-4;N;Intersect. programma;Technologie Ori?ntatie;3441;VMBO Gemengde Lw Technologie(orientatie);0;0;0;0;74;56;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO GL lj 3-4;N;Techniek;Technologie Ori?ntatie;3442;VMBO Gemengde Lw Techn Technologie;0;0;0;0;0;0;16;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO GL lj 3-4;N;Zorg & Welzijn;Technologie Ori?ntatie;3444;VMBO Gemengde Lw ZrgWlz Technologie;0;0;0;0;0;0;8;18;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Economie;Consumptief Breed -ISP;2461;LWOO Kaderbg Lw Ec CB-ISP;0;0;0;0;1;1;3;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Economie;Handel en Administratie -ISP;2462;LWOO Kaderbg Lw Ec HA-ISP;0;0;0;0;0;0;4;3;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Intersect. programma;ICT -route;3322;LWOO Kaderbg Lw ICT-route;0;0;0;0;8;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3332;LWOO Kaderbg Lw SDV;0;0;0;0;8;1;6;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Bouwbreed -ISP;2423;LWOO Kaderbg Lw Tech BB-ISP;0;0;0;0;0;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Grafische Techniek;2416;LWOO Kaderbg Lw Grafimedia;0;0;0;0;5;2;1;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Techniek Breed -ISP;3312;LWOO Kaderbg Lw TB-ISP;0;0;0;0;9;1;4;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Voertuigentechniek;2414;LWOO Kaderbg Lw Tech Vrtgn;0;0;0;0;0;0;2;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2441;LWOO Kaderbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;12;1;16;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Economie;Consumptief Breed -ISP;2861;VMBO Kaderbg Lw Ec CB-ISP;0;0;0;0;4;4;4;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Economie;Handel en Administratie -ISP;2862;VMBO Kaderbg Lw Ec HA-ISP;0;0;0;0;8;11;13;4;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Intersect. programma;ICT -route;3422;VMBO Kaderbg Lw ICT-route;0;0;0;0;12;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3432;VMBO Kaderbg Lw SDV;0;0;0;0;17;3;13;3;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Bouwbreed -ISP;2823;VMBO Kaderbg Lw Tech BB-ISP;0;0;0;0;0;0;3;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Grafische Techniek;2816;VMBO Kaderbg Lw Grafimedia;0;0;0;0;7;5;8;7;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Techniek Breed -ISP;3412;VMBO Kaderbg Lw TB-ISP;0;0;0;0;23;6;8;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Voertuigentechniek;2814;VMBO Kaderbg Lw Tech Vrtgn;0;0;0;0;0;0;4;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2841;VMBO Kaderbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;18;0;33;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO TL lj 3-4;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;0;0;0;0;1;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;0;0;0;0;28;27;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;1;3;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;1;0;0;0;0
00AQ;0;Zwin College SGM;OOSTBURG;Zeeland;Brugjaar 1-2;J;N.v.t.;N.v.t.;45;Lj LWOO vb op Bbg/Kbg Lw;13;7;9;14;0;0;0;0;0;0;0;0
