BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;LIQUIDITEIT (CURRENT RATIO);RENTABILITEIT;SOLVABILITEIT 1;SOLVABILITEIT 2;ALGEMENE RESERVE / TOTALE BATEN;BELEGGINGEN (T.O.V. EV);CONTRACTACTIVITEITEN / RIJKSBIJDRAGE;CONTRACTACTIVITEITEN / TOTALE BATEN;EIGEN VERMOGEN / TOTALE BATEN;INVESTERING HUISVESTING / TOTALE BATEN;INVESTERINGEN (INVENT.+APP.) / TOTALE BATEN;KAPITALISATIEFACTOR;LIQUIDITEIT (QUICK RATIO);OV. OVERHEIDSBIJDRAGEN / TOT. BATEN;PERSONEEL / RIJKSBIJDRAGEN;PERSONELE LASTEN / TOTALE LASTEN;RIJKSBIJDRAGEN / TOTALE BATEN;VOORZIENINGEN /TOTALE BATEN;WEERSTANDSVERMOGEN (-/- MVA);WEERSTANDSVERMOGEN VO TOTALE BN.;WERKKAPITAAL / TOTALE BATEN;HUISVESTINGSLASTEN / TOTALE LASTEN;WERKKAPITAAL;(KORTL. SCHULDEN / TOTALE BATEN) * 365;(VORDERINGEN / TOTALE BATEN) * 365
40608;SSG5;Stg CSG Het Streek;2011;0,92;-0,6;0,17;0,28;8;0;0;0;10,7;2,3;2,1;54,03;0,91;1,5;80,2;75,8;95;7;-5,4;10,7;-3,7;6,1;-714.782,00;162;12
40608;SSG5;Stg CSG Het Streek;2012;0,72;-0,1;0,31;0,5;8,5;0;0;0;10,6;3,2;0;26,56;0,7;1,5;80,8;77,2;95,7;6,6;-6,2;10,6;-4,9;6,4;-936.961,00;63;8
40608;SSG5;Stg CSG Het Streek;2013;0,76;3,8;0,41;0,61;12,7;0;0;0;14,1;1,7;3,9;23,61;0,74;1,9;78,7;77,6;94,8;7,2;-5,3;14,1;-3,2;6,4;-635.128,00;49;13
40619;SSG1;Praktijkonderwijs Roermond e.o;2009;6,81;3;0,65;0,86;93,1;0;0;0;93,1;1;0;141,98;6,81;0;84,1;79,3;91,5;29,2;95,6;93,1;116,8;13,2;2.656.113,00;73;17
40619;SSG1;Praktijkonderwijs Roermond e.o;2010;6,82;4,7;0,82;0,86;58,3;0;0;0;115,5;3,6;0,6;139,85;6,82;3,3;90,3;84;88,7;5,9;120,9;115,5;113,2;4,5;2.705.353,00;71;24
40619;SSG1;Praktijkonderwijs Roermond e.o;2011;15;17,1;0,9;0,94;92;0;0;0;134,8;0,8;0;148,39;15;3,3;88,7;95,5;89,3;6,1;126,2;134,8;118,8;5,7;2.784.486,00;31;18
40619;SSG1;Praktijkonderwijs Roermond e.o;2012;10,85;5,4;0,91;0,95;144,2;0;0;0;144,2;0,7;0;158,16;10,85;5,4;94,1;86,8;87,3;6,3;90,9;144,2;85,7;3,9;1.949.751,00;32;15
40619;SSG1;Praktijkonderwijs Roermond e.o;2013;12,01;5,3;0,91;0,95;144;0;0;0;144;3,1;4,6;97,84;12,01;9;93,2;86;87,4;6,1;89,3;144;84,2;4,2;1.991.521,00;28;12
40641;SSG3;Stichting Isendoorn;2009;2,26;-1,2;0,58;0,79;8,1;9,4;0;0;27,5;2,2;4,8;34,28;2,25;0;80,1;74,2;93,1;9,9;5,4;27,5;12,4;5,4;1.314.680,00;36;26
40641;SSG3;Stichting Isendoorn;2010;2,58;-0,5;0,59;0,78;7,6;0;0;0;27,3;1,5;0,7;35,02;2,58;0;80,5;75,2;93,6;9,1;7,6;27,3;16,2;5,9;1.834.942,00;37;27
40641;SSG3;Stichting Isendoorn;2011;2,96;0,9;0,57;0,79;7,5;0;0;0;27,8;1,1;0;38,16;2,96;0;80,6;76,4;93,9;11,1;9,4;27,8;19,9;5,9;2.297.085,00;37;26
40641;SSG3;Stichting Isendoorn;2012;3,13;0,5;0,54;0,8;6,8;0;0;0;27,8;2,3;0;41,6;3,12;0;81,9;76,8;93,3;13,4;9,6;27,8;22,4;6,6;2.632.165,00;38;27
40641;SSG3;Stichting Isendoorn;2013;3,11;2,4;0,57;0,81;6,7;0;0;0;29,6;2,6;2,8;40,64;3,11;0;80,5;76,9;93,3;12,4;8,7;29,6;20,4;6,2;2.463.416,00;35;27
40676;SSG4;AT Scholen VO;2009;1,97;1;0,37;0,52;11,7;0;0;0;11,7;0;0,3;29,71;1,97;0,1;81,1;79,1;96,6;4,6;10,3;11,7;14,5;10;2.998.382,00;55;45
40676;SSG4;AT Scholen VO;2010;1,51;-1,9;0,3;0,36;10,8;0;0;0;10,8;0;0,1;34,2;1,51;0;85,4;75,4;89,9;2;10,6;10,8;11,4;8,9;2.639.607,00;82;52
40676;SSG4;AT Scholen VO;2011;1,87;1,5;0,32;0,49;6;0;0;0;6;0;0;18,14;1,87;0;77,6;73;92,6;3,3;5,6;6;8,4;9,6;1.930.143,00;35;39
40676;SSG4;AT Scholen VO;2012;1,43;0,1;0,21;0,31;6;0;0;0;6;0;0;28,11;1,43;0;78,4;74,1;94,4;2,9;6;6;8,4;9,2;1.974.858,00;72;97
40676;SSG4;AT Scholen VO;2013;1,83;2,8;0,35;0,46;5,8;0;0;0;8,2;0;0;23,67;1,83;0;77,1;73,5;92,6;2,7;8,9;8,2;10,7;10,9;2.803.241,00;47;57
40681;SSG4;Stichting Willem van Oranje;2009;0,52;-0,6;0,18;0,34;8,3;51,9;0;0;9,4;1,5;7,4;32,42;0,5;1,6;83,4;76;91,6;8,5;-27;9,4;-8,3;7,1;-1.580.282,00;63;10
40681;SSG4;Stichting Willem van Oranje;2010;0,48;-0,1;0,17;0,28;5,2;59,1;0;0;7,5;0,4;1,6;24,62;0,47;1,8;82,8;75,7;91,7;5;-27,1;7,5;-8,6;6,9;-1.691.295,00;61;10
40681;SSG4;Stichting Willem van Oranje;2011;0,81;3,6;0,23;0,36;9,7;32,4;0;0;11;0,2;0;27,66;0,8;2;80,7;75,9;90,8;5,9;-20,5;11;-3,2;6,7;-649.025,00;62;10
40681;SSG4;Stichting Willem van Oranje;2012;1,02;3;0,28;0,4;13,1;26,7;0;0;13,7;1,3;0;31,61;1,01;1,9;81;75,7;90,8;6,4;-15,5;13,7;0,3;6,9;64.162,00;66;9
40681;SSG4;Stichting Willem van Oranje;2013;1,66;6,4;0,36;0,49;19,1;17;0;0;19,6;2,6;1,9;37,96;1,65;1,7;78,5;76,4;91,1;6,7;-7,4;19,6;9,7;6,8;2.058.049,00;53;9
40683;SSG5;Stg. Interconf. VO in het Gooi;2009;2,85;0,3;0,42;0,57;5,8;27,6;0;0;31,9;2,2;0;54,7;2,84;2,2;83,3;74,9;90,1;10,7;2,8;31,9;23,6;7,3;4.257.034,00;47;10
40683;SSG5;Stg. Interconf. VO in het Gooi;2010;0,76;0,4;0,44;0,57;5;109,5;0;0;31,9;1,6;0,6;53,37;0,76;1,9;80,9;73,8;92;9,3;4,6;31,9;-3,2;11,7;-616.325,00;49;8
40683;SSG5;Stg. Interconf. VO in het Gooi;2011;0,91;1,8;0,45;0,6;4,7;106,7;0;0;32,9;2,2;0;54,82;0,91;2,5;83,9;76,9;91,4;10,7;6,8;32,9;-1,1;8,9;-205.466,00;45;12
40683;SSG5;Stg. Interconf. VO in het Gooi;2012;1,41;2,7;0,46;0,62;6,2;95,7;0;0;34,2;1,1;0;57,66;1,4;1,4;85,3;79,2;92,3;11,9;10,8;34,2;5,1;6,2;1.039.785,00;46;9
40683;SSG5;Stg. Interconf. VO in het Gooi;2013;1,75;4,2;0,49;0,64;9;82,5;0;0;37;1,7;0;59,21;1,75;1,3;81,8;78,7;92,4;10,7;15,7;37;9,4;6,6;1.997.990,00;46;9
40687;SSG1;Stichting Aeres Groep;2009;0,75;2;0,36;0,48;39,6;0,5;19,2;12,7;45,2;5,1;25,7;45,59;0,72;0,2;95,3;64,7;66,5;14,2;-73,4;45,2;-9,2;6;-8.778.649,00;134;49
40687;SSG1;Stichting Aeres Groep;2010;0,58;-0,7;0,38;0,45;37,7;0,5;42,7;24,3;42,6;2,6;2,9;42,42;0,54;0,4;111;62,8;57;8,5;-80;42,6;-15,7;7;-16.821.358,00;137;30
40687;SSG1;Stichting Aeres Groep;2011;0,39;-2,2;0,37;0,48;34,5;0,6;52,9;30,7;39,4;2,1;2;41,2;0,37;0,4;117,3;66,6;58,1;11,8;-87,2;39,4;-21,1;6,7;-23.089.052,00;126;25
40687;SSG1;Stichting Aeres Groep;2012;0,42;1,9;0,35;0,43;38,2;0,9;45,5;28,2;43,3;3,7;14,2;50,97;0,41;0,5;97;61,2;61,9;9,4;-89,5;43,3;-30,2;9,2;-31.589.595,00;192;31
40687;SSG1;Stichting Aeres Groep;2013;0,83;2,4;0,35;0,41;39,8;0,8;42,1;26,7;44,8;3;12,7;49,47;0,8;0,3;92,8;60,3;63,4;8,4;-92;44,8;-5,1;7,1;-5.506.398,00;110;26
40692;SSG4;Stg. VO W-Zeeuws Vlaanderen;2009;0,92;3,9;0,33;0,62;10,5;0;0;0;10,5;0,4;0;17,88;0,92;0,3;81,5;81,5;96,1;8,9;-10,2;10,5;-0,9;5;-77.312,00;44;1
40692;SSG4;Stg. VO W-Zeeuws Vlaanderen;2010;1,26;2,4;0,44;0,62;13;0;0;0;15,8;0,5;0;22,59;1,26;0,4;83,7;82,3;96;6,3;-2,9;15,8;3,5;5,4;294.240,00;50;1
40692;SSG4;Stg. VO W-Zeeuws Vlaanderen;2011;1,42;0,3;0,48;0,66;13,8;0;0;0;16,4;1,1;0;21,15;1,42;0;86,2;83,2;96,2;6,2;-1,4;16,4;4,8;4;398.796,00;42;4
40692;SSG4;Stg. VO W-Zeeuws Vlaanderen;2012;1,47;-0,1;0,48;0,65;14;0;0;0;15,8;1,3;0;20,87;1,47;0;86,9;83,2;95,8;5,7;-0,3;15,8;5,4;3,8;459.735,00;42;1
40692;SSG4;Stg. VO W-Zeeuws Vlaanderen;2013;1,3;-1;0,46;0,62;13,2;0;0;0;14,8;2,6;0;20,31;1,3;0;86,5;82,2;96;5,2;-1,6;14,8;3,7;3,7;313.960,00;44;2
40696;SSG5;Stg. Gooise Scholenfederatie;2009;1,06;-1,4;0,4;0,54;4,2;40,2;0;0;19,8;2,7;0,6;46,33;1,06;1,5;85,6;78,7;93,3;6,6;9,1;19,8;1,4;5,1;709.712,00;82;10
40696;SSG5;Stg. Gooise Scholenfederatie;2010;1,11;0,8;0,38;0,52;4,1;49,5;0;0;15,4;2,5;0,1;37,97;1,11;1,3;83,6;78,9;93,6;5,6;4,5;15,4;2,1;4,9;1.091.356,00;71;8
40696;SSG5;Stg. Gooise Scholenfederatie;2011;1,21;0,4;0,47;0,62;15,7;42,2;0;0;15,7;2,2;0,3;31,23;1,21;1,3;84,1;78,8;93,6;5,2;4,5;15,7;2,7;5,1;1.373.654,00;46;10
40696;SSG5;Stg. Gooise Scholenfederatie;2012;1,51;2,6;0,5;0,66;17,9;36;0;0;17,9;1,5;0,2;33,78;1,51;0,9;83,8;80,6;93,8;5,6;7,6;17,9;6,2;3,5;3.328.592,00;45;10
40696;SSG5;Stg. Gooise Scholenfederatie;2013;1,25;0,5;0,52;0,63;15,6;31,2;0;0;17,9;3,2;2,6;30,47;1,25;1,1;84,3;79,4;94;3,7;5;17,9;3,1;3,6;1.698.979,00;46;9
40698;SSG4;Stg. VO Lek-IJsselstreek;2009;1,39;0,6;0,29;0,53;8,8;0;0;0;11,9;1,3;0;38,17;1,39;2,4;87,3;79,1;90,1;9,6;-2,8;11,9;7,3;7,4;1.482.806,00;68;16
40698;SSG4;Stg. VO Lek-IJsselstreek;2010;1,29;0,9;0,37;0,48;10,2;0;0;0;16,5;3,2;0,3;42,01;1,29;6,7;84,6;75,5;88,3;4,5;2,4;16,5;6,6;10,7;1.494.838,00;85;26
40698;SSG4;Stg. VO Lek-IJsselstreek;2011;1,22;0,2;0,37;0,49;10,8;0;0;0;15,1;2,7;0;39,17;1,22;0,9;83,4;78,5;93,9;4,9;-0,1;15,1;4,8;6,8;645.778,00;77;22
40698;SSG4;Stg. VO Lek-IJsselstreek;2012;1,29;0,9;0,37;0,49;11,2;0;0;0;16;1,7;0;41,32;1,29;0,8;84,2;80,5;94,7;5,3;1,1;16;6,3;5,4;861.549,00;80;16
40698;SSG4;Stg. VO Lek-IJsselstreek;2013;1,41;1,4;0,39;0,51;11;0;0;0;17,2;1,2;0;42,65;1,41;1;82,6;79,6;95;5,4;3,6;17,2;8,8;6,4;1.212.864,00;78;20
40700;SSG5;Ver. v. Chr. VO Katwijk e.o.;2009;0,83;-5,6;0,6;0,68;27,5;0;0;0;42,8;6,7;3;36,58;0,83;0;85,6;76,6;94,5;6,1;-10,4;42,8;-3,8;5,6;-681.200,00;82;12
40700;SSG5;Ver. v. Chr. VO Katwijk e.o.;2010;0,64;-3;0,61;0,67;29,7;0;0;0;41,8;3,5;4,8;30,78;0,64;0;85,1;78,6;95,1;4,5;-13,4;41,8;-8,2;5,1;-1.504.988,00;82;6
40700;SSG5;Ver. v. Chr. VO Katwijk e.o.;2011;0,72;-2,4;0,59;0,64;29,2;0;0;0;39;6,3;1,7;28,61;0,72;0;83,4;78,2;96;3,8;-14,5;39;-5,1;4,1;-952.162,00;68;6
40700;SSG5;Ver. v. Chr. VO Katwijk e.o.;2012;0,75;-0,3;0,6;0,69;28,6;0;0;0;38,1;3;0,6;27,25;0,75;0;81;77,6;96,1;5,6;-10,9;38,1;-4,9;5,3;-919.845,00;72;4
40700;SSG5;Ver. v. Chr. VO Katwijk e.o.;2013;1,41;8,4;0,62;0,73;35,7;0;0;0;42,1;1,6;0;34,84;1,41;0;75;79;96,5;6,9;0,8;42,1;7,7;5,5;1.523.169,00;68;4
40716;SSG4;Stg. Chr. VO Culemborg e.o.;2009;0,97;-0,2;0,4;0,69;0,8;15,6;0,3;0,3;16,5;4,9;2,9;32,15;0,97;0,8;83,9;77,2;92,2;12,3;-12,6;16,5;-0,3;6,7;-47.642,00;41;15
40716;SSG4;Stg. Chr. VO Culemborg e.o.;2010;0,62;-5,9;0,35;0,69;0,2;20,9;0,8;0,8;12,9;1,8;0;26,98;0,62;0,6;89,9;79;93,1;12,3;-15,7;12,9;-3,9;6;-560.798,00;38;5
40716;SSG4;Stg. Chr. VO Culemborg e.o.;2011;1,16;0,2;0,35;0,71;0,9;0;0,1;0,1;13,5;1,3;0,1;26,7;1,16;0,6;84,3;79,2;94;13,7;-13,4;13,5;1,7;5,7;231.256,00;38;4
40716;SSG4;Stg. Chr. VO Culemborg e.o.;2012;1,33;1,4;0,35;0,69;3,2;0;0,3;0,3;15,4;2,4;1,2;31,8;1,33;0,5;82,5;77,7;93;14,9;-12,7;15,4;4,3;6,1;575.155,00;47;5
40716;SSG4;Stg. Chr. VO Culemborg e.o.;2013;1,64;2,3;0,38;0,71;4,9;0;0,4;0,3;17,1;2,3;0,7;33,3;1,64;0,4;81;77,1;93;14,9;-8,8;17,1;7,8;6,1;1.085.138,00;44;6
40722;SSG4;Stichting Vechtdal College;2009;1,69;-2;0,49;0,56;18,9;0;0;0;26,6;1,9;0,7;49,24;1,69;1,3;87,9;79,1;91,8;3,7;10,2;26,6;13,1;5,7;3.358.971,00;69;10
40722;SSG4;Stichting Vechtdal College;2010;1,58;-3,7;0,5;0,53;15,5;19,1;0;0;25,6;1,2;-0,7;46,38;1,58;1;89,4;81,4;94,5;1,1;10,4;25,6;11;5;2.802.878,00;70;7
40722;SSG4;Stichting Vechtdal College;2011;1,3;-2,6;0,41;0,55;8,4;0;0;0;18,3;1,9;0;40,95;1,3;0,7;86,6;80,1;94,9;6,3;3,5;18,3;4,6;5,5;1.156.955,00;56;7
40722;SSG4;Stichting Vechtdal College;2012;1,61;5,5;0,55;0,67;10,3;0;0;0;22,7;4,8;0,5;37,69;1,61;1,5;82,6;81,9;93,6;5;5,5;22,7;5,6;6;1.516.641,00;34;9
40722;SSG4;Stichting Vechtdal College;2013;1,72;1,8;0,55;0,65;11,7;0;0;0;23,8;2;0,1;39,8;1,72;0,9;82,4;79,8;95;4,4;8;23,8;7,7;5,8;2.135.314,00;39;13
40776;SSG2;Stg. VO Amsterdam-Zuid;2009;3,9;-1,3;0,41;0,6;13;1,4;0;0;22,5;1,7;0;46,28;3,9;4,8;87,1;76,1;88,5;10,6;11,7;22,5;31,4;9,8;6.576.630,00;40;43
40776;SSG2;Stg. VO Amsterdam-Zuid;2010;1,22;1,7;0,16;0,19;9,3;0;0;0;23,1;0,6;0;148;1,22;3,4;83,7;75,8;89;5,5;22,8;23,1;25,9;10;5.522.380,00;436;14
40776;SSG2;Stg. VO Amsterdam-Zuid;2011;1,28;2,1;0,2;0,24;18,5;0;0;0;25,5;1,1;0;125,4;1,28;2,8;85,5;79,6;91,1;4;24,9;25,5;26,9;6,6;5.662.687,00;349;10
40776;SSG2;Stg. VO Amsterdam-Zuid;2012;3,02;0,5;0,52;0,63;18,5;0;0;0;25,3;4,6;0;48,36;3,02;0,8;82,4;75,9;91,6;5,1;21,4;25,3;28,5;9,1;6.147.452,00;52;5
40776;SSG2;Stg. VO Amsterdam-Zuid;2013;2,41;2,8;0,44;0,53;20,7;0;0;0;27,3;4,7;0;62,16;2,41;1,4;81,7;77,4;92;6;20;27,3;31,2;7,4;6.963.686,00;81;5
40784;SSG4;Stg. Chr. VO De Driestar;2009;2,9;-1,9;0,53;0,76;32,2;0;0,5;0,5;32,2;2,4;0,7;53,16;2,9;1;77,2;70,8;93,7;14;14,9;32,2;28;12,1;8.481.187,00;54;13
40784;SSG4;Stg. Chr. VO De Driestar;2010;2,33;-0,6;0,56;0,7;32,2;0;0,2;0,2;32,2;2;1,4;49,73;2,33;2;78,2;72,8;93,9;7,9;15,5;32,2;22,5;9,9;7.289.379,00;62;15
40784;SSG4;Stg. Chr. VO De Driestar;2011;2,77;-0,5;0,63;0,76;32,9;0;0,6;0,6;32,9;2,3;0,9;44,11;2,77;0,6;81,7;75,9;93,7;7;16,3;32,9;22,2;7,1;6.956.372,00;46;9
40784;SSG4;Stg. Chr. VO De Driestar;2012;2,97;-3,9;0,59;0,74;28;0;0,7;0,7;28;1,7;0;44,39;2,97;0,7;84,3;74;92,5;7,3;18,1;28;24;6,1;7.758.917,00;44;11
40784;SSG4;Stg. Chr. VO De Driestar;2013;3,11;0,1;0,59;0,76;27,6;0;0,7;0,6;27,6;2,3;0;44,43;3,11;0,7;84,1;78,6;93,1;8;17,3;27,6;24,1;7,2;7.937.915,00;42;12
40842;SSG4;Samenw. Stg. VO Regio Venlo;2009;0,41;1,2;0,29;0,34;12,2;0;1,6;1,4;33,3;1,4;2,8;20,41;0,41;4,6;83,6;73,8;87,2;5,1;-84,3;33,3;-10,6;6,3;-5.317.000,00;66;16
40842;SSG4;Samenw. Stg. VO Regio Venlo;2010;0,29;0,3;0,3;0,34;8,9;0;1,8;1,6;31,4;1,7;1,9;16,63;0,29;4,6;85,5;74,9;87,4;4,5;-80,1;31,4;-11,5;6,4;-5.983.000,00;60;10
40842;SSG4;Samenw. Stg. VO Regio Venlo;2011;0,29;0;0,3;0,34;9,3;0;1,7;1,5;31,2;2,6;0,6;16,81;0,29;4,8;86,2;75,8;88;4,6;-77,4;31,2;-11,4;4,7;-5.924.000,00;59;10
40842;SSG4;Samenw. Stg. VO Regio Venlo;2012;0,48;0;0,29;0,33;10;0;0;0;30,7;3,4;0,3;23,57;0,48;4,8;88;77,3;87,8;5;-75,3;30,7;-11,2;4,9;-5.959.000,00;78;12
40842;SSG4;Samenw. Stg. VO Regio Venlo;2013;0,36;-0,2;0,31;0,36;10,7;0;0;0;30,1;1,4;0,3;17,99;0,36;4,8;87;76,7;88,3;5,2;-70,7;30,1;-9,5;5,3;-5.107.800,00;54;9
40856;SSG4;Stg. VO Gemert e.o.;2009;2,08;0,5;0,44;0,65;20,3;11,7;0;0;20,3;2,3;0;46,51;2,08;-0,2;77,7;76;97,3;10;10,3;20,3;17,6;7,1;3.680.641,00;59;5
40856;SSG4;Stg. VO Gemert e.o.;2010;2,52;1,2;0,49;0,69;21,4;0;0;0;23,6;1,7;0;48,11;2,52;0,3;78,7;77,6;97,4;9,4;13,9;23,6;22,9;7,8;4.845.568,00;55;4
40856;SSG4;Stg. VO Gemert e.o.;2011;2,9;1,4;0,5;0,72;23,4;0;0;0;24,8;0,9;0;50,1;2,9;0,1;77,6;76,7;97,5;11,1;16,2;24,8;26,9;7,3;5.729.160,00;52;2
40856;SSG4;Stg. VO Gemert e.o.;2012;2,73;0,4;0,49;0,69;24;0;0;0;24,8;1,5;0;50,78;2,73;0,1;77,8;76,3;97,7;10,5;16,8;24,8;26,8;7,5;5.822.189,00;57;3
40856;SSG4;Stg. VO Gemert e.o.;2013;3,22;1;0,51;0,75;24,1;0;0;0;24,7;3,5;0;48,84;3,22;0,1;78;77,3;98,2;11,9;15,4;24,7;27,1;6,9;6.117.603,00;44;6
40857;SSG4;Stg Purmerendse Scholengroep;2009;1,3;1;0,28;0,36;12;0;0,2;0,2;14,9;2;0;52,47;1,3;0,1;85,2;80,9;94;4,2;6;14,9;9,9;7,3;3.579.850,00;122;25
40857;SSG4;Stg Purmerendse Scholengroep;2010;1,13;-6,2;0,16;0,24;7,4;0;0,5;0,5;9,9;1,6;0;61,24;1,13;0,3;87,9;79;95,4;5;0,8;9,9;5,8;7,8;2.065.209,00;169;18
40857;SSG4;Stg Purmerendse Scholengroep;2011;1,19;0;0,21;0,31;7,7;0;0,5;0,5;10;1,5;0;46,91;1,19;0,4;81,2;77,4;95,4;4,7;1,4;10;6;7,7;2.122.480,00;118;19
40857;SSG4;Stg Purmerendse Scholengroep;2012;1,21;1,5;0,24;0,32;9,3;0;0,5;0,5;11,6;2,7;0;48,5;1,21;0,9;79;76,2;94,9;4;3,2;11,6;7;7,4;2.428.915,00;120;20
40857;SSG4;Stg Purmerendse Scholengroep;2013;1,44;5,9;0,32;0,4;11,4;0;0,6;0,5;17,3;0,9;0;53,31;1,44;1;75,4;76,4;95,3;4,1;10,5;17,3;14,1;8,8;5.014.345,00;117;22
40922;SSG4;Stg. voor Chr. VO  (Heerde);2009;0,42;-1,3;0,44;0,68;0;49,8;0;0;28,4;9,5;2,5;47,17;0,42;0,1;83,5;79,7;97;15,2;-9;28,4;-12;6,1;-1.057.664,00;75;22
40922;SSG4;Stg. voor Chr. VO  (Heerde);2010;0,92;-3;0,45;0,63;0;0;0;0;26,9;2;1,1;43,23;0,75;0,1;83,8;79,1;97,7;10,8;-8,8;26,9;-1,8;4,9;-158.224,00;82;15
40922;SSG4;Stg. voor Chr. VO  (Heerde);2011;1,08;0,9;0,46;0,62;0;0;0;0;28,3;0,9;0,2;45,68;0,92;0,1;82,2;80,5;97,5;10,2;-4,6;28,3;1,9;4,5;164.944,00;86;12
40922;SSG4;Stg. voor Chr. VO  (Heerde);2012;1,2;3,4;0,3;0,46;0;0;0;0;20,2;2,9;1,1;52,38;1,08;0,1;78,1;78,8;97,6;11,1;-13,5;20,2;5,3;6,2;470.195,00;96;17
40922;SSG4;Stg. voor Chr. VO  (Heerde);2013;1,44;0,5;0,32;0,53;0;0;0;0;19,6;3,6;0,7;47,13;1,25;0;85,2;81,7;95,8;13,3;-12,8;19,6;8,3;2,2;772.953,00;68;16
40930;SSG5;Stg. Reg. SGM Het Rhedens;2009;5,18;6,7;0,77;0,82;21,5;0;0;0;47;1,1;0;58,91;5,18;3,9;78,1;76,1;90,9;3,5;46;47;45,3;8;6.445.001,00;40;8
40930;SSG5;Stg. Reg. SGM Het Rhedens;2010;5,12;9,3;0,83;0,83;25,3;0;0;0;55,2;1,4;0,7;64,43;5,12;3,2;76;77,5;92,4;0,4;49,5;55,2;46,2;6,7;7.091.128,00;41;5
40930;SSG5;Stg. Reg. SGM Het Rhedens;2011;3,64;3,2;0,65;0,65;27,3;0;0;0;55,7;5,4;37;47,95;3,64;3,2;78,9;74,5;91,3;0,5;11,4;55,7;29,4;8,7;4.761.018,00;41;16
40930;SSG5;Stg. Reg. SGM Het Rhedens;2012;2,75;4,3;0,67;0,68;47,4;0;0;0;57,7;1,9;14,2;37,45;2,75;3,2;77;74,2;92,2;0,5;0,9;57,7;18,4;7,4;3.100.511,00;38;5
40930;SSG5;Stg. Reg. SGM Het Rhedens;2013;3,09;5,2;0,65;0,7;48,3;0;0;0;58,2;3,5;0,2;46,85;3,09;3,1;73,1;71,6;92,8;4;6,9;58,2;25,2;9,6;4.640.063,00;44;6
40931;SSG4;Scholen aan Zee;2009;0,36;1,8;0,33;0,39;4,9;0;0;0;35,1;4;0,8;32,25;0,36;5,6;77;68,9;87,8;6,6;-62,1;35,1;-21,2;8,3;-5.655.894,00;122;16
40931;SSG4;Scholen aan Zee;2010;0,09;-2,8;0,3;0,34;7,6;0;0;0;37;2,8;0,5;48,79;0,09;5,9;83,7;72,2;88,6;5,1;-88,2;37;-45,9;7;-11.515.183,00;184;14
40931;SSG4;Scholen aan Zee;2011;0,06;-6,2;0,24;0,26;7,4;0;0;0;31,7;5,8;35,2;25,68;0,06;6,5;83,4;69,7;88,7;3,5;-106,8;31,7;-37,2;7,5;-9.129.456,00;145;8
40931;SSG4;Scholen aan Zee;2012;0,09;-1,2;0,24;0,26;9,3;0;0;0;30,7;2,3;0,6;25,35;0,09;6,4;80;71,3;90,2;3,4;-100,8;30,7;-35,4;6;-8.654.799,00;142;9
40931;SSG4;Scholen aan Zee;2013;0,26;1,9;0,3;0,34;10,7;0;0;0;30,9;1,2;0;21,52;0,26;6,2;76,7;70,4;90,1;3,8;-70,3;30,9;-12,5;6,4;-3.212.118,00;61;10
40936;SSG3;Stg. Strabrechtcollege;2009;0,46;-0,5;0,66;0,78;-1,1;57,7;0;0;35,4;3;6,3;39,72;0,46;0;82;79,3;97,1;6,5;7,5;35,4;-6,6;6,6;-787.148,00;44;5
40936;SSG3;Stg. Strabrechtcollege;2010;0,42;-0,4;0,7;0,76;1,2;56,4;0;0;35,4;1,1;1,1;36,19;0,42;0;82,2;80,3;98,1;3;10,3;35,4;-6,9;6,3;-871.646,00;43;4
40936;SSG3;Stg. Strabrechtcollege;2011;0,6;-0,3;0,69;0,77;2,1;59,2;0;0;35,4;1,1;0;37,75;0,6;0;83,1;80,9;97,6;4;12,5;35,4;-4,8;7,3;-596.696,00;44;5
40936;SSG3;Stg. Strabrechtcollege;2012;2,56;1,7;0,6;0,7;5,3;0;0;0;22,9;1,3;0;38,02;2,56;0;84,1;82,9;96,9;3,6;14,9;22,9;18;6,3;2.238.508,00;42;3
40936;SSG3;Stg. Strabrechtcollege;2013;2,5;0,8;0,58;0,68;6,6;0;0;0;24,1;1,6;0;41,76;2,5;0;83;81,7;97,7;4,1;16,4;24,1;20,2;7,4;2.449.231,00;49;6
40956;SSG5;Stg OSG Erasmus;2009;2;-0,1;0,58;0,71;7,8;24,6;0;0;36,9;5,8;0;60,1;1,99;2,6;77,9;72,2;92,8;8,5;20,2;36,9;18,1;10,3;3.054.429,00;66;10
40956;SSG5;Stg OSG Erasmus;2010;2,56;2,1;0,61;0,75;10,2;15,3;0;0;38,3;1,5;0;59,29;2,56;2,1;79;75,6;93,5;8,4;23,3;38,3;24,4;6,9;4.248.151,00;57;9
40956;SSG5;Stg OSG Erasmus;2011;2,27;-1,5;0,61;0,76;13,4;23,7;0;0;37,4;0,7;4,6;54,13;2,27;0,9;80,6;75,5;95,1;9,5;18,9;37,4;18,6;7;3.191.995,00;53;9
40956;SSG5;Stg OSG Erasmus;2012;2,59;-2,2;0,57;0,8;17,1;25,4;0;0;33;0,9;3,3;47,85;2,59;1,5;76,3;70,9;94,9;13,3;13,7;33;18;12,5;3.282.581,00;41;9
