BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;GL;Techniek;Techniek Breed -ISP;3;3;0;6,6;6,6;6,5
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;2;1;1;6,1;5,7;6
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;TL;;;91;91;0;6,6;6,4;6,6
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Cultuur en Maatschappij;17;12;5;6,2;6;6,3
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Economie en Maatschappij;16;12;4;6,2;6;6,3
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;7,4;7,1;7,3
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Natuur en Gezondheid;9;6;3;6,3;5,8;6,3
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Natuur en Techniek;6;5;1;6,2;6,6;6,5
02VC;0;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;12;12;0;6,5;6,5;6,7
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Economie;Consumptief Breed -ISP;2;2;0;6,6;6,1;6,6
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Economie;Handel en Administratie -ISP;15;14;1;6,4;6,4;6,5
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Techniek;Techniek Breed -ISP;26;24;2;6,4;6,5;6,5
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;24;23;1;6,5;6,4;6,5
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;GL;Techniek;Techniek Breed -ISP;1;0;1;5,5;5,1;5,4
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Economie;Consumptief Breed -ISP;2;1;1;6,2;6,2;6,2
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Economie;Handel en Administratie -ISP;22;18;4;6,3;6,1;6,3
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Techniek;Techniek Breed -ISP;18;15;3;6;6,2;6,3
02VC;2;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;22;20;2;6,2;6;6,2
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;57;37;20;6,2;5,7;6,1
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Economie en Maatschappij;65;49;16;6,1;6;6,2
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Gezondheid;36;26;10;6,1;5,8;6,1
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Techniek;18;18;0;6,4;6,3;6,3
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;TL;;;33;29;4;6,5;6;6,4
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Cultuur en Maatschappij;18;15;3;6,5;6,2;6,6
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij;35;30;5;6,4;6,3;6,5
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Natuur en Gezondheid;47;43;4;6,6;6,3;6,7
02VD;0;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek;27;25;2;6,8;6,7;6,9
02VD;2;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;BL;Economie;Consumptief Breed -ISP;12;12;0;6,5;6,9;6,8
02VD;2;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;BL;Techniek;Bouwbreed -ISP;15;13;2;6,2;6,8;6,6
02VD;2;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;13;13;0;6,3;6,2;6,4
02VD;2;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;KL;Economie;Consumptief Breed -ISP;8;8;0;6,5;6;6,5
02VD;2;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;KL;Techniek;Bouwbreed -ISP;1;1;0;6,2;6,3;6,5
02VD;2;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;8;8;0;6,3;5,9;6,2
02VD;2;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;TL;;;23;18;5;6,5;5,6;6,3
02VD;4;Visser t Hooft Lyceum;LEIDERDORP;Zuid-Holland;VMBO;TL;;;56;54;2;6,5;6,1;6,4
02VD;5;Visser t Hooft Lyceum;KATWIJK;Zuid-Holland;VMBO;TL;;;49;48;1;6,6;6,4;6,6
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Cultuur en Maatschappij;25;23;2;6,6;6,2;6,5
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Economie en Maatschappij;50;44;6;6,4;6,4;6,5
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,7;6,7;6,7
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Natuur en Gezondheid;19;18;1;6,6;6,4;6,6
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Natuur en Techniek;15;14;1;6,5;6,6;6,7
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;28;27;1;6,6;6,4;6,6
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;VMBO;TL;;;76;72;4;6,6;6,7;6,7
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;VWO;;;Cultuur en Maatschappij;4;4;0;7;6,6;6,9
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;VWO;;;Economie en Maatschappij;18;17;1;6,5;6,1;6,4
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;5;1;6,9;6,7;7
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;VWO;;;Natuur en Gezondheid;34;31;3;6,6;6;6,5
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;VWO;;;Natuur en Techniek;6;6;0;7,3;7,4;7,4
02VE;0;Nijmeegse SGM Groenewoud;NIJMEGEN;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;45;42;3;6,9;6,7;6,9
02VG;1;UN- loc. Max Kolbe;ROTTERDAM;Zuid-Holland;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;6;2;4;5,6;5,6;5,5
02VG;1;UN- loc. Max Kolbe;ROTTERDAM;Zuid-Holland;VMBO;TL;;;9;2;7;5,7;4,6;5,2
02VG;3;Unie Noord- Havo muziek, Dans;ROTTERDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;23;23;0;6,6;6,3;6,7
02VG;3;Unie Noord- Havo muziek, Dans;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;6;5;1;6,3;6,4;6,6
02VG;3;Unie Noord- Havo muziek, Dans;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;12;1;7,1;6,6;7
02VG;4;Unie Noord- loc. Lucia Petrus;ROTTERDAM;Zuid-Holland;VMBO;TL;;;85;78;7;6,4;6,4;6,5
02VG;5;UN - loc. G.K. van Hogendorp;ROTTERDAM;Zuid-Holland;VMBO;BL;Intersect. programma;ICT -route;19;19;0;6,8;6,8;6,7
02VG;5;UN - loc. G.K. van Hogendorp;ROTTERDAM;Zuid-Holland;VMBO;GL;Intersect. programma;ICT -route;17;16;1;6,9;5,7;6,3
02VG;5;UN - loc. G.K. van Hogendorp;ROTTERDAM;Zuid-Holland;VMBO;KL;Intersect. programma;ICT -route;58;58;0;6,7;6,1;6,4
02VG;8;Unie Noord-loc. Carr College;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;20;16;4;6,2;5,9;6,3
02VG;8;Unie Noord-loc. Carr College;ROTTERDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;23;23;0;6,2;6;6,3
02VG;8;Unie Noord-loc. Carr College;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;6;5;1;6,4;5,6;6,2
02VG;8;Unie Noord-loc. Carr College;ROTTERDAM;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;12;12;0;6,7;5,7;6,4
02VG;8;Unie Noord-loc. Carr College;ROTTERDAM;Zuid-Holland;VMBO;TL;;;17;13;4;6,4;5,8;6,3
02VG;11;Unie Noord- locatie Horeca Vak;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;Consumptief;18;17;1;6,3;6,4;6,4
02VG;11;Unie Noord- locatie Horeca Vak;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;Consumptief;7;7;0;6,6;5,9;6,3
02VG;14;Unie Noord- loc. Hildegardis;ROTTERDAM;Zuid-Holland;VMBO;GL;Economie;Technologie Orientatie;5;4;1;6,2;5,7;6,1
02VG;14;Unie Noord- loc. Hildegardis;ROTTERDAM;Zuid-Holland;VMBO;GL;Techniek;Technologie Orientatie;2;1;1;5,9;5,2;5,8
02VG;14;Unie Noord- loc. Hildegardis;ROTTERDAM;Zuid-Holland;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;7;3;4;6,1;5,5;6
02VG;14;Unie Noord- loc. Hildegardis;ROTTERDAM;Zuid-Holland;VMBO;TL;;;47;32;15;6,4;5,8;6,3
02VG;15;Unie Noord- locatie De Toorop;ROTTERDAM;Zuid-Holland;VMBO;TL;;;53;52;1;6,6;6,4;6,6
02VG;17;UN - loc.MAVO Delfshaven;ROTTERDAM;Zuid-Holland;VMBO;TL;;;31;31;0;6,4;6,3;6,5
02VG;21;UN- Theaterhavo/vwo;ROTTERDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;4;4;0;6,5;6,6;6,6
02VG;21;UN- Theaterhavo/vwo;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;10;9;1;6,5;6,1;6,4
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;12;11;1;6,4;6,3;6,4
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;Mode en Commercie;7;7;0;6,4;6,5;6,5
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;18;14;4;6,1;6,1;6,2
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;Techniek Breed -ISP;36;27;9;6,1;6,3;6,2
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;22;21;1;6,2;6,1;6,3
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;17;6;11;6,1;5;5,8
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;Mode en Commercie;8;6;2;6,5;5,6;6,3
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;17;13;4;6,2;5,6;6,1
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;KL;Techniek;Techniek Breed -ISP;25;21;4;6,4;5,6;6,2
02VG;25;Unie Noord;ROTTERDAM;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;19;15;4;6,2;5,9;6,3
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Cultuur en Maatschappij;24;19;5;6,4;5,9;6,3
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Economie en Maatschappij;63;40;23;6,1;5,8;6,2
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Natuur en Gezondheid;48;32;16;6;5,8;6,1
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Natuur en Techniek;16;13;3;5,9;6;6,3
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;10;9;1;6,3;5,7;6,4
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;TL;;;77;69;8;6,5;6;6,5
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Cultuur en Maatschappij;4;3;1;6,5;5,5;6,4
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Economie en Maatschappij;18;14;4;6,5;5,8;6,4
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Natuur en Gezondheid;40;32;8;6,7;6;6,7
02VJ;0;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Natuur en Techniek;7;6;1;6,5;6,5;7
02VJ;1;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;1;1;0;6,7;6,9;7
02VJ;1;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;19;19;0;6,4;6,4;6,5
02VJ;1;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;2;1;1;5,4;5,4;5,7
02VJ;1;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;14;12;2;6,4;6,1;6,4
02VJ;1;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;37;37;0;6,5;6,2;6,5
02VJ;1;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;TL;;;30;28;2;6,5;6,3;6,6
02VJ;2;PC en RK SGM Ubbo Emmius;VEENDAM;Groningen;VMBO;TL;;;34;32;2;6,5;6,5;6,7
02VJ;6;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;TL;;;28;27;1;6,8;6,2;6,8
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Cultuur en Maatschappij;25;21;4;6,3;6,4;6,4
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Economie en Maatschappij;44;42;2;6,4;6,7;6,6
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;2;1;6,5;6,1;6,4
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Natuur en Gezondheid;29;29;0;6,5;6,5;6,5
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Natuur en Techniek;12;12;0;6,2;6,5;6,5
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VMBO;TL;;;110;104;6;6,5;6,3;6,5
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VWO;;;Cultuur en Maatschappij;8;8;0;6,8;6,8;6,8
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VWO;;;Economie en Maatschappij;18;17;1;6,7;6,3;6,6
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VWO;;;Natuur en Gezondheid;7;5;2;6,2;5,8;6,2
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VWO;;;Natuur en Techniek;11;11;0;6,7;6,9;6,8
02VM;0;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;21;19;2;6,8;6,8;6,8
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;HAVO;;;Cultuur en Maatschappij;20;16;4;6,2;6,1;6,3
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;HAVO;;;Economie en Maatschappij;39;30;9;6;6;6,1
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;HAVO;;;Natuur en Gezondheid;28;23;5;6,2;6,2;6,3
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;HAVO;;;Natuur en Techniek;15;13;2;6,2;6,2;6,3
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;VWO;;;Cultuur en Maatschappij;12;12;0;6,9;6,6;6,9
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;VWO;;;Economie en Maatschappij;9;6;3;6,3;5,9;6,3
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,8;6,3;6,5
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;VWO;;;Natuur en Gezondheid;21;17;4;6,5;6,2;6,6
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;VWO;;;Natuur en Techniek;7;3;4;6,3;5,9;6,3
02VN;0;Reg SGM Het Rhedens;ROZENDAAL;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;1;1;0;6;5,9;6,1
02VN;1;Reg SGM Het Rhedens;RHEDEN;Gelderland;VMBO;BL;Economie;Handel en Administratie -ISP;7;7;0;6,4;6,3;6,4
02VN;1;Reg SGM Het Rhedens;RHEDEN;Gelderland;VMBO;BL;Techniek;Techniek Breed -ISP;6;6;0;6,4;6,3;6,5
02VN;1;Reg SGM Het Rhedens;RHEDEN;Gelderland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;18;17;1;6,6;6,2;6,6
02VN;1;Reg SGM Het Rhedens;RHEDEN;Gelderland;VMBO;KL;Economie;Handel en Administratie -ISP;26;24;2;6,4;5,8;6,4
02VN;1;Reg SGM Het Rhedens;RHEDEN;Gelderland;VMBO;KL;Techniek;Techniek Breed -ISP;19;19;0;6,6;6,4;6,7
02VN;1;Reg SGM Het Rhedens;RHEDEN;Gelderland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;22;21;1;6,7;5,9;6,6
02VN;1;Reg SGM Het Rhedens;RHEDEN;Gelderland;VMBO;TL;;;60;59;1;6,8;6,4;6,7
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;13;11;2;6,3;5,7;6,1
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Economie en Maatschappij;44;41;3;6,4;6,1;6,4
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,6;6,2;6,5
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Natuur en Gezondheid;13;10;3;6,5;5,9;6,3
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Natuur en Techniek;11;11;0;6,9;6,6;6,8
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;9;8;1;6,7;6,4;6,5
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Cultuur en Maatschappij;12;6;6;6,7;5,9;6,5
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Economie en Maatschappij;24;21;3;6,6;6;6,5
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;14;12;2;6,6;6;6,5
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Natuur en Gezondheid;12;10;2;6,4;5,7;6,3
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Natuur en Techniek;6;6;0;6,9;6,6;7
02VO;0;Huygens Lyceum;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;30;29;1;6,9;6,6;6,9
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;HAVO;;;Cultuur en Maatschappij;18;13;5;6,3;5,9;6,3
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;HAVO;;;Economie en Maatschappij;54;47;7;6,3;6,3;6,4
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;HAVO;;;Natuur en Gezondheid;9;7;2;6,4;6,3;6,5
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;18;17;1;6,2;6,4;6,4
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;VWO;;;Cultuur en Maatschappij;8;7;1;6,9;6,2;6,9
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;VWO;;;Economie en Maatschappij;9;7;2;6,7;6;6,7
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;7,3;6,7;7,2
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;VWO;;;Natuur en Gezondheid;9;9;0;7;6,3;6,9
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;VWO;;;Natuur en Techniek;5;3;2;6,6;6,1;6,7
02VQ;0;Pascal College;ZAANSTAD;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;20;17;3;6,6;6,3;6,7
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;13;13;0;6,5;6,6;6,6
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;BL;Techniek;Techniek Breed -ISP;13;13;0;6,7;6,2;6,5
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;18;18;0;6,6;6,5;6,6
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;GL;Economie;Technologie Orientatie;6;3;3;6,3;4,8;5,8
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;GL;Techniek;Technologie Orientatie;2;1;1;5,9;5;5,7
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;8;5;3;6,3;5,7;6,1
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;17;17;0;6,5;6,2;6,5
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;KL;Techniek;Techniek Breed -ISP;7;6;1;6,4;5,9;6,3
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;26;26;0;6,8;6;6,6
02VQ;1;Pascal College;ZAANSTAD;Noord-Holland;VMBO;TL;;;31;31;0;6,8;6,2;6,7
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;HAVO;;;Cultuur en Maatschappij;8;7;1;6,7;5,8;6,4
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;HAVO;;;Economie en Maatschappij;39;35;4;6,2;6,3;6,5
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;HAVO;;;Natuur en Gezondheid;7;7;0;6,4;6,4;6,6
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;12;1;6,5;6,5;6,6
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;VMBO;TL;;;74;67;7;6,6;6,3;6,5
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;VWO;;;Cultuur en Maatschappij;6;6;0;7,1;6,8;7,1
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;VWO;;;Economie en Maatschappij;17;15;2;6,6;6;6,5
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,9;4,8;6,2
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;VWO;;;Natuur en Gezondheid;23;23;0;6,8;6,5;6,9
02VR;0;Stg CHR VO Zuidoost-Utr;ZEIST;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;40;39;1;6,8;6,9;7
02VR;2;Chr VO Groep Zo Utrecht;ZEIST;Utrecht;VMBO;BL;Economie;Handel en Administratie -ISP;14;14;0;6,7;6,6;6,7
02VR;2;Chr VO Groep Zo Utrecht;ZEIST;Utrecht;VMBO;BL;Techniek;Bouwtechniek;11;8;3;6,1;6,5;6,4
02VR;2;Chr VO Groep Zo Utrecht;ZEIST;Utrecht;VMBO;BL;Techniek;Voertuigentechniek;11;11;0;6,3;6,4;6,5
02VR;2;Chr VO Groep Zo Utrecht;ZEIST;Utrecht;VMBO;BL;Zorg & Welzijn;Verzorging;16;16;0;6,3;6,5;6,4
02VR;2;Chr VO Groep Zo Utrecht;ZEIST;Utrecht;VMBO;KL;Economie;Handel en Administratie -ISP;11;9;2;6,3;6;6,4
02VR;2;Chr VO Groep Zo Utrecht;ZEIST;Utrecht;VMBO;KL;Techniek;Bouwtechniek;6;6;0;7;6,8;7
02VR;2;Chr VO Groep Zo Utrecht;ZEIST;Utrecht;VMBO;KL;Techniek;Voertuigentechniek;6;4;2;5,7;5,4;5,8
02VR;2;Chr VO Groep Zo Utrecht;ZEIST;Utrecht;VMBO;KL;Zorg & Welzijn;Verzorging;14;13;1;6,2;6,1;6,3
02VR;4;Chr VO Groep Zo Utrecht;UTRECHTSE HEUVELRUG;Utrecht;HAVO;;;Cultuur en Maatschappij;16;13;3;6,2;5,8;6,3
02VR;4;Chr VO Groep Zo Utrecht;UTRECHTSE HEUVELRUG;Utrecht;HAVO;;;Economie en Maatschappij;99;70;29;6,3;6,1;6,4
