BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Cultuur en Maatschappij;9;9;0;6,8;6,2;6,7
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Economie en Maatschappij;29;27;2;6,4;6,1;6,4
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;2;1;6,1;5,5;6
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Natuur en Gezondheid;15;13;2;6,3;6;6,3
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Natuur en Techniek;5;5;0;6,7;6,5;6,5
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;10;8;2;6,2;5,9;6,2
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Cultuur en Maatschappij;2;1;1;6,6;5,4;6,2
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Economie en Maatschappij;7;4;3;6,4;5,5;6,3
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;5;1;6,5;5,4;6,4
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Natuur en Gezondheid;14;12;2;6,4;5,8;6,4
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Natuur en Techniek;6;5;1;6,2;5,9;6,5
00AH;0;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Natuur en Techniek / Natuur en Gezondheid;22;18;4;6,6;6,3;6,7
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Cultuur en Maatschappij;26;23;3;6,5;5,8;6,4
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Economie en Maatschappij;48;38;10;6,1;5,8;6,2
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,7;5,8;6,3
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Natuur en Gezondheid;23;22;1;6,7;6,3;6,7
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Natuur en Techniek;10;7;3;6,4;5,9;6,4
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;1;0;1;5,8;4,3;5,6
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Cultuur en Maatschappij;8;7;1;6,6;5,9;6,3
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Economie en Maatschappij;21;19;2;6,8;5,9;6,5
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;9;2;6,6;5,7;6,3
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Natuur en Gezondheid;5;3;2;6,3;5,6;6,2
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Natuur en Techniek;3;2;1;6,7;6;6,6
00AH;7;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO;;;Natuur en Techniek / Natuur en Gezondheid;21;20;1;6,9;6,3;6,8
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Economie;Consumptief;1;1;0;6,1;5,1;6
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Economie;Consumptief Breed -ISP;10;10;0;6,5;6;6,4
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Economie;Handel en Administratie -ISP;11;10;1;6,5;6,2;6,5
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Techniek;Bouwbreed -ISP;2;2;0;6,5;6,2;6,6
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Techniek;Bouwtechniek;13;11;2;6,2;6,5;6,3
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Techniek;Elektrotechniek;3;3;0;6,1;7,4;6,6
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Techniek;Grafische Techniek;8;8;0;6,6;6,3;6,6
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Techniek;Installatietechniek;9;9;0;6,3;6,7;6,4
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Techniek;Metaaltechniek;4;4;0;6,4;6,7;6,5
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Techniek;Voertuigentechniek;8;8;0;6,6;6,8;6,6
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Zorg & Welzijn;Uiterlijke Verzorging;8;6;2;5,8;6,2;5,9
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;BL;Zorg & Welzijn;Verzorging;31;26;5;6,2;6,2;6,3
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Economie;Consumptief;1;0;1;6;5,4;6
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Economie;Consumptief Breed -ISP;3;2;1;6,5;6,1;6,4
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Economie;Handel en Administratie -ISP;25;23;2;6,7;6;6,5
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;16;15;1;6,4;6,2;6,4
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Techniek;Bouwbreed -ISP;6;5;1;6,2;6;6,3
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Techniek;Elektrotechniek;7;7;0;6,6;6,3;6,5
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Techniek;Grafische Techniek;17;16;1;6,5;6,5;6,5
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Techniek;Installatietechniek;7;6;1;6,4;5,9;6,4
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Techniek;Metaaltechniek;1;1;0;6,7;6,1;6,5
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Techniek;Voertuigentechniek;4;3;1;6,4;5,4;6,1
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Zorg & Welzijn;Uiterlijke Verzorging;9;9;0;6,5;6,1;6,5
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;KL;Zorg & Welzijn;Verzorging;38;37;1;6,7;5,7;6,3
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO;TL;;;179;141;38;6,2;5,9;6,2
00AQ;0;Zwin College SGM;SLUIS;Zeeland;HAVO;;;Cultuur en Maatschappij;15;14;1;6,5;6,5;6,5
00AQ;0;Zwin College SGM;SLUIS;Zeeland;HAVO;;;Economie en Maatschappij;34;30;4;6,2;6,4;6,4
00AQ;0;Zwin College SGM;SLUIS;Zeeland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;9;0;6,3;6,5;6,5
00AQ;0;Zwin College SGM;SLUIS;Zeeland;HAVO;;;Natuur en Gezondheid;13;13;0;6,2;6,2;6,3
00AQ;0;Zwin College SGM;SLUIS;Zeeland;HAVO;;;Natuur en Techniek;11;10;1;6,2;6,2;6,3
00AQ;0;Zwin College SGM;SLUIS;Zeeland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;12;0;6,2;6,5;6,4
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;BL;Economie;Handel en Administratie -ISP;3;3;0;6,5;6,7;6,7
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;BL;Techniek;Bouwtechniek;7;5;2;6,2;5,9;6,2
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;BL;Techniek;Metaaltechniek;6;6;0;6,4;6,6;6,5
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;BL;Techniek;Voertuigentechniek;2;2;0;6,2;6;6,3
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;14;12;2;5,9;6,2;6,1
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;KL;Economie;Handel en Administratie -ISP;9;8;1;5,9;6,7;6,3
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;KL;Techniek;Metaaltechniek;9;8;1;6,1;6,3;6,3
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;KL;Techniek;Voertuigentechniek;3;3;0;5,7;6,2;6,1
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;11;10;1;6;5,9;6,1
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VMBO;TL;;;75;71;4;6,5;6,4;6,5
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VWO;;;Cultuur en Maatschappij;9;9;0;7;6,7;6,9
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VWO;;;Economie en Maatschappij;7;7;0;6,2;6,1;6,3
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,7;6,3;6,8
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VWO;;;Natuur en Gezondheid;6;6;0;6,7;6,4;6,6
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VWO;;;Natuur en Techniek;7;6;1;6,4;6;6,3
00AQ;0;Zwin College SGM;SLUIS;Zeeland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;7;7;0;7,4;7,3;7,4
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;11;9;2;6,3;5,8;6,2
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO;;;Economie en Maatschappij;51;46;5;6,6;6,2;6,5
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;12;9;3;6,4;5,8;6,1
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO;;;Natuur en Gezondheid;22;19;3;6,3;6;6,3
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO;;;Natuur en Techniek;6;6;0;6,4;6,3;6,4
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;11;1;6,5;6,4;6,5
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;BL;Economie;Handel en Administratie -ISP;4;4;0;6,7;7,1;6,7
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;BL;Techniek;Bouwtechniek;1;1;0;6,7;6,7;6,7
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;BL;Techniek;Metaaltechniek;4;4;0;6,7;7,6;6,8
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;BL;Zorg & Welzijn;Verzorging;7;7;0;6,2;6,2;6,4
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;KL;Economie;Handel en Administratie -ISP;8;8;0;7;6,5;6,7
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;KL;Techniek;Bouwtechniek;4;3;1;6,8;6,1;6,5
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;KL;Techniek;Metaaltechniek;6;6;0;6,8;5,9;6,6
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;KL;Zorg & Welzijn;Verzorging;18;17;1;6,7;6,2;6,6
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VMBO;TL;;;78;74;4;6,5;6,4;6,5
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO;;;Cultuur en Maatschappij;5;4;1;6,4;5,9;6,3
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO;;;Economie en Maatschappij;16;10;6;6,3;5,9;6,2
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;16;13;3;6,7;6,1;6,6
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO;;;Natuur en Gezondheid;13;11;2;6,6;6,2;6,6
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO;;;Natuur en Techniek;5;5;0;6,9;7,1;7,1
00BD;0;Coenecoop College;WADDINXVEEN;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;9;8;1;6,6;6,7;6,8
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO;;;Cultuur en Maatschappij;18;18;0;6,8;6,7;6,9
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO;;;Economie en Maatschappij;11;11;0;6,6;6,3;6,6
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO;;;Natuur en Gezondheid;3;3;0;6,7;6,7;6,8
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;HAVO;;;Natuur en Techniek;7;7;0;6,6;7;6,9
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VMBO;TL;;;64;59;5;6,7;7;6,9
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO;;;Cultuur en Maatschappij;9;9;0;7;6,2;6,9
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO;;;Economie en Maatschappij;5;5;0;7,1;6,7;7,1
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO;;;Natuur en Gezondheid;5;5;0;7;6,5;7
00CB;0;SGM VO Vrije Schoolond;NIJMEGEN;Gelderland;VWO;;;Natuur en Techniek;11;11;0;6,8;6,4;6,8
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO;;;Cultuur en Maatschappij;23;21;2;7,1;6,3;6,8
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO;;;Economie en Maatschappij;10;10;0;7;6,7;7
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO;;;Natuur en Gezondheid;1;1;0;6,8;5,6;6,6
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;HAVO;;;Natuur en Techniek;5;5;0;6,9;6,6;6,8
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;VMBO;TL;;;19;19;0;6,7;6,7;6,7
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO;;;Cultuur en Maatschappij;17;17;0;7;6,3;6,9
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;6,7;5,9;6,6
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO;;;Natuur en Gezondheid;3;3;0;7,3;6,6;7,2
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO;;;Natuur en Techniek;9;9;0;6,8;6,3;6,8
00CB;1;SGM VO Vrije Schoolond;ZEIST;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;5;5;0;7,4;7,3;7,4
00CB;2;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;8;8;0;6,3;6,6;6,5
00CB;2;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO;;;Economie en Maatschappij;4;3;1;6,5;6,6;6,7
00CB;2;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO;;;Natuur en Gezondheid;4;3;1;6,6;6,7;6,7
00CB;2;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;HAVO;;;Natuur en Techniek;4;4;0;6;6;6,1
00CB;2;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VMBO;TL;;;31;31;0;6,7;6,4;6,6
00CB;2;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO;;;Economie en Maatschappij;3;3;0;6,9;6,5;6,8
00CB;2;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO;;;Natuur en Gezondheid;4;3;1;6,7;5,8;6,6
00CB;2;SGM VO Vrije Schoolond;EINDHOVEN;Noord-Brabant;VWO;;;Natuur en Techniek;3;3;0;7,4;6,8;7,3
00DI;0;rsg de Borgen;LEEK;Groningen;HAVO;;;Cultuur en Maatschappij;11;11;0;6,4;6,2;6,4
00DI;0;rsg de Borgen;LEEK;Groningen;HAVO;;;Economie en Maatschappij;60;55;5;6,4;6,4;6,5
00DI;0;rsg de Borgen;LEEK;Groningen;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,5;6,5;6,6
00DI;0;rsg de Borgen;LEEK;Groningen;HAVO;;;Natuur en Gezondheid;24;23;1;6,2;6,5;6,5
00DI;0;rsg de Borgen;LEEK;Groningen;HAVO;;;Natuur en Techniek;15;14;1;6,7;7,1;6,9
00DI;0;rsg de Borgen;LEEK;Groningen;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,5;6,9;6,7
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;BL;Economie;Administratie;6;5;1;6,9;6,7;7
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;BL;Techniek;Bouwtechniek;8;8;0;6,7;6,8;6,9
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;BL;Techniek;Elektrotechniek;3;3;0;6,9;7,1;7,1
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;BL;Techniek;Metaaltechniek;11;11;0;6,3;6,5;6,5
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;30;30;0;6,8;6,6;6,8
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;KL;Economie;Administratie;24;24;0;6,5;6,5;6,6
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;KL;Techniek;Bouwtechniek;11;11;0;6,2;6,3;6,4
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;KL;Techniek;Elektrotechniek;12;10;2;6,2;6,2;6,3
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;KL;Techniek;Metaaltechniek;8;6;2;6,5;6,3;6,4
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;44;42;2;6,4;6,2;6,5
00DI;0;rsg de Borgen;LEEK;Groningen;VMBO;TL;;;94;88;6;6,6;6,4;6,5
00DI;0;rsg de Borgen;LEEK;Groningen;VWO;;;Cultuur en Maatschappij;5;5;0;6,9;6,4;6,9
00DI;0;rsg de Borgen;LEEK;Groningen;VWO;;;Economie en Maatschappij;11;11;0;6,5;6,1;6,6
00DI;0;rsg de Borgen;LEEK;Groningen;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;14;13;1;6,8;6,2;6,7
00DI;0;rsg de Borgen;LEEK;Groningen;VWO;;;Natuur en Gezondheid;5;5;0;6,5;6,1;6,6
00DI;0;rsg de Borgen;LEEK;Groningen;VWO;;;Natuur en Techniek;3;2;1;6,2;5,9;6,2
00DI;0;rsg de Borgen;LEEK;Groningen;VWO;;;Natuur en Techniek / Natuur en Gezondheid;25;25;0;6,5;6,6;6,8
00DI;1;rsg de Borgen;NOORDENVELD;Drenthe;VMBO;GL;Intersect. programma;ICT -route;3;2;1;6,8;6;6,5
00DI;1;rsg de Borgen;NOORDENVELD;Drenthe;VMBO;TL;;;41;37;4;6,5;6,3;6,5
00DI;3;rsg de Borgen;GROOTEGAST;Groningen;VMBO;TL;;;29;29;0;6,6;6,6;6,7
00EF;0;VMBO onder bestuur ROC v A'dam;AMSTERDAM;Noord-Holland;VMBO;BL;Economie;Consumptief;22;19;3;6,4;5,7;6,2
00EF;0;VMBO onder bestuur ROC v A'dam;AMSTERDAM;Noord-Holland;VMBO;KL;Economie;Consumptief;38;30;8;6,8;5,6;6,4
00EF;0;VMBO onder bestuur ROC v A'dam;AMSTERDAM;Noord-Holland;VMBO;KL;Economie;Consumptief Breed -ISP;14;9;5;6,5;5,6;6,1
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;26;21;5;6,6;6,1;6,5
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Economie en Maatschappij;52;44;8;6,3;6,1;6,4
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;7;0;6,7;6;6,5
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Natuur en Gezondheid;17;14;3;6,4;6,1;6,4
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Natuur en Techniek;6;5;1;6,5;6,4;6,6
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;3;2;1;6,3;6,3;6,4
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VMBO;TL;;;45;39;6;6,2;6;6,2
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Cultuur en Maatschappij;7;6;1;7;6,5;7
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Economie en Maatschappij;14;14;0;6,8;6;6,7
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;12;11;1;7,2;6,5;7,1
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Natuur en Gezondheid;4;1;3;6,3;6,1;6,5
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Natuur en Techniek;6;5;1;6,8;6,1;6,9
00HI;0;SGM Dalton Vatel;LEIDSCHENDAM-VOORBURG;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;13;9;4;6,7;5,9;6,6
00HI;3;SGM Dalton Vatel;S GRAVENHAGE;Zuid-Holland;VMBO;BL;Economie;Consumptief;39;39;0;6,7;6,1;6,7
00HI;3;SGM Dalton Vatel;S GRAVENHAGE;Zuid-Holland;VMBO;KL;Economie;Consumptief;54;54;0;6,8;6;6,7
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;HAVO;;;Cultuur en Maatschappij;10;8;2;6,4;5,9;6,5
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;HAVO;;;Economie en Maatschappij;43;36;7;6,3;6,2;6,5
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;HAVO;;;Natuur en Gezondheid;12;10;2;6,2;6,1;6,5
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;HAVO;;;Natuur en Techniek;5;5;0;6,4;6,6;6,5
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;19;19;0;6,5;6,6;6,7
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VMBO;TL;;;73;68;5;6,3;6,4;6,5
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Cultuur en Maatschappij;2;2;0;7,2;6,7;7,2
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Economie en Maatschappij;6;6;0;7;6,5;7
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;7,3;6,4;7,1
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Gezondheid;2;2;0;6,3;6,4;6,4
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Techniek;7;7;0;6,7;6,6;6,8
00IP;0;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;21;20;1;6,9;6,3;7
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;26;23;3;6,4;5,8;6,3
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;68;59;9;6,5;6,1;6,4
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,8;6,5;6,6
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Gezondheid;44;36;8;6,4;6,1;6,4
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Techniek;13;13;0;6,9;6,8;6,9
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;26;25;1;6,8;6,4;6,7
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Cultuur en Maatschappij;16;16;0;6,8;6,2;6,8
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Economie en Maatschappij;21;17;4;6,8;5,8;6,6
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;12;12;0;7,3;6,5;7,1
00JR;0;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid;11;9;2;6,5;6;6,5
