BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;1.1 - IMMATERIËLE VASTE ACTIVA;1.2 - MATERIËLE VASTE ACTIVA;1.3 - FINANCIËLE VASTE ACTIVA;1.4 - VOORRADEN;1.5 - VORDERINGEN;1.6 - EFFECTEN;1.7 - LIQUIDE MIDDELEN;2.1 - EIGEN VERMOGEN;2.2 - VOORZIENINGEN;2.3 - LANGLOPENDE SCHULDEN;2.4 - KORTLOPENDE SCHULDEN;TA - TOTAAL ACTIVA;TP - TOTAAL PASSIVA;TVA - TOTAAL VASTE ACTIVA;TVLA - TOTAAL VLOTTENDE ACTIVA
26157;SSG4;Stg. Montessori SGM A'dam;2013;;3.731.018;;;4.018.573;;3.044.421;4.638.978;1.859.151;;4.295.886;10.794.012;10.794.015;3.731.018;7.062.994
26898;SSG2;Het Amsterdams Lyceum;2009;;2.392.735;843.525;;545.683;;873.170;2.952.508;665.378;21.237;1.015.990;4.655.113;4.655.113;3.236.260;1.418.853
26898;SSG2;Het Amsterdams Lyceum;2010;;2.372.313;865.148;;219.872;;929.724;2.772.366;480.833;14.158;1.119.700;4.387.057;4.387.057;3.237.461;1.149.596
26898;SSG2;Het Amsterdams Lyceum;2011;;2.349.773;872.716;;325.471;;739.592;2.733.518;240.904;7.079;1.306.051;4.287.552;4.287.552;3.222.489;1.065.063
26898;SSG2;Het Amsterdams Lyceum;2012;;2.535.147;903.364;;164.632;;711.468;3.019.172;241.201;;1.054.238;4.314.611;4.314.611;3.438.511;876.100
26898;SSG2;Het Amsterdams Lyceum;2013;;2.512.007;732.394;;303.081;;1.434.906;3.468.609;274.322;;1.239.457;4.982.388;4.982.388;3.244.401;1.737.987
28212;SSG3;Stg. Vrije School NO-Ned.;2009;7.291;4.974.970;;;196.369;14.768;1.058.086;2.137.629;156.506;2.334.042;1.623.307;6.251.484;6.251.484;4.982.261;1.269.223
28212;SSG3;Stg. Vrije School NO-Ned.;2010;1.813;5.162.236;;;211.848;15.257;398.454;1.694.105;156.885;2.250.694;1.687.924;5.789.608;5.789.608;5.164.049;625.559
28212;SSG3;Stg. Vrije School NO-Ned.;2011;129;2.532.737;;;922.657;11.100;493.759;672.486;313.169;1.192.801;1.781.926;3.960.382;3.960.382;2.532.866;1.427.516
28212;SSG3;Stg. Vrije School NO-Ned.;2012;2.941;2.411.700;;;877.019;11.250;1.395.360;1.225.711;428.132;1.169.039;1.875.388;4.698.270;4.698.270;2.414.641;2.283.629
28212;SSG3;Stg. Vrije School NO-Ned.;2013;4.127;2.542.048;;;1.098.417;11.400;1.441.397;1.522.367;604.080;1.148.630;1.822.312;5.097.389;5.097.389;2.546.175;2.551.214
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2009;;1.654.036;468.828;9.608;306.842;450.000;151.191;1.541.788;279.427;;1.219.289;3.040.505;3.040.504;2.122.864;917.641
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2010;;1.954.775;;13.737;256.241;430.996;42.307;1.190.183;207.701;;1.300.170;2.698.056;2.698.054;1.954.775;743.281
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2011;;1.937.258;;24.110;232.929;355.996;496.143;1.366.064;161.502;;1.518.870;3.046.436;3.046.436;1.937.258;1.109.178
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2012;;2.023.593;;18.353;219.070;250.996;1.063.583;1.766.489;200.137;;1.608.886;3.575.595;3.575.512;2.023.593;1.552.002
28394;SSG4;Ver. Chr. VO Zeeuwsch-Vl.;2013;;1.993.361;;12.397;302.259;81.079;1.601.454;2.303.561;135.991;;1.550.999;3.990.550;3.990.551;1.993.361;1.997.189
29187;SSG4;Onderwijs Stg. de Kempen;2009;;20.077.909;714.515;;1.470.775;;9.556.375;18.794.720;2.532.639;5.054.890;5.437.325;31.819.574;31.819.574;20.792.424;11.027.150
29187;SSG4;Onderwijs Stg. de Kempen;2010;;19.193.145;195.140;;1.413.534;;10.780.645;19.551.423;1.831.030;5.364.621;4.835.390;31.582.464;31.582.464;19.388.285;12.194.179
29187;SSG4;Onderwijs Stg. de Kempen;2011;;19.090.199;;;596.053;;10.950.973;19.688.920;1.821.240;5.105.300;4.021.765;30.637.225;30.637.225;19.090.199;11.547.026
29187;SSG4;Onderwijs Stg. de Kempen;2012;;20.380.506;;;869.768;;9.385.180;19.789.481;1.808.818;4.835.942;4.201.213;30.635.454;30.635.454;20.380.506;10.254.948
29187;SSG4;Onderwijs Stg. de Kempen;2013;;20.848.986;;;874.923;;8.062.260;19.830.499;1.741.340;4.555.914;3.658.416;29.786.169;29.786.169;20.848.986;8.937.183
29278;SSG3;Stg. Kath. VO De Breul;2009;;1.699.299;;;1.348.005;;2.227.101;2.947.426;1.041.103;;1.285.876;5.274.405;5.274.405;1.699.299;3.575.106
29278;SSG3;Stg. Kath. VO De Breul;2010;;1.704.967;;;1.185.938;;2.550.920;3.277.916;750.000;;1.413.909;5.441.825;5.441.825;1.704.967;3.736.858
29278;SSG3;Stg. Kath. VO De Breul;2011;;1.647.390;;;1.264.725;;2.622.724;3.150.032;725.000;;1.659.807;5.534.839;5.534.839;1.647.390;3.887.449
29278;SSG3;Stg. Kath. VO De Breul;2012;;1.902.927;;;124.653;;2.325.832;2.390.613;725.000;;1.237.799;4.353.412;4.353.412;1.902.927;2.450.485
29278;SSG3;Stg. Kath. VO De Breul;2013;;2.960.067;;;107.032;;2.311.956;2.747.154;725.000;700.000;1.206.901;5.379.055;5.379.055;2.960.067;2.418.988
29850;SSG1;Stg Chr PRO Hardenberg;2009;;240.561;;;36.661;;1.137.621;1.104.738;77.868;;232.237;1.414.843;1.414.843;240.561;1.174.282
29850;SSG1;Stg Chr PRO Hardenberg;2010;;217.139;;;28.570;;1.249.920;1.197.978;25.614;;272.037;1.495.629;1.495.629;217.139;1.278.490
29850;SSG1;Stg Chr PRO Hardenberg;2011;;205.323;;;52.215;;1.360.628;1.230.890;23.331;;363.945;1.618.166;1.618.166;205.323;1.412.843
29850;SSG1;Stg Chr PRO Hardenberg;2012;;193.715;;;66.657;;1.501.989;1.516.413;12.520;;233.428;1.762.361;1.762.361;193.715;1.568.646
29850;SSG1;Stg Chr PRO Hardenberg;2013;;195.245;;;182.719;;1.337.418;1.488.985;28.481;;197.916;1.715.382;1.715.382;195.245;1.520.137
30101;SSG4;Stg. VO Regio Schijndel;2009;;3.875.115;1.550.958;;502.669;57.353;1.181.064;1.574.697;1.709.743;24.776;3.857.943;7.167.159;7.167.159;5.426.073;1.741.086
30101;SSG4;Stg. VO Regio Schijndel;2010;;3.528.380;355.131;;622.106;;2.759.296;1.448.005;1.381.791;16.518;4.418.599;7.264.913;7.264.913;3.883.511;3.381.402
30101;SSG4;Stg. VO Regio Schijndel;2011;;3.035.534;;;509.138;;3.903.762;2.087.391;1.453.933;;3.907.110;7.448.434;7.448.434;3.035.534;4.412.900
30101;SSG4;Stg. VO Regio Schijndel;2012;;1.185.273;;;544.813;;5.917.049;2.900.475;1.556.922;;3.189.738;7.647.135;7.647.135;1.185.273;6.461.862
30101;SSG4;Stg. VO Regio Schijndel;2013;;963.318;;;929.559;;8.144.408;5.272.193;1.576.380;;3.188.714;10.037.285;10.037.287;963.318;9.073.967
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2009;;1.150.650;;;286.635;;3.991.822;2.754.233;1.145.931;;1.528.943;5.429.107;5.429.107;1.150.650;4.278.457
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2010;;1.033.645;;;314.536;;3.919.427;3.052.134;744.250;;1.471.224;5.267.608;5.267.608;1.033.645;4.233.963
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2011;;942.760;;;235.126;;3.724.619;2.877.592;647.995;;1.376.918;4.902.505;4.902.505;942.760;3.959.745
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2012;;1.456.887;;;84.039;;2.368.208;2.005.399;638.056;;1.265.679;3.909.134;3.909.134;1.456.887;2.452.247
30171;SSG3;Stg. Kath. VO  (Hoofddorp);2013;;1.970.645;;;75.952;;720.945;962.811;587.749;;1.216.982;2.767.542;2.767.542;1.970.645;796.897
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2009;1;7.733.019;13.613;;3.603.994;;6.290.226;10.741.214;2.590.518;18.151;4.290.970;17.640.853;17.640.853;7.746.633;9.894.220
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2010;1;6.941.198;13.613;;2.590.701;;8.270.812;12.180.639;1.108.705;;4.526.979;17.816.325;17.816.323;6.954.812;10.861.513
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2011;;6.632.982;13.613;;2.454.730;;8.497.311;12.203.155;1.172.986;;4.222.493;17.598.636;17.598.634;6.646.595;10.952.041
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2012;;6.284.205;13.613;;1.862.852;;9.130.638;11.612.601;1.090.460;;4.588.245;17.291.308;17.291.306;6.297.818;10.993.490
30582;SSG4;Stg. H3O v. Chr. Peuterwerk;2013;;6.017.849;13.613;;2.244.001;;9.656.995;12.296.905;1.210.957;;4.424.596;17.932.458;17.932.458;6.031.462;11.900.996
30783;SSG4;CVO-Alblasserwaard West;2009;;2.885.777;;;902.062;;2.238.133;3.210.495;1.233.010;;1.582.467;6.025.972;6.025.972;2.885.777;3.140.195
30783;SSG4;CVO-Alblasserwaard West;2010;;2.615.030;9.180;;204.711;;2.228.822;2.596.632;793.558;;1.667.553;5.057.743;5.057.743;2.624.210;2.433.533
30783;SSG4;CVO-Alblasserwaard West;2011;;2.355.154;9.180;;166.137;;2.847.600;2.714.592;917.482;;1.745.997;5.378.071;5.378.071;2.364.334;3.013.737
30783;SSG4;CVO-Alblasserwaard West;2012;;2.360.011;9.180;;179.718;;3.400.211;2.909.988;1.182.534;;1.856.598;5.949.120;5.949.120;2.369.191;3.579.929
30783;SSG4;CVO-Alblasserwaard West;2013;;2.416.166;9.180;;202.179;;3.777.421;2.795.322;1.656.878;;1.952.746;6.404.946;6.404.946;2.425.346;3.979.600
30827;SSG1;Stg v Prakt Ond in De Langstr;2009;;65.229;;;72.336;;1.371.154;1.004.423;212.399;51.012;240.885;1.508.719;1.508.719;65.229;1.443.490
30827;SSG1;Stg v Prakt Ond in De Langstr;2010;;74.779;425.950;;66.793;;1.010.761;1.087.275;141.574;56.322;293.111;1.578.283;1.578.282;500.729;1.077.554
30827;SSG1;Stg v Prakt Ond in De Langstr;2011;;66.151;586.218;;186.821;;803.517;1.059.161;182.760;61.632;339.155;1.642.707;1.642.708;652.369;990.338
30827;SSG1;Stg v Prakt Ond in De Langstr;2012;;62.831;582.268;;220.883;;729.791;1.024.567;230.571;66.942;273.693;1.595.773;1.595.773;645.099;950.674
30827;SSG1;Stg v Prakt Ond in De Langstr;2013;;113.763;578.318;;198.176;;1.021.120;1.284.738;277.530;72.252;276.857;1.911.377;1.911.377;692.081;1.219.296
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2009;;2.727.211;2.137.092;;743.184;;444.056;3.869.205;654.557;;1.527.781;6.051.543;6.051.543;4.864.303;1.187.240
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2010;;1.995.291;2.176.103;;677.664;;657.646;3.598.458;427.441;;1.480.804;5.506.704;5.506.703;4.171.394;1.335.310
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2011;;2.051.267;2.377.164;;327.187;;481.347;3.085.702;636.633;;1.514.630;5.236.965;5.236.965;4.428.431;808.534
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2012;;2.037.904;1.011.261;;547.499;;647.910;2.284.925;484.195;;1.475.454;4.244.574;4.244.574;3.049.165;1.195.409
31028;SSG4;Stg. Chr. VO Zwijndr'waard;2013;;1.589.918;919.236;;373.026;;2.116.700;2.530.416;957.236;;1.511.228;4.998.880;4.998.880;2.509.154;2.489.726
31082;SSG4;KVOA  (Apeldoorn);2009;;6.508.243;2.397.683;35.611;955.274;;2.789.020;8.564.970;752.716;;3.368.145;12.685.831;12.685.831;8.905.926;3.779.905
31082;SSG4;KVOA  (Apeldoorn);2010;;7.817.005;731.040;42.704;557.451;;2.612.181;8.103.862;362.102;;3.294.417;11.760.381;11.760.381;8.548.045;3.212.336
31082;SSG4;KVOA  (Apeldoorn);2011;;9.760.548;;46.457;654.404;729.460;279.320;7.535.263;375.619;;3.559.307;11.470.189;11.470.189;9.760.548;1.709.641
31082;SSG4;KVOA  (Apeldoorn);2012;;10.148.381;;71.472;496.323;729.460;544.898;8.077.528;361.208;;3.551.798;11.990.534;11.990.534;10.148.381;1.842.153
31082;SSG4;KVOA  (Apeldoorn);2013;;9.819.543;;60.371;522.671;224.770;2.380.588;9.420.168;331.384;;3.256.391;13.007.943;13.007.943;9.819.543;3.188.400
31137;SSG4;Holland Accent Onderwijsgroep;2009;;46.981.400;2.461.000;3.000;2.645.600;;12.421.000;22.958.000;6.167.900;25.900.900;9.485.200;64.512.000;64.512.000;49.442.400;15.069.600
31137;SSG4;Holland Accent Onderwijsgroep;2010;;49.053.431;429.813;2.420;2.510.475;;13.236.992;24.547.605;4.210.836;24.578.614;11.896.076;65.233.131;65.233.131;49.483.244;15.749.887
31137;SSG4;Holland Accent Onderwijsgroep;2011;168.134;50.742.940;281.491;1.222;1.658.075;;7.566.719;23.987.770;3.619.210;23.842.930;8.968.671;60.418.581;60.418.581;51.192.565;9.226.016
31137;SSG4;Holland Accent Onderwijsgroep;2012;389.806;49.584.315;;;1.424.604;;7.690.097;23.758.986;3.670.852;23.107.246;8.551.738;59.088.822;59.088.822;49.974.121;9.114.701
31137;SSG4;Holland Accent Onderwijsgroep;2013;287.000;47.470.800;;;1.395.500;;11.051.200;23.867.400;3.958.800;21.321.600;11.056.700;60.204.500;60.204.500;47.757.800;12.446.700
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2009;;8.688.495;1.920.000;94.130;839.927;1.207.100;757.529;5.979.398;3.736.240;;3.791.543;13.507.181;13.507.181;10.608.495;2.898.686
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2010;;8.144.181;;84.857;655.127;;4.378.981;5.867.945;3.768.489;;3.626.712;13.263.146;13.263.146;8.144.181;5.118.965
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2011;;7.828.809;;66.420;559.707;;6.124.428;6.228.320;4.157.672;;4.193.372;14.579.364;14.579.364;7.828.809;6.750.555
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2012;;7.869.565;;27.261;644.058;;6.554.619;6.714.887;4.334.791;;4.045.825;15.095.503;15.095.503;7.869.565;7.225.938
31157;SSG4;Stg. Chr. VO op Ref. Grondsl.;2013;;7.613.693;;16.704;1.261.050;;6.141.685;7.403.375;4.499.534;;3.130.223;15.033.132;15.033.132;7.613.693;7.419.439
31180;SSG1;Ver. voor Chr. VO Steenwijk;2009;;427.893;1.391.157;;87.258;;3.654.933;3.845.208;264.380;;1.451.653;5.561.241;5.561.241;1.819.050;3.742.191
31180;SSG1;Ver. voor Chr. VO Steenwijk;2010;;1.267.218;1.475.126;;159.235;;2.123.267;4.226.630;69.899;;728.317;5.024.846;5.024.846;2.742.344;2.282.502
31180;SSG1;Ver. voor Chr. VO Steenwijk;2011;;2.189.259;1.540.068;;120.276;;510.299;3.818.526;37.262;;504.114;4.359.902;4.359.902;3.729.327;630.575
31180;SSG1;Ver. voor Chr. VO Steenwijk;2012;;2.237.272;1.508.946;;75.639;;309.985;3.511.591;29.017;;591.234;4.131.842;4.131.842;3.746.218;385.624
31180;SSG1;Ver. voor Chr. VO Steenwijk;2013;;1.979.005;1.210.504;;140.176;254.625;180.825;3.226.336;72.010;;466.789;3.765.135;3.765.135;3.189.509;575.626
31226;SSG4;Stg. EPVO  (Eindhoven);2009;;408.791;505.123;;304.000;;14.814.493;2.096.802;452.846;;13.482.759;16.032.407;16.032.407;913.914;15.118.493
31226;SSG4;Stg. EPVO  (Eindhoven);2010;;967.190;502.385;;1.093.786;;2.627.042;2.469.363;331.842;;2.389.198;5.190.403;5.190.403;1.469.575;3.720.828
31226;SSG4;Stg. EPVO  (Eindhoven);2011;;1.558.662;200.000;;1.712.616;300.000;1.073.104;2.299.715;482.855;3.087;2.058.725;4.844.382;4.844.382;1.758.662;3.085.720
31226;SSG4;Stg. EPVO  (Eindhoven);2012;;1.433.094;;;1.652.113;200.000;1.977.576;2.529.363;585.410;;2.148.010;5.262.783;5.262.783;1.433.094;3.829.689
31226;SSG4;Stg. EPVO  (Eindhoven);2013;;1.337.081;;;1.456.370;;3.440.230;3.356.007;744.605;;2.133.069;6.233.681;6.233.681;1.337.081;4.896.600
31231;SSG4;Ver. PCVO  (Buitenpost);2009;;2.622.437;904.400;;183.449;;6.190.003;7.592.297;528.587;;1.779.405;9.900.289;9.900.289;3.526.837;6.373.452
31231;SSG4;Ver. PCVO  (Buitenpost);2010;;2.315.127;1.176.200;;122.196;;7.175.594;8.857.369;174.798;;1.756.950;10.789.117;10.789.117;3.491.327;7.297.790
31231;SSG4;Ver. PCVO  (Buitenpost);2011;;2.330.375;;;214.330;336.525;10.047.183;9.300.024;98.017;;3.530.372;12.928.413;12.928.413;2.330.375;10.598.038
31231;SSG4;Ver. PCVO  (Buitenpost);2012;;3.408.787;;;289.589;;10.940.601;9.512.831;99.000;;5.027.146;14.638.977;14.638.977;3.408.787;11.230.190
31231;SSG4;Ver. PCVO  (Buitenpost);2013;;2.793.924;;;510.032;;8.914.306;9.630.333;163.409;;2.424.520;12.218.262;12.218.262;2.793.924;9.424.338
31240;SSG2;Ver. Chr. VO Groningen;2009;;2.027.629;;;57.702;;931.709;1.320.349;117.540;905.832;673.319;3.017.040;3.017.040;2.027.629;989.411
31240;SSG2;Ver. Chr. VO Groningen;2010;;1.894.667;;;78.800;;1.181.422;1.793.779;12.297;867.862;480.951;3.154.889;3.154.889;1.894.667;1.260.222
31240;SSG2;Ver. Chr. VO Groningen;2011;;2.126.512;;;96.199;;1.075.158;1.802.033;31.308;810.381;654.147;3.297.869;3.297.869;2.126.512;1.171.357
31240;SSG2;Ver. Chr. VO Groningen;2012;;2.034.826;;;85.319;;1.498.744;2.249.683;31.053;740.171;597.982;3.618.889;3.618.889;2.034.826;1.584.063
31240;SSG2;Ver. Chr. VO Groningen;2013;;1.930.353;;;179.343;;1.640.879;2.360.953;61.106;669.961;658.555;3.750.575;3.750.575;1.930.353;1.820.222
33372;SSG3;Ver. v. Chr. VO West-Brabant;2009;;1.303.702;448.263;;786.273;;1.265.953;1.571.739;902.683;;1.329.769;3.804.191;3.804.191;1.751.965;2.052.226
33372;SSG3;Ver. v. Chr. VO West-Brabant;2010;;1.256.564;1.053.687;;178.827;;868.493;1.587.435;402.302;;1.367.834;3.357.571;3.357.571;2.310.251;1.047.320
33372;SSG3;Ver. v. Chr. VO West-Brabant;2011;;1.191.607;426.250;;751.528;;1.022.150;1.691.332;375.479;;1.324.724;3.391.535;3.391.535;1.617.857;1.773.678
33372;SSG3;Ver. v. Chr. VO West-Brabant;2012;;1.098.115;438.874;;804.855;;1.564.618;2.312.625;382.776;;1.211.061;3.906.462;3.906.462;1.536.989;2.369.473
33372;SSG3;Ver. v. Chr. VO West-Brabant;2013;;1.292.496;507.107;;1.052.931;;1.713.440;2.859.261;438.920;;1.267.793;4.565.974;4.565.974;1.799.603;2.766.371
33944;SSG2;Ver. H S Gravenhaagsch;2009;;1.291.898;;;658.950;;1.353.066;1.975.365;47.664;630.000;650.885;3.303.914;3.303.914;1.291.898;2.012.016
33944;SSG2;Ver. H S Gravenhaagsch;2010;;1.711.468;;;479.441;;1.131.338;1.985.475;18.856;580.000;737.916;3.322.247;3.322.247;1.711.468;1.610.779
33944;SSG2;Ver. H S Gravenhaagsch;2011;;2.003.404;;;585.862;;667.208;1.914.997;20.960;540.000;780.517;3.256.474;3.256.474;2.003.404;1.253.070
33944;SSG2;Ver. H S Gravenhaagsch;2012;;2.007.114;;;691.357;;310.764;1.723.139;20.990;510.000;755.106;3.009.235;3.009.235;2.007.114;1.002.121
33944;SSG2;Ver. H S Gravenhaagsch;2013;;1.987.288;;;614.650;;298.716;1.736.147;12.862;470.000;681.645;2.900.654;2.900.654;1.987.288;913.366
35647;SSG5;Stichting Carmel College;2009;1.737.000;81.701.000;22.023.000;3.007.000;9.247.000;;29.674.000;60.576.000;30.704.000;679.000;55.430.000;147.389.000;147.389.000;105.461.000;41.928.000
35647;SSG5;Stichting Carmel College;2010;1.587.000;93.753.000;18.865.000;2.565.000;5.075.000;;21.121.000;63.371.000;21.343.000;477.000;57.775.000;142.966.000;142.966.000;114.205.000;28.761.000
35647;SSG5;Stichting Carmel College;2011;1.437.000;135.591.000;10.583.000;2.659.000;5.253.000;;10.587.000;98.555.000;10.025.000;274.000;57.256.000;166.110.000;166.110.000;147.611.000;18.499.000
35647;SSG5;Stichting Carmel College;2012;729.000;141.130.000;295.000;2.256.000;4.903.000;;13.885.000;97.637.000;13.157.000;;52.404.000;163.198.000;163.198.000;142.154.000;21.044.000
35647;SSG5;Stichting Carmel College;2013;679.000;141.746.000;262.000;;16.258.000;;16.707.000;100.568.000;15.039.000;1.680.000;58.365.000;175.652.000;175.652.000;142.687.000;32.965.000
36883;SSG4;Stg. Chr. VO de Wartburg;2009;;3.938.806;;;966.560;813.600;5.587.096;3.579.068;3.117.383;;4.609.611;11.306.062;11.306.062;3.938.806;7.367.256
36883;SSG4;Stg. Chr. VO de Wartburg;2010;;3.660.756;;;843.831;;6.263.634;3.812.023;3.195.434;;3.760.764;10.768.221;10.768.221;3.660.756;7.107.465
36883;SSG4;Stg. Chr. VO de Wartburg;2011;;3.516.804;;;1.050.100;;5.933.097;3.799.705;3.275.851;;3.424.445;10.500.001;10.500.001;3.516.804;6.983.197
36883;SSG4;Stg. Chr. VO de Wartburg;2012;;3.286.659;;;1.032.273;;7.479.960;4.195.330;3.495.378;;4.108.184;11.798.892;11.798.892;3.286.659;8.512.233
36883;SSG4;Stg. Chr. VO de Wartburg;2013;;3.382.449;;;844.676;;9.114.148;5.444.789;3.767.772;;4.128.712;13.341.273;13.341.273;3.382.449;9.958.824
36921;SSG2;Ver. voor Chr. VO Harderwijk;2009;;3.237.967;;261.668;1.214.379;;631.622;1.629.176;710.195;852.180;2.154.085;5.345.636;5.345.636;3.237.967;2.107.669
36921;SSG2;Ver. voor Chr. VO Harderwijk;2010;;3.555.773;;321.581;1.095.276;;1.043.778;1.784.800;644.733;1.314.720;2.272.155;6.016.408;6.016.408;3.555.773;2.460.635
36921;SSG2;Ver. voor Chr. VO Harderwijk;2011;;3.185.106;;247.559;729.590;;1.042.701;1.205.299;688.725;1.192.260;2.118.672;5.204.956;5.204.956;3.185.106;2.019.850
36921;SSG2;Ver. voor Chr. VO Harderwijk;2012;;3.173.550;;136.210;722.141;;339.584;770.109;724.505;1.069.800;1.807.071;4.371.485;4.371.485;3.173.550;1.197.935
36921;SSG2;Ver. voor Chr. VO Harderwijk;2013;;2.812.574;;114.586;809.079;;854.607;1.290.351;662.517;982.320;1.655.658;4.590.846;4.590.846;2.812.574;1.778.272
37052;SSG3;Stg. Sw. Scholen VO (Z'meer);2009;;779.167;2.911.622;;801.490;500.000;4.425.384;7.178.651;455.855;;1.783.157;9.417.663;9.417.663;3.690.789;5.726.874
37052;SSG3;Stg. Sw. Scholen VO (Z'meer);2010;;1.808.336;1.261.622;;741.098;200.000;4.894.279;3.049.290;4.184.981;;1.671.065;8.905.335;8.905.336;3.069.958;5.835.377
37052;SSG3;Stg. Sw. Scholen VO (Z'meer);2011;;1.930.728;85.000;;874.271;;1.234.231;2.864.195;198.968;;1.061.067;4.124.230;4.124.230;2.015.728;2.108.502
37052;SSG3;Stg. Sw. Scholen VO (Z'meer);2012;;1.718.089;;;817.958;;1.722.523;2.775.222;206.300;;1.277.048;4.258.570;4.258.570;1.718.089;2.540.481
37052;SSG3;Stg. Sw. Scholen VO (Z'meer);2013;;1.562.267;;;171.420;;2.347.223;2.550.953;358.537;;1.171.420;4.080.910;4.080.910;1.562.267;2.518.643
40003;SSG3;Stichting voor VO Leiden;2009;;1.004.410;;;564.872;;609.286;802.193;426.435;;949.940;2.178.568;2.178.568;1.004.410;1.174.158
40003;SSG3;Stichting voor VO Leiden;2010;;937.756;;;126.562;;725.551;591.388;238.988;;959.493;1.789.869;1.789.869;937.756;852.113
40003;SSG3;Stichting voor VO Leiden;2011;;849.781;;;129.066;;682.996;612.837;184.249;;864.757;1.661.843;1.661.843;849.781;812.062
40003;SSG3;Stichting voor VO Leiden;2012;;781.462;;;109.233;;521.796;507.540;166.119;;738.832;1.412.491;1.412.491;781.462;631.029
40003;SSG3;Stichting voor VO Leiden;2013;;692.512;;;181.936;;646.834;560.337;142.553;;818.392;1.521.282;1.521.282;692.512;828.770
40060;SSG3;Stg. Oec. School VO Houten;2009;;2.032.660;;;753.942;;1.346.716;2.347.280;571.059;194.265;1.020.714;4.133.318;4.133.318;2.032.660;2.100.658
40060;SSG3;Stg. Oec. School VO Houten;2010;;1.838.488;;;877.054;;1.395.972;2.436.201;349.694;170.097;1.155.522;4.111.514;4.111.514;1.838.488;2.273.026
40060;SSG3;Stg. Oec. School VO Houten;2011;;1.794.483;546.820;;789.654;;1.052.729;2.676.849;327.059;150.834;1.028.944;4.183.686;4.183.686;2.341.303;1.842.383
40060;SSG3;Stg. Oec. School VO Houten;2012;;1.725.756;888.109;;195.134;;826.509;1.904.986;357.663;119.905;1.252.954;3.635.508;3.635.508;2.613.865;1.021.643
40060;SSG3;Stg. Oec. School VO Houten;2013;;1.770.630;888.109;;186.957;;698.192;1.704.105;298.615;92.024;1.449.144;3.543.888;3.543.888;2.658.739;885.149
40065;SSG4;Ver. v. Chr. VO NO-Friesland;2009;;2.618.531;;;139.377;813.845;4.501.206;2.946.780;2.344.615;;2.781.564;8.072.959;8.072.959;2.618.531;5.454.428
40065;SSG4;Ver. v. Chr. VO NO-Friesland;2010;;2.373.047;;12.707;254.565;852.000;4.038.692;2.939.446;1.855.992;;2.735.573;7.531.011;7.531.011;2.373.047;5.157.964
40065;SSG4;Ver. v. Chr. VO NO-Friesland;2011;;1.998.946;100.460;9.905;325.814;532.460;4.581.390;3.075.495;1.716.261;;2.757.219;7.548.975;7.548.975;2.099.406;5.449.569
40065;SSG4;Ver. v. Chr. VO NO-Friesland;2012;;1.787.340;;13.268;505.660;253.030;5.148.489;3.538.776;1.386.819;;2.782.192;7.707.787;7.707.787;1.787.340;5.920.447
40065;SSG4;Ver. v. Chr. VO NO-Friesland;2013;;1.672.985;;;583.138;;5.056.150;3.187.169;1.476.943;;2.648.161;7.312.273;7.312.273;1.672.985;5.639.288
40068;SSG1;Stg. v. Chr. Mavo en Chr. BO;2009;;1.116.075;;;688.211;;13.371.919;7.032.058;3.307.239;;4.836.908;15.176.205;15.176.205;1.116.075;14.060.130
40068;SSG1;Stg. v. Chr. Mavo en Chr. BO;2010;;1.714.158;;;907.283;;3.010.974;3.591.704;446.026;;1.594.685;5.632.415;5.632.415;1.714.158;3.918.257
40068;SSG1;Stg. v. Chr. Mavo en Chr. BO;2011;;1.584.996;;;1.058.559;;2.163.494;2.826.978;476.304;;1.503.767;4.807.049;4.807.049;1.584.996;3.222.053
40068;SSG1;Stg. v. Chr. Mavo en Chr. BO;2012;;1.527.674;;;783.768;;2.748.357;3.036.269;537.905;;1.485.625;5.059.799;5.059.799;1.527.674;3.532.125
