SCHOOLJAAR;BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;PLAATSNAAM;PROVINCIE;ONDERWIJSTYPE VO;VAKCODE;AFKORTING VAKNAAM;VAKNAAM;SCHOOLEXAMEN BEOORDELING;TOTAAL AANTAL SCHOOLEXAMENS MET BEOORDELING;AANTAL SCHOOLEXAMENS MET BEOORDELING MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL SCHOOLEXAMENS MET CIJFER;GEM. CIJFER TOTAAL AANTAL SCHOOLEXAMENS;AANTAL SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER SCHOOLEXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;TOTAAL AANTAL CENTRALE EXAMENS;GEM. CIJFER TOTAAL AANTAL CENTRALE EXAMENS;AANTAL CENTRALE EXAMENS MEETELLEND VOOR DIPLOMA;GEM. CIJFER CENTRALE EXAMENS MET CIJFER MEETELLEND VOOR DIPLOMA;GEM. CIJFER CIJFERLIJST
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1002;entl;Engelse taal en literatuur;;0;0;73;6,8;73;6,8;73;6,1;73;6,1;6,4
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1003;fatl;Franse taal en literatuur;;0;0;11;7,1;11;7,1;11;7,0;11;7,0;7,2
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1004;dutl;Duitse taal en literatuur;;0;0;49;6,5;49;6,5;49;5,9;49;5,9;6,3
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1010;latl;Latijnse taal en literatuur;;0;0;6;7,8;6;7,8;6;7,4;6;7,4;7,7
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1011;grtl;Griekse taal en literatuur;;0;0;19;7,2;19;7,2;19;6,9;19;6,9;7,1
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1018;biol;biologie;;0;0;43;6,7;43;6,7;43;6,2;43;6,2;6,4
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1019;maat;maatschappijleer;;0;0;68;7,3;0;,0;0;,0;0;,0;7,3
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;G;31;31;0;,0;0;,0;0;,0;0;,0;,0
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;V;15;15;0;,0;0;,0;0;,0;0;,0;,0
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1021;ges;geschiedenis;;0;0;28;7,0;28;7,0;28;5,1;28;5,1;6,0
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1022;econ;economie;;0;0;31;6,3;31;6,3;31;5,9;31;5,9;6,1
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1023;nat;natuurkunde;;0;0;43;6,8;43;6,8;43;6,6;43;6,6;6,7
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1024;wisA;wiskunde A;;0;0;39;6,4;39;6,4;39;6,3;39;6,3;6,3
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1025;wisB;wiskunde B;;0;0;31;6,8;31;6,8;31;6,4;31;6,4;6,6
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1026;wisC;wiskunde C;;0;0;3;5,5;3;5,5;3;4,6;3;4,6;5,0
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1028;schk;scheikunde;;0;0;46;6,5;46;6,5;46;6,3;46;6,3;6,5
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1032;kudr;kunst (drama);;0;0;5;7,8;5;7,8;5;5,7;5;5,7;6,8
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1036;hndv;handvaardigheid;;0;0;7;7,5;7;7,5;7;6,6;7;6,6;7,1
2010;00AH;00;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;15;7,1;0;,0;0;,0;0;,0;7,1
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0131;ak;aardrijkskunde;;0;0;30;7,1;30;7,1;30;6,1;30;6,1;6,6
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0161;in;informatica;;0;0;4;8,2;0;,0;0;,0;0;,0;8,3
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0251;m&o;management en organisatie;;0;0;12;7,3;12;7,3;12;5,5;12;5,5;6,6
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0260;mu;muziek;;0;0;10;7,6;10;7,6;10;6,2;10;6,2;6,9
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0270;te;tekenen;;0;0;9;7,1;9;7,1;9;5,9;9;5,9;6,7
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0301;anw;algemene natuurwetenschappen;;0;0;60;7,2;0;,0;0;,0;0;,0;7,3
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0353;lo;lichamelijke opvoeding;G;48;48;0;,0;0;,0;0;,0;0;,0;,0
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0353;lo;lichamelijke opvoeding;V;14;14;0;,0;0;,0;0;,0;0;,0;,0
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;0371;kcv;klassieke culturele vorming;;0;0;9;7,3;0;,0;0;,0;0;,0;7,2
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;68;7,0;68;7,0;68;6,3;68;6,3;6,8
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1002;entl;Engelse taal en literatuur;;0;0;69;7,0;69;7,0;69;6,4;69;6,4;6,8
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1003;fatl;Franse taal en literatuur;;0;0;25;6,7;25;6,7;25;6,2;25;6,2;6,4
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1004;dutl;Duitse taal en literatuur;;0;0;50;6,9;50;6,9;50;6,2;50;6,2;6,6
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1010;latl;Latijnse taal en literatuur;;0;0;9;6,3;9;6,3;9;7,1;9;7,1;6,6
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1018;biol;biologie;;0;0;39;6,6;39;6,6;39;6,8;39;6,8;6,8
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1019;maat;maatschappijleer;;0;0;60;7,9;0;,0;0;,0;0;,0;7,9
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;G;34;34;0;,0;0;,0;0;,0;0;,0;,0
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1020;ckv;culturele en kunstzinnige vorming;V;17;17;0;,0;0;,0;0;,0;0;,0;,0
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1021;ges;geschiedenis;;0;0;31;7,0;31;7,0;31;5,5;31;5,5;6,2
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1022;econ;economie;;0;0;36;6,7;36;6,7;36;6,2;36;6,2;6,6
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1023;nat;natuurkunde;;0;0;32;7,1;32;7,1;32;6,4;32;6,4;6,8
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1024;wisA;wiskunde A;;0;0;27;6,2;27;6,2;27;5,9;27;5,9;6,1
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1025;wisB;wiskunde B;;0;0;39;6,6;39;6,6;39;6,5;39;6,5;6,6
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1026;wisC;wiskunde C;;0;0;2;5,9;2;5,9;2;5,9;2;5,9;6,0
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1027;wisD;wiskunde D;;0;0;3;7,9;0;,0;0;,0;0;,0;8,0
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1028;schk;scheikunde;;0;0;40;6,5;40;6,5;40;6,9;40;6,9;6,7
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1034;maw;maatschappijwetenschappen;;0;0;21;7,1;21;7,1;21;4,4;21;4,4;5,8
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1035;nlt;natuur, leven en technologie;;0;0;8;7,4;0;,0;0;,0;0;,0;7,5
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1036;hndv;handvaardigheid;;0;0;6;7,6;6;7,6;6;6,2;6;6,2;7,0
2010;00AH;07;Opb SGM t Stedelijk Lyceum;0153;ENSCHEDE;ENSCHEDE;Overijssel;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;15;8,1;0;,0;0;,0;0;,0;8,2
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0131;ak;aardrijkskunde;;0;0;6;6,6;6;6,6;6;5,8;6;5,8;6,5
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0161;in;informatica;;0;0;4;7,8;0;,0;0;,0;0;,0;7,8
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0251;m&o;management en organisatie;;0;0;26;7,0;26;7,0;26;6,9;26;6,9;7,0
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0301;anw;algemene natuurwetenschappen;;0;0;41;7,2;0;,0;0;,0;0;,0;7,2
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0353;lo;lichamelijke opvoeding;G;29;29;0;,0;0;,0;0;,0;0;,0;,0
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0353;lo;lichamelijke opvoeding;V;14;14;0;,0;0;,0;0;,0;0;,0;,0
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;0371;kcv;klassieke culturele vorming;;0;0;17;8,2;0;,0;0;,0;0;,0;8,2
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;43;7,3;43;7,3;43;6,9;43;6,9;7,1
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1002;entl;Engelse taal en literatuur;;0;0;43;6,8;43;6,8;43;6,6;43;6,6;6,7
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1003;fatl;Franse taal en literatuur;;0;0;15;6,5;15;6,5;15;7,0;15;7,0;6,7
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;25;7,2;25;7,2;25;7,1;25;7,1;7,2
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1010;latl;Latijnse taal en literatuur;;0;0;14;7,1;14;7,1;14;6,9;14;6,9;6,9
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1011;grtl;Griekse taal en literatuur;;0;0;2;8,1;2;8,1;2;8,6;2;8,6;8,5
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1018;biol;biologie;;0;0;20;6,7;20;6,7;20;6,9;20;6,9;6,9
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1019;maat;maatschappijleer;;0;0;41;7,2;0;,0;0;,0;0;,0;7,2
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;23;23;0;,0;0;,0;0;,0;0;,0;,0
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;1;1;0;,0;0;,0;0;,0;0;,0;,0
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1021;ges;geschiedenis;;0;0;20;6,9;20;6,9;20;6,4;20;6,4;6,8
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1022;econ;economie;;0;0;25;6,8;25;6,8;25;6,9;25;6,9;6,9
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1023;nat;natuurkunde;;0;0;25;7,3;25;7,3;25;6,8;25;6,8;7,2
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1024;wisA;wiskunde A;;0;0;14;7,1;14;7,1;14;7,4;14;7,4;7,3
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1025;wisB;wiskunde B;;0;0;27;6,9;27;6,9;27;6,7;27;6,7;6,9
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1026;wisC;wiskunde C;;0;0;2;5,3;2;5,3;2;6,1;2;6,1;6,0
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1028;schk;scheikunde;;0;0;23;7,5;23;7,5;23;7,3;23;7,3;7,4
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1030;kubv;kunst (beeldende vormgeving);;0;0;4;7,7;4;7,7;4;7,4;4;7,4;7,8
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1031;kumu;kunst (muziek);;0;0;2;7,3;2;7,3;2;7,6;2;7,6;7,5
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1035;nlt;natuur, leven en technologie;;0;0;11;7,5;0;,0;0;,0;0;,0;7,5
2010;00AQ;00;Zwin College SGM;1714;SLUIS;OOSTBURG;Zeeland;VWO;1038;bsm;bewegen, sport en maatschappij;;0;0;7;7,7;0;,0;0;,0;0;,0;7,7
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0131;ak;aardrijkskunde;;0;0;8;6,1;8;6,1;8;6,0;8;6,0;6,3
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0251;m&o;management en organisatie;;0;0;12;6,8;12;6,8;12;6,3;12;6,3;6,6
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0270;te;tekenen;;0;0;9;6,7;9;6,7;9;6,5;9;6,5;6,6
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0301;anw;algemene natuurwetenschappen;;0;0;57;6,8;0;,0;0;,0;0;,0;6,9
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;G;53;53;0;,0;0;,0;0;,0;0;,0;,0
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0353;lo;lichamelijke opvoeding;V;5;5;0;,0;0;,0;0;,0;0;,0;,0
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;0371;kcv;klassieke culturele vorming;;0;0;29;7,4;0;,0;0;,0;0;,0;7,5
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1001;netl;Nederlandse taal en literatuur;;0;0;58;6,5;58;6,5;58;6,0;58;6,0;6,3
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1002;entl;Engelse taal en literatuur;;0;0;58;6,9;58;6,9;58;6,0;58;6,0;6,6
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1003;fatl;Franse taal en literatuur;;0;0;23;6,5;23;6,5;23;6,5;23;6,5;6,6
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1004;dutl;Duitse taal en literatuur;;0;0;27;7,0;27;7,0;27;5,1;27;5,1;6,1
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1010;latl;Latijnse taal en literatuur;;0;0;22;7,2;22;7,2;22;5,8;22;5,8;6,5
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1018;biol;biologie;;0;0;31;6,6;31;6,6;31;7,0;31;7,0;6,7
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1019;maat;maatschappijleer;;0;0;57;6,4;0;,0;0;,0;0;,0;6,4
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;20;20;0;,0;0;,0;0;,0;0;,0;,0
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;8;8;0;,0;0;,0;0;,0;0;,0;,0
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1021;ges;geschiedenis;;0;0;25;6,9;25;6,9;25;6,2;25;6,2;6,6
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1022;econ;economie;;0;0;39;6,4;39;6,4;39;6,6;39;6,6;6,4
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1023;nat;natuurkunde;;0;0;31;6,5;31;6,5;31;6,6;31;6,6;6,5
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1024;wisA;wiskunde A;;0;0;35;6,9;35;6,9;35;6,0;35;6,0;6,5
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1025;wisB;wiskunde B;;0;0;21;6,3;21;6,3;21;6,4;21;6,4;6,4
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1026;wisC;wiskunde C;;0;0;2;5,8;2;5,8;2;6,0;2;6,0;6,0
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1028;schk;scheikunde;;0;0;33;5,9;33;5,9;33;6,4;33;6,4;6,3
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1034;maw;maatschappijwetenschappen;;0;0;16;6,7;16;6,7;16;5,3;16;5,3;6,0
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1035;nlt;natuur, leven en technologie;;0;0;8;6,9;0;,0;0;,0;0;,0;6,8
2010;00BD;00;Coenecoop College;0627;WADDINXVEEN;WADDINXVEEN;Zuid-Holland;VWO;1036;hndv;handvaardigheid;;0;0;15;7,1;15;7,1;15;6,5;15;6,5;6,8
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0131;ak;aardrijkskunde;;0;0;11;6,6;11;6,6;11;5,8;11;5,8;6,3
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0301;anw;algemene natuurwetenschappen;;0;0;27;7,4;0;,0;0;,0;0;,0;7,5
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0353;lo;lichamelijke opvoeding;G;11;11;0;,0;0;,0;0;,0;0;,0;,0
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;0353;lo;lichamelijke opvoeding;V;16;16;0;,0;0;,0;0;,0;0;,0;,0
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1018;biol;biologie;;0;0;13;7,2;13;7,2;13;6,8;13;6,8;7,0
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1019;maat;maatschappijleer;;0;0;27;6,9;0;,0;0;,0;0;,0;7,0
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1020;ckv;culturele en kunstzinnige vorming;G;20;20;0;,0;0;,0;0;,0;0;,0;,0
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1020;ckv;culturele en kunstzinnige vorming;V;7;7;0;,0;0;,0;0;,0;0;,0;,0
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1021;ges;geschiedenis;;0;0;14;7,4;14;7,4;14;7,3;14;7,3;7,3
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1022;econ;economie;;0;0;14;7,0;14;7,0;14;6,7;14;6,7;6,9
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1023;nat;natuurkunde;;0;0;11;6,7;11;6,7;11;6,7;11;6,7;6,9
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1024;wisA;wiskunde A;;0;0;10;7,2;10;7,2;10;7,4;10;7,4;7,4
2010;00CB;00;SGM VO Vrije Schoolond;0268;NIJMEGEN;NIJMEGEN;Gelderland;VWO;1025;wisB;wiskunde B;;0;0;17;6,6;17;6,6;17;5,9;17;5,9;6,3
