BEVOEGD GEZAG NUMMER;BEVOEGD GEZAG NAAM;GROEPERING;FUNCTIECATEGORIE;FUNCTIE;VOORZITTER;INGANSDATUM DIENSTVERBAND;EINDDATUM DIENSTVERBAND;OMVANG DIENSTVERBAND IN FTE;BELONING;BELASTBARE VASTE EN VARIABELE ONKOSTENVERGOEDING;VOORZIENING T.B.V. BELONING BETAAL OP TERMIJN;UITKERINGEN WEGENS BEËINDIGING V/H DIENSTVERBAND;MOTIVATIE OVERSCHRIJDING
41429;Stichting Ichthus College;SSG5;Toezichthouders;Voorzitter Raad van Toezicht;J;12-9-2009;;;8.000;;;;
41429;Stichting Ichthus College;SSG5;Bestuurders;lid College van Bestuur;N;1-1-1996;30-4-2013;;39.903;144;6.296;31.871;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;12-9-2009;;;9.075;;;;
41429;Stichting Ichthus College;SSG5;Bestuurders;lid College van Bestuur;N;1-1-2005;;;111.141;354;19.403;;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;12-9-2009;;;5.750;;;;
41429;Stichting Ichthus College;SSG5;Bestuurders;lid College van Bestuur;N;1-1-2005;;;108.915;800;19.403;;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;12-9-2009;30-6-2013;;1.500;;;;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;12-9-2009;30-6-2013;;4.750;;;;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;1.917;;;;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;1.917;;;;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;1.917;;;;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;1.583;;;;
41429;Stichting Ichthus College;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;4.750;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Bestuurders;voorzitter College van Bestuur;J;1-1-1996;;1,00;117.364;;21.005;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;Voorzitter Raad van Toezicht;J;12-9-2009;;;8.000;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Bestuurders;lid College van Bestuur;N;1-1-1996;30-4-2013;1,00;39.903;144;6.296;31.871;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;12-9-2009;;;9.075;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Bestuurders;lid College van Bestuur;N;1-1-2005;;1,00;111.141;354;19.403;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;12-9-2009;;;5.750;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Bestuurders;lid college van Bestuur;N;1-1-2005;;1,00;108.915;800;19.403;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;12-9-2009;30-6-2013;;1.500;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;12-9-2009;30-6-2013;;4.750;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;4.750;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;1.917;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;1.917;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;1.917;;;;
41430;Stg. Agnieten College/De Boog;SSG5;Toezichthouders;lid Raad van Toezicht;N;1-9-2013;;;1.583;;;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Bestuurders;Voorzitter College van Bestuur;J;1-5-2010;;1,00;124.885;5.852;24.476;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Toezichthouders;Voorzitter RvT;J;1-4-2009;22-2-2013;;580;;;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Toezichthouders;Voorzitter RvT;J;1-8-2013;;;2.083;;;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Toezichthouders;Lid RvT;N;1-4-2009;;;3.000;;;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Toezichthouders;Lid RvT;N;1-4-2009;;;3.000;;;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Toezichthouders;Lid RvT;N;1-4-2009;6-12-2013;;3.000;;;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Toezichthouders;Lid RvT;N;1-1-2011;;;3.000;;;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Toezichthouders;Lid RvT;N;1-1-2011;;;3.000;;;;
41440;Stg. Over-en Midden-Betuwe;SSG4;Toezichthouders;Lid RvT;N;1-8-2013;;;1.250;;;;
41442;Stichting RSG Magister Alvinus;SSG4;Bestuurders;Voorzitter;J;1-7-2012;1-5-2013;1,00;28.741;;11.914;;
41442;Stichting RSG Magister Alvinus;SSG4;Bestuurders;Voorzitter;J;1-5-2013;;1,00;59.514;;12.640;;
41442;Stichting RSG Magister Alvinus;SSG4;Bestuurders;Lid;N;1-4-1978;;1,00;64.933;228;5.957;;
41442;Stichting RSG Magister Alvinus;SSG4;Interim Bestuurder;Interim manager;N;17-1-2012;1-5-2013;0,40;32.545;;;;
41442;Stichting RSG Magister Alvinus;SSG4;Toezichthouders;Lid;N;1-1-2012;;;1.800;;;;
41442;Stichting RSG Magister Alvinus;SSG4;Toezichthouders;Voorzitter;J;1-8-2009;;;3.000;;;;
41442;Stichting RSG Magister Alvinus;SSG4;Toezichthouders;Lid;N;1-8-2008;;;1.800;;;;
41442;Stichting RSG Magister Alvinus;SSG4;Toezichthouders;Lid;N;1-8-2008;;;1.800;;;;
41442;Stichting RSG Magister Alvinus;SSG4;Toezichthouders;Lid;N;1-8-2011;;;1.800;;;;
41466;Stg. voor Prakt.onderwijs-OPDC;SSG1;Bestuurders;Bestuur;J;5-7-2004;31-12-2013;;;;;;
41466;Stg. voor Prakt.onderwijs-OPDC;SSG1;Bestuurders;Bestuur;N;1-9-2011;;;;;;;
41466;Stg. voor Prakt.onderwijs-OPDC;SSG1;Bestuurders;Bestuur;N;1-7-2012;;;;;;;
41466;Stg. voor Prakt.onderwijs-OPDC;SSG1;Bestuurders;Bestuur;N;1-4-2013;;;49.357;;8.791;;
41475;NUOVO;SSG5;Bestuurders;Voorzitter College van Bestuur;J;1-2-2013;;1,00;103.400;1.200;18.100;;
41475;NUOVO;SSG5;Interim Bestuurder;Interim bestuurder;J;19-11-2012;31-1-2013;;12.000;;;;
41475;NUOVO;SSG5;Toezichthouders;Voorzitter Raad van Toezicht;J;1-1-2008;1-1-2014;;6.500;;;;
41475;NUOVO;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-8-2009;;;5.400;;;;
41475;NUOVO;SSG5;Toezichthouders;Lid Raad van Toezicht;N;2-3-2009;;;4.800;;;;
41475;NUOVO;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-8-2012;;;3.500;;;;
41475;NUOVO;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-1-2013;;;3.500;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Bestuurders;Algemeen Bestuur;N;;;;;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Toezichthouders;Raad van Toezicht;N;;;;;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Bestuurders;Algemeen Bestuur;J;;;;;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Toezichthouders;Raad van Toezicht;N;;;;;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Bestuurders;Algemeen Bestuur;N;;;;;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Toezichthouders;Raad van Toezicht;N;;;;;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Bestuurders;Algemeen Bestuur;N;;;;;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Bestuurders;Algemeen Bestuur;N;;;;;;;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Bestuurders;Coördinator Samenwerkingsverband VO West-Friesland;N;1-8-2006;;0,90;105.647;;15.849;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Bestuurders;Locatiedirecteur Praktijkschool Hoorn;N;1-8-2006;;1,00;116.590;;16.392;;
41482;Stg. Samenw.verb. VO W-Friesl.;SSG1;Bestuurders;Locatiedirecteur Praktijkschool Stede Broec;N;1-8-2006;;1,00;94.985;;13.020;;
41490;Stg. O.V.O. Ooststellingwerf;SSG4;Bestuurders;Directeur;N;1-1-2005;;1,00;81.533;1.921;;;
41490;Stg. O.V.O. Ooststellingwerf;SSG4;Toezichthouders;Voorzitter;J;;;;4.370;;;;
41490;Stg. O.V.O. Ooststellingwerf;SSG4;Toezichthouders;Vice voorzitter;N;;;;3.278;;;;
41490;Stg. O.V.O. Ooststellingwerf;SSG4;Toezichthouders;Lid;N;;;;2.185;;;;
41490;Stg. O.V.O. Ooststellingwerf;SSG4;Toezichthouders;Lid;N;;;;2.185;;;;
41490;Stg. O.V.O. Ooststellingwerf;SSG4;Toezichthouders;Lid;N;;;;2.185;;;;
41509;Stichting Hondsrug College;SSG4;Bestuurders;Rector;N;1-8-2007;;1,00;95.257;7.350;26.801;;
41509;Stichting Hondsrug College;SSG4;Toezichthouders;Voorzitter;J;7-1-2011;;;6.679;;;;
41509;Stichting Hondsrug College;SSG4;Toezichthouders;Lid Raad van Toezicht;N;7-1-2011;;;5.052;;;;
41509;Stichting Hondsrug College;SSG4;Toezichthouders;Lid Raad van Toezicht;N;7-1-2011;;;4.217;;;;
41509;Stichting Hondsrug College;SSG4;Toezichthouders;Lid Raad van Toezicht;N;7-1-2011;;;2.760;;;;
41509;Stichting Hondsrug College;SSG4;Toezichthouders;Lid Raad van Toezicht;N;7-1-2011;;;3.340;;;;
41512;Stg. Stedelijk VO Zoetermeer;SSG5;Bestuurders;Voorzitter College van Bestuur;N;1-1-2010;;1,00;114.409;1.359;20.285;;
41512;Stg. Stedelijk VO Zoetermeer;SSG5;Toezichthouders;Voorzitter RvT;J;1-8-2011;1-8-2019;;2.381;;;;
41512;Stg. Stedelijk VO Zoetermeer;SSG5;Toezichthouders;Lid RvT;N;1-8-2011;1-8-2018;;2.381;;;;
41512;Stg. Stedelijk VO Zoetermeer;SSG5;Toezichthouders;Lid RvT;N;1-8-2011;1-8-2019;;2.381;;;;
41512;Stg. Stedelijk VO Zoetermeer;SSG5;Toezichthouders;Lid RvT;N;1-8-2011;1-8-2019;;2.381;;;;
41512;Stg. Stedelijk VO Zoetermeer;SSG5;Toezichthouders;Lid RvT;N;1-2-2012;1-8-2017;;1.500;;;;
41512;Stg. Stedelijk VO Zoetermeer;SSG5;Toezichthouders;Lid RvT;N;1-2-2012;1-8-2018;;2.381;;;;
41512;Stg. Stedelijk VO Zoetermeer;SSG5;Toezichthouders;Lid RvT;N;1-1-2013;1-8-2018;;2.381;;;;
41513;Stg. Johan de Witt-gymnasium;SSG2;Toezichthouders;RvT voorzitter;J;;;;4.194;;;;
41513;Stg. Johan de Witt-gymnasium;SSG2;Toezichthouders;RvT Lid;N;;;;2.311;;;;
41513;Stg. Johan de Witt-gymnasium;SSG2;Toezichthouders;RvT Lid;N;;;;2.311;;;;
41513;Stg. Johan de Witt-gymnasium;SSG2;Toezichthouders;RvT Lid;N;;;;2.796;;;;
41513;Stg. Johan de Witt-gymnasium;SSG2;Toezichthouders;RvT Lid;N;;;;2.563;;;;
41525;STOVOG;SSG5;Bestuurders;Bestuurder;N;1-8-2011;;1,00;90.314;15.970;;;
41525;STOVOG;SSG5;Toezichthouders;Voorzitter;J;;;;1.000;;;;
41525;STOVOG;SSG5;Bestuurders;Bestuurder;N;1-8-2011;;1,00;82.255;8.504;;;
41525;STOVOG;SSG5;Toezichthouders;Commissaris;N;;;;750;;;;
41525;STOVOG;SSG5;Bestuurders;Bestuurder;N;1-8-2011;;1,00;82.255;13.531;;;
41525;STOVOG;SSG5;Toezichthouders;Commissaris;N;;;;;;;;
41525;STOVOG;SSG5;Bestuurders;Bestuurder;N;1-8-2011;;1,00;82.255;12.005;;;
41525;STOVOG;SSG5;Toezichthouders;Commissaris;N;;;;;;;;
41525;STOVOG;SSG5;Toezichthouders;Commissaris;N;;;;375;;;;
41525;STOVOG;SSG5;Toezichthouders;Commissaris;N;;;;375;;;;
41529;Stg. Prakt.onderw. Emmen e.o.;SSG1;Bestuurders;Directeur/bestuurder;;11-11-2013;;1,00;76.102;3.964;16.273;;
41529;Stg. Prakt.onderw. Emmen e.o.;SSG1;Toezichthouders;Raad van Toezicht vrijwillig;;;;;;;;;
41529;Stg. Prakt.onderw. Emmen e.o.;SSG1;Toezichthouders;Raad van Toezicht vrijwillig;;;;;;;;;
41529;Stg. Prakt.onderw. Emmen e.o.;SSG1;Toezichthouders;Raad van Toezicht vrijwillig;;;;;;;;;
41529;Stg. Prakt.onderw. Emmen e.o.;SSG1;Toezichthouders;Raad van Toezicht vrijwillig;;;;;;;;;
41529;Stg. Prakt.onderw. Emmen e.o.;SSG1;Toezichthouders;Raad van Toezicht vrijwillig;;;;;;;;;
41537;Stg. Openb. V.g. Ond. Alphen;SSG4;Bestuurders;Voorzitter CvB;J;1-1-2011;;1,00;142.549;;;;
41537;Stg. Openb. V.g. Ond. Alphen;SSG4;Toezichthouders;Voorzitter RvT;J;1-8-2007;;;5.100;;;;
41537;Stg. Openb. V.g. Ond. Alphen;SSG4;Bestuurders;Lid CvB;N;1-8-1980;;1,00;125.793;;;;
41537;Stg. Openb. V.g. Ond. Alphen;SSG4;Toezichthouders;Secretaris RvT;N;1-8-2007;;;2.700;;;;
41537;Stg. Openb. V.g. Ond. Alphen;SSG4;Toezichthouders;Lid RvT;N;1-8-2007;;;2.700;;;;
41537;Stg. Openb. V.g. Ond. Alphen;SSG4;Toezichthouders;Lid RvT;N;30-6-2010;;;2.700;;;;
41537;Stg. Openb. V.g. Ond. Alphen;SSG4;Toezichthouders;Lid RvT;N;1-8-2007;;;2.700;;;;
41555;Stichting RSG ''t Rijks';SSG3;Bestuurders;rector/bestuurder;N;1-8-2002;;1,00;100.169;519;17.474;;
41556;Stg. Spinoza Lyceum Amsterdam;SSG3;Toezichthouders;Voorzitter;J;;;;;3.000;;;
41556;Stg. Spinoza Lyceum Amsterdam;SSG3;Toezichthouders;Secretaris;N;;;;;2.000;;;
41556;Stg. Spinoza Lyceum Amsterdam;SSG3;Toezichthouders;Penningmeester;N;;;;;2.364;;;
41556;Stg. Spinoza Lyceum Amsterdam;SSG3;Toezichthouders;Algemeen lid;N;;;;;1.826;;;
41556;Stg. Spinoza Lyceum Amsterdam;SSG3;Toezichthouders;Algemeen lid;N;;;;;1.800;;;
41568;Stichting OSVS;SSG5;Bestuurders;Bestuurder;J;1-1-2012;;1,00;93.194;2.160;;;
41568;Stichting OSVS;SSG5;Toezichthouders;Voorzitter;J;;;;2.908;;;;
41568;Stichting OSVS;SSG5;Toezichthouders;Commissaris;N;;;;1.500;;;;
41568;Stichting OSVS;SSG5;Toezichthouders;Commissaris;N;;;;1.500;;;;
41568;Stichting OSVS;SSG5;Toezichthouders;Commissaris;N;;;;1.500;;;;
41568;Stichting OSVS;SSG5;Toezichthouders;Commissaris;N;;;;1.500;;;;
41581;Stichting OVOZ;SSG5;Bestuurders;CvB;J;1-11-2008;;1,00;123.864;;;;
41581;Stichting OVOZ;SSG5;Interim Bestuurder;CvB;N;1-10-2012;31-1-2013;;15.972;739;;;
41581;Stichting OVOZ;SSG5;Toezichthouders;Voorzitter;J;14-3-2013;14-3-2017;;5.647;722;;;
41581;Stichting OVOZ;SSG5;Andere functionarissen;Hoofd ondersteunende dienst;;1-12-2008;30-6-2013;1,00;34.748;;;154.157;Afweging van belangen
41581;Stichting OVOZ;SSG5;Bestuurders;CvB;N;1-2-2013;;1,00;113.217;;;;
41581;Stichting OVOZ;SSG5;Toezichthouders;Wnm. voorzitter;J;1-1-2009;14-3-2013;;867;;;;
41581;Stichting OVOZ;SSG5;Toezichthouders;gewoon lid;N;14-3-2013;14-3-2017;;4.033;34;;;
41581;Stichting OVOZ;SSG5;Toezichthouders;Lid RvT - Audit;N;1-6-2013;1-6-2017;;1.815;;;;
41581;Stichting OVOZ;SSG5;Toezichthouders;gewoon lid;N;1-8-2010;1-8-2014;;2.887;;;;
41581;Stichting OVOZ;SSG5;Toezichthouders;Lid RvT - Audit;N;1-7-2010;1-7-2014;;6.076;;;;
41585;Stichting De Meerwaarde;SSG1;Bestuurders;Voorzitter college van bestuur;J;1-8-2005;;1,00;98.005;;18.067;;
41585;Stichting De Meerwaarde;SSG1;Toezichthouders;Toezichthouder;J;24-10-2011;31-7-2014;;2.917;;;;
41585;Stichting De Meerwaarde;SSG1;Toezichthouders;Toezichthouder;N;24-10-2011;;;4.000;;;;
41585;Stichting De Meerwaarde;SSG1;Toezichthouders;Toezichthouder;J;24-10-2011;;;4.417;;;;
41585;Stichting De Meerwaarde;SSG1;Toezichthouders;Toezichthouder;J;24-10-2011;;;4.000;;;;
41585;Stichting De Meerwaarde;SSG1;Toezichthouders;Toezichthouder;J;24-10-2011;;;4.000;;;;
41585;Stichting De Meerwaarde;SSG1;Toezichthouders;Toezichthouder;J;1-7-2013;;;2.000;;;;
41587;SOVOR;SSG3;Bestuurders;Bestuurder;N;24-10-2005;;1,00;106.987;;18.031;;
41587;SOVOR;SSG3;Toezichthouders;Raad van Toezicht;J;;;;5.765;;;;
41587;SOVOR;SSG3;Toezichthouders;Raad van Toezicht;N;;;;5.000;;;;
41587;SOVOR;SSG3;Toezichthouders;Raad van Toezicht;N;;;;5.068;;;;
41587;SOVOR;SSG3;Toezichthouders;Raad van Toezicht;N;;;;5.250;;;;
41587;SOVOR;SSG3;Toezichthouders;Raad van Toezicht;N;;;;5.027;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Bestuurders;Bestuurder;N;1-1-2013;;1,00;119.395;1.200;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Voorzitter;J;1-8-2011;31-7-2013;;4.623;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Lid;N;1-8-2011;;;4.475;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Lid;N;1-8-2011;31-7-2013;;2.610;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Voorzitter;J;1-8-2013;;;3.302;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Vice-voorzitter;N;1-8-2011;;;5.500;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Lid;N;1-8-2011;31-7-2013;;2.610;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Lid;N;1-8-2011;;;4.475;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Lid;N;1-8-2013;;;1.865;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Lid;N;1-8-2011;31-7-2013;;2.610;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Lid;N;1-8-2013;;;1.865;;;;
41594;St.Galilëi,O.V.O.Voorne-Putten;SSG5;Toezichthouders;Lid;N;1-8-2013;;;1.865;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Bestuurders;College van bestuur;N;1-8-2007;;1,00;99.433;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Toezichthouders;Raad van Toezicht;J;1-5-2005;;;3.000;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Bestuurders;College van bestuur;N;1-2-2008;;1,00;97.525;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Toezichthouders;Raad van Toezicht;N;1-11-2005;;;1.500;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Toezichthouders;Raad van Toezicht;N;1-6-2003;30-6-2013;;750;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Toezichthouders;Raad van Toezicht;N;1-9-2007;;;1.500;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Toezichthouders;Raad van Toezicht;N;1-1-2008;31-1-2013;;125;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Toezichthouders;Raad van Toezicht;N;1-10-2013;;;250;;;;
41623;Stg. Openb. Voortgez. Onderw.;SSG3;Toezichthouders;Raad van Toezicht;N;1-10-2013;;;250;;;;
41636;Stg. Onderwijsgroep ZW-Drenthe;SSG5;Bestuurders;Bestuurder;N;1-8-2006;;1,00;114.030;1.458;20.075;;
41636;Stg. Onderwijsgroep ZW-Drenthe;SSG5;Toezichthouders;Voorzitter;J;;;;4.900;;;;
41636;Stg. Onderwijsgroep ZW-Drenthe;SSG5;Toezichthouders;Lid;N;;;;2.450;;;;
41636;Stg. Onderwijsgroep ZW-Drenthe;SSG5;Toezichthouders;Lid;N;;;;2.450;;;;
41636;Stg. Onderwijsgroep ZW-Drenthe;SSG5;Toezichthouders;Lid;N;;;;2.400;;;;
41636;Stg. Onderwijsgroep ZW-Drenthe;SSG5;Toezichthouders;Lid;N;;;;2.450;;;;
41636;Stg. Onderwijsgroep ZW-Drenthe;SSG5;Toezichthouders;Lid;N;;;;2.450;;;;
41652;Stg. Openb. Voortgez. Onderw.;SSG4;Bestuurders;Voorzitter College van Bestuur;N;1-8-2011;;1,00;85.549;10.759;14.595;;
41652;Stg. Openb. Voortgez. Onderw.;SSG4;Toezichthouders;Voorzitter;J;1-1-2011;;;1.000;;;;
41652;Stg. Openb. Voortgez. Onderw.;SSG4;Bestuurders;Lid van College van Bestuur;N;1-8-2011;;1,00;80.346;8.840;14.126;;
41652;Stg. Openb. Voortgez. Onderw.;SSG4;Toezichthouders;Secretaris;N;1-4-2012;;;500;;;;
41652;Stg. Openb. Voortgez. Onderw.;SSG4;Toezichthouders;Lid;N;1-1-2011;;;500;;;;
41652;Stg. Openb. Voortgez. Onderw.;SSG4;Toezichthouders;Lid;N;1-1-2011;;;500;;;;
41652;Stg. Openb. Voortgez. Onderw.;SSG4;Toezichthouders;Lid;N;7-3-2013;;;375;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Bestuurders;Voorzitter Centrale Directie;J;;;1,00;128.000;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Toezichthouders;voorzitter;J;1-1-2013;31-12-2013;;6.000;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Bestuurders;Lid Centrale Directie;N;;;1,00;114.000;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Toezichthouders;secretaris;N;1-1-2013;31-12-2013;;4.000;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Toezichthouders;penningmeester;N;1-1-2013;31-7-2013;;2.333;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Toezichthouders;penningmeester;N;1-8-2013;31-12-2013;;1.667;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Toezichthouders;lid;N;1-1-2013;31-12-2013;;3.000;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Toezichthouders;lid;N;1-1-2013;31-12-2013;;3.000;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Toezichthouders;lid;N;1-1-2013;31-12-2013;;3.000;;;;
41659;Stg. Voortg. Onderw. Lelystad;SSG4;Toezichthouders;lid;N;1-1-2013;31-8-2013;;1.750;;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Bestuurders;College van Bestuur;J;1-8-1986;;1,00;140.392;;24.694;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;1-1-2010;1-1-2018;;3.000;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Bestuurders;College van Bestuur;N;1-1-2013;;1,00;129.516;;4.384;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;1-4-2007;1-4-2015;;3.000;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Bestuurders;College van Bestuur;N;1-8-1981;1-1-2014;0,95;121.134;;21.377;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;1-1-2010;1-1-2018;;3.000;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Bestuurders;College van Bestuur;J;1-8-1986;;1,00;140.392;;24.694;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;11-10-2010;11-10-2014;;3.000;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Bestuurders;College van Bestuur;N;1-1-2013;;1,00;129.516;;4.384;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;12-10-2011;12-10-2015;;3.000;;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Bestuurders;College van Bestuur;N;1-8-1981;1-1-2014;0,95;121.134;;21.377;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;J;1-4-2007;1-4-2015;;4.500;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;1-4-2007;14-6-2014;;3.000;;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;1-1-2010;1-1-2018;;3.000;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;1-4-2007;1-4-2015;;3.000;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;1-1-2010;1-1-2018;;3.000;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;11-10-2010;11-10-2014;;3.000;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;12-10-2011;12-10-2015;;3.000;;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;J;1-4-2007;1-4-2015;;4.500;2.000;;;
41664;Stg. Dunamare Onderwijsgroep;SSG5;Toezichthouders;Raad van Toezicht;N;1-4-2007;14-6-2014;;3.000;;;;
41667;Stichting OZHW;SSG4;Bestuurders;Voorzitter College van Bestuur;J;1-10-2007;;1,00;101.546;;17.429;;
41667;Stichting OZHW;SSG4;Toezichthouders;Voorzitter Raad van Toezicht;J;;;;7.500;;;;
41667;Stichting OZHW;SSG4;Bestuurders;Lid College van Bestuur;N;1-1-2011;;1,00;120.883;;19.590;;
41667;Stichting OZHW;SSG4;Toezichthouders;Lid Raad van Toezicht;N;;;;4.000;;;;
41667;Stichting OZHW;SSG4;Bestuurders;Lid College van Bestuur;N;10-12-2013;;0,90;5.582;;;;
41667;Stichting OZHW;SSG4;Toezichthouders;Vice-voorzitter/Secretaris Raad van Toezicht;N;;;;5.000;;;;
41667;Stichting OZHW;SSG4;Toezichthouders;Lid Raad van Toezicht;N;;;;4.000;;;;
41667;Stichting OZHW;SSG4;Toezichthouders;Lid Raad van Toezicht;N;;;;2.000;;;;
41737;Stg. OVO Coevorden, Hardenberg;SSG4;Bestuurders;Bestuurder;N;1-1-2010;1-10-2013;0,50;41.107;;8.570;;
