BEVOEGD GEZAG NUMMER;BEVOEGD GEZAG NAAM;GROEPERING;FUNCTIECATEGORIE;FUNCTIE;VOORZITTER;INGANSDATUM DIENSTVERBAND;EINDDATUM DIENSTVERBAND;OMVANG DIENSTVERBAND IN FTE;BELONING;BELASTBARE VASTE EN VARIABELE ONKOSTENVERGOEDING;VOORZIENING T.B.V. BELONING BETAAL OP TERMIJN;UITKERINGEN WEGENS BEËINDIGING V/H DIENSTVERBAND;MOTIVATIE OVERSCHRIJDING
40065;Ver. Chr. Voortgezet Onderwijs;SSG4;Bestuurders;Directeur bestuurder;N;1-8-2006;31-12-2013;1,00;111.330;829;17.754;75.000;
40065;Ver. Chr. Voortgezet Onderwijs;SSG4;Toezichthouders;Voorzitter;J;1-8-2005;;;275;;;;
40065;Ver. Chr. Voortgezet Onderwijs;SSG4;Toezichthouders;Secretaris;N;1-8-2009;;;250;;;;
40065;Ver. Chr. Voortgezet Onderwijs;SSG4;Toezichthouders;Penningmeester;N;1-8-2010;;;225;;;;
40065;Ver. Chr. Voortgezet Onderwijs;SSG4;Toezichthouders;Algemeen Bestuurslid;N;1-8-2012;;;150;;;;
40065;Ver. Chr. Voortgezet Onderwijs;SSG4;Toezichthouders;Algemeen Bestuurslid;N;1-8-2012;;;300;;;;
90897;Inspecteur Boelensschool;SSG1;Bestuurders;Directeur bestuurder;N;1-8-2006;31-12-2013;1,00;111.330;829;17.754;75.000;
90897;Inspecteur Boelensschool;SSG1;Toezichthouders;Voorzitter;J;4-8-2005;;;275;;;;
90897;Inspecteur Boelensschool;SSG1;Bestuurders;Directeur;N;1-8-2010;;1,00;95.169;1.428;14.913;;
90897;Inspecteur Boelensschool;SSG1;Toezichthouders;Secretaris;N;1-8-2009;;;250;;;;
90897;Inspecteur Boelensschool;SSG1;Toezichthouders;Penningmeester;N;1-8-2010;;;225;;;;
90897;Inspecteur Boelensschool;SSG1;Toezichthouders;Algemeen Bestuurslid;N;1-8-2012;;;150;;;;
90897;Inspecteur Boelensschool;SSG1;Toezichthouders;Algemeen Bestuurslid;N;1-8-2012;;;300;;;;
42606;Stg v Chr Pro N.O Fr.;PRO;Bestuurders;Directeur bestuurder;N;1-8-2016;31-12-2012;1,00;111.330;829;17.754;75.000;
42606;J J Boumanschool;PRO;Toezichthouders;Voorzitter;J;1-8-2005;;;275;;;;
42606;J J Boumanschool;PRO;Bestuurders;Directeur;N;;;1,00;80.486;;12.726;;
42606;J J Boumanschool;PRO;Toezichthouders;Secretaris;N;1-8-2009;;;250;;;;
42606;J J Boumanschool;PRO;Toezichthouders;Penningmeester;N;1-8-2010;;;225;;;;
42606;J J Boumanschool;PRO;Toezichthouders;Algemeen bestuurslid;N;1-8-2012;;;150;;;;
42606;J J Boumanschool;PRO;Toezichthouders;Algemeen bestuurslid;N;1-8-2012;;;300;;;;
10028;Gemeente Ameland;SSG1;Bestuurders;directeur;N;1-9-2012;;1,00;98.968;9.199;;;
10053;Gemeente Assen;SSG1;Bestuurders;Algemeen directeur;N;1-4-2003;;1,00;93.218;342;;;
10869;Gemeente Texel;SSG4;Bestuurders;Rector;N;15-10-1992;1-11-2014;1,00;79.127;;13.098;;
10869;Gemeente Texel;SSG4;Bestuurders;Rector a.i.;N;5-7-2014;;1,00;39.050;;5.828;;
10928;Gemeente Vlieland;SSG1;Bestuurders;Directeur;N;1-1-2013;31-12-2013;1,00;74.317;13;4.743;;
10928;Gemeente Vlieland;SSG1;Interim Bestuurder;Nieuwe post;N;1-1-2013;31-12-2013;1,00;62.365;29;3.924;;
11107;Gemeente Lelystad;SSG1;Bestuurders;Directeur;J;1-4-2007;;1,00;87.579;;;;
11107;Gemeente Lelystad;SSG1;Interim Bestuurder;Bestuurder;;1-4-2011;1-8-2014;;;;;;
12975;Almere College, CvB;SSG4;Bestuurders;Voorzitter College van Bestuur;J;1-1-2011;;1,00;106.854;;18.923;;
12975;Almere College, CvB;SSG4;Toezichthouders;Voorzitter Raad van Toezicht;J;15-2-2007;;;;;;;
12975;Almere College, CvB;SSG4;Toezichthouders;Plv. vrzt. Raad van Toezicht;N;15-2-2007;;;;;;;
12975;Almere College, CvB;SSG4;Toezichthouders;Lid Raad van Toezicht;N;15-10-2012;;;;;;;
12975;Almere College, CvB;SSG4;Toezichthouders;Lid Raad van Toezicht;N;15-10-2012;;;;;;;
12975;Almere College, CvB;SSG4;Toezichthouders;Lid Raad van Toezicht;N;18-1-2010;;;;;;;
13273;Stg Opb VO N en M Drenthe;SSG4;Bestuurders;Raad van Bestuur;J;1-8-2009;;1,00;109.157;5.130;19.403;;
13273;Stg Opb VO N en M Drenthe;SSG4;Toezichthouders;Raad van Toezicht;J;1-1-2013;1-1-2014;;3.000;;;;
13273;Stg Opb VO N en M Drenthe;SSG4;Bestuurders;Directeur;N;1-8-2008;;1,00;82.101;;14.126;;
13273;Stg Opb VO N en M Drenthe;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2013;1-1-2014;;1.500;;;;
13273;Stg Opb VO N en M Drenthe;SSG4;Bestuurders;Directeur;N;1-9-2002;;1,00;85.667;;14.126;;
13273;Stg Opb VO N en M Drenthe;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2013;1-1-2014;;1.500;;;;
13273;Stg Opb VO N en M Drenthe;SSG4;Bestuurders;Directeur;N;1-2-2002;31-8-2014;1,00;82.436;;14.126;36.093;
13273;Stg Opb VO N en M Drenthe;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2013;1-1-2014;;625;;;;
13273;Stg Opb VO N en M Drenthe;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2013;1-1-2014;;625;;;;
13273;Stg Opb VO N en M Drenthe;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2013;1-1-2014;;625;;;;
13273;Stg Opb VO N en M Drenthe;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2013;1-8-2013;;875;;;;
13273;Stg Opb VO N en M Drenthe;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2013;1-8-2013;;875;;;;
13278;Stg Reg SGM Enkhuizen;SSG3;Bestuurders;Voorzitter College van Bestuur;J;;;1,00;134.868;;;;
13278;Stg Reg SGM Enkhuizen;SSG3;Toezichthouders;Voorzitter Raad van Toezicht;J;;;;3.125;;;;
13278;Stg Reg SGM Enkhuizen;SSG3;Bestuurders;Lid College van Bestuur;N;;;1,00;130.193;;;;
13278;Stg Reg SGM Enkhuizen;SSG3;Toezichthouders;Lid Raad van Toezicht;N;;;;2.541;;;;
13278;Stg Reg SGM Enkhuizen;SSG3;Toezichthouders;Voorzitter Raad van Toezicht;J;;;;2.100;;;;
13278;Stg Reg SGM Enkhuizen;SSG3;Toezichthouders;Lid Raad van Toezicht;N;;;;2.100;;;;
13360;Stg Minkema Coll.v Openb VO;SSG4;Bestuurders;Nieuwe post;J;1-3-2008;1-8-2013;1,00;59.706;;9.815;24.708;
13360;Stg Minkema Coll.v Openb VO;SSG4;Interim Bestuurder;Nieuwe post;J;1-7-2013;31-12-2013;0,80;61.794;;;;
13360;Stg Minkema Coll.v Openb VO;SSG4;Toezichthouders;Nieuwe post;J;1-1-2013;31-12-2013;;6.473;;;;
13360;Stg Minkema Coll.v Openb VO;SSG4;Toezichthouders;Nieuwe post;N;1-1-2013;31-12-2013;;5.100;;;;
13360;Stg Minkema Coll.v Openb VO;SSG4;Toezichthouders;Nieuwe post;J;1-1-2013;31-12-2013;;6.200;;;;
13360;Stg Minkema Coll.v Openb VO;SSG4;Toezichthouders;Nieuwe post;J;1-1-2013;31-12-2013;;5.100;;;;
13360;Stg Minkema Coll.v Openb VO;SSG4;Toezichthouders;Nieuwe post;J;17-12-2013;31-12-2013;;2.562;;;;
13365;Stichting Waerdenborch;SSG4;Bestuurders;rector-bestuurder;J;1-1-2011;;1,00;113.658;8.952;20.284;;
13365;Stichting Waerdenborch;SSG4;Toezichthouders;lid raad van toezicht;J;1-4-2012;;;2.500;;;;
13365;Stichting Waerdenborch;SSG4;Bestuurders;plv. rector-bestuurder;J;1-1-2009;;1,00;103.434;8.952;18.264;;
13365;Stichting Waerdenborch;SSG4;Toezichthouders;lid raad van toezicht;N;1-4-2012;;;1.815;;;;
13365;Stichting Waerdenborch;SSG4;Toezichthouders;lid raad van toezicht;N;1-4-2012;;;1.500;;;;
13365;Stichting Waerdenborch;SSG4;Toezichthouders;lid raad van toezicht;N;1-4-2012;;;1.815;;;;
13365;Stichting Waerdenborch;SSG4;Toezichthouders;lid raad van toezicht;N;1-4-2012;;;1.815;;;;
13554;Stichting Quadraam;SSG5;Bestuurders;Voorzitter Raad van Bestuur;J;1-1-2008;;1,00;148.228;;24.538;;
13554;Stichting Quadraam;SSG5;Toezichthouders;Voorzitter Raad van Toezicht;J;1-1-2008;;;10.400;;;;
13554;Stichting Quadraam;SSG5;Bestuurders;Lid Raad van Bestuur;N;1-9-2010;1-11-2013;1,00;116.911;;18.752;56.628;
13554;Stichting Quadraam;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-1-2008;;;6.300;;;;
13554;Stichting Quadraam;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-1-2010;;;3.600;;;;
13554;Stichting Quadraam;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-2-2011;;;4.000;;;;
13554;Stichting Quadraam;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-1-2008;;;4.350;;;;
13554;Stichting Quadraam;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-1-2010;;;4.000;;;;
13554;Stichting Quadraam;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-12-2013;;;;;;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Bestuurders;directeur/bestuurder;J;1-2-2001;;1,00;116.637;;20.285;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Toezichthouders;lid Raad van Toezicht;J;;;;;2.543;;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Bestuurders;locatiedirecteur;N;1-8-1993;;1,00;87.674;;14.810;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Toezichthouders;lid Raad van Toezicht;N;;;;;1.526;;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Bestuurders;locatiedirecteur;N;1-3-1982;;1,00;84.768;;14.126;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Toezichthouders;lid Raad van Toezicht;N;;;;;1.526;;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Bestuurders;locatiedirecteur;N;1-11-2002;;1,00;84.197;;14.126;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Toezichthouders;lid Raad van Toezicht;N;;;;;1.526;;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Toezichthouders;lid Raad van Toezicht;N;;;;;1.526;;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Toezichthouders;lid Raad van Toezicht;N;;;;;1.526;;;
13555;Stg. Voortg. Ond. op Walcheren;SSG4;Toezichthouders;lid Raad van Toezicht;N;;;;;1.526;;;
13556;OSZG;SSG2;Bestuurders;Bestuurder;J;1-12-2011;31-5-2013;0,50;23.984;;3.690;;
13556;OSZG;SSG2;Toezichthouders;Toezichthouder;J;;;;3.750;;;;
13556;OSZG;SSG2;Bestuurders;Bestuurder;J;1-6-2013;;1,00;87.466;;15.129;;
13556;OSZG;SSG2;Toezichthouders;Toezichthouder;N;;;;;;;;
13556;OSZG;SSG2;Bestuurders;Bestuurder;J;1-6-2013;;1,00;90.314;202;15.763;;
13556;OSZG;SSG2;Toezichthouders;Toezichthouder;N;;;;;;;;
13556;OSZG;SSG2;Bestuurders;Bestuurder;N;1-6-2013;;1,00;69.724;;11.285;;
13556;OSZG;SSG2;Toezichthouders;Toezichthouder;N;;;;2.750;;;;
13556;OSZG;SSG2;Bestuurders;Bestuurder;N;1-6-2013;;1,00;91.493;;15.763;;
13556;OSZG;SSG2;Toezichthouders;Toezichthouder;N;;;;3.328;;;;
13556;OSZG;SSG2;Bestuurders;Bestuurder;N;1-6-2013;;1,00;87.571;;15.764;;
13556;OSZG;SSG2;Bestuurders;Bestuurder;N;1-6-2013;;1,00;90.495;;15.764;;
13563;Bestcie. Winkler Prins;SSG4;Bestuurders;Voorzitter Centrale Directie;J;1-6-2005;;1,00;97.525;512;16.825;;
13563;Bestcie. Winkler Prins;SSG4;Toezichthouders;Voorzitter Bestuurscommissie;J;;;;5.445;;;;
13563;Bestcie. Winkler Prins;SSG4;Bestuurders;Lid Centrale Directie;N;1-8-1979;;1,00;90.262;368;15.764;;
13563;Bestcie. Winkler Prins;SSG4;Toezichthouders;Secretaris Bestuurscommissie;N;;;;3.630;;;;
13563;Bestcie. Winkler Prins;SSG4;Toezichthouders;Penningmeester Bestuurscommissie;N;;;;3.000;;;;
13563;Bestcie. Winkler Prins;SSG4;Toezichthouders;Lid Bestuurscommissie;N;;;;1.500;;;;
13563;Bestcie. Winkler Prins;SSG4;Toezichthouders;Lid Bestuurscommissie;N;;;;1.500;;;;
13586;Stg v Opb VO gem S T A;SSG4;Bestuurders;Voorzitter Raad van Bestuur;J;1-5-2012;;1,00;113.988;;20.358;;
13586;Stg v Opb VO gem S T A;SSG4;Toezichthouders;Voorzitter Raad van Toezicht;J;1-1-2013;;;6.250;;;;
13586;Stg v Opb VO gem S T A;SSG4;Toezichthouders;Lid raad van toezicht;N;1-1-2013;;;3.125;;;;
13586;Stg v Opb VO gem S T A;SSG4;Toezichthouders;Lid raad van toezicht;N;1-1-2013;;;3.125;;;;
13586;Stg v Opb VO gem S T A;SSG4;Toezichthouders;Lid raad van toezicht;N;1-1-2013;;;3.125;;;;
13586;Stg v Opb VO gem S T A;SSG4;Toezichthouders;Lid raad van toezicht;N;1-1-2013;;;3.125;;;;
13586;Stg v Opb VO gem S T A;SSG4;Toezichthouders;Lid raad van toezicht;N;1-1-2013;;;3.125;;;;
13586;Stg v Opb VO gem S T A;SSG4;Toezichthouders;Lid raad van toezicht;N;1-6-2013;;;1.379;;;;
13603;Stg OSG Piter Jelles;SSG4;Bestuurders;voorzitter College van Bestuur;J;1-8-2009;;1,00;138.537;;22.663;;
13603;Stg OSG Piter Jelles;SSG4;Toezichthouders;Lid Raad van Toezicht;J;25-9-2009;;;5.100;;;;
13603;Stg OSG Piter Jelles;SSG4;Toezichthouders;Lid Raad van Toezicht;N;25-9-2009;;;4.500;;;;
13603;Stg OSG Piter Jelles;SSG4;Toezichthouders;Lid Raad van Toezicht;N;25-9-2009;;;5.182;;;;
13603;Stg OSG Piter Jelles;SSG4;Toezichthouders;Lid Raad van Toezicht;N;26-4-2010;;;5.002;;;;
13603;Stg OSG Piter Jelles;SSG4;Toezichthouders;Lid Raad van Toezicht;N;26-4-2010;;;4.500;;;;
13652;Stg Openbaar VO NHN;SSG5;Bestuurders;voorzitter college van bestuur;J;1-1-2011;1-1-2016;1,00;156.739;769;33.936;;
13678;Stg Openb VO NW Friesl;SSG4;Bestuurders;Bestuurder;J;1-8-2002;;1,00;97.895;;17.521;;
13678;Stg Openb VO NW Friesl;SSG4;Bestuurders;sector-directeur;N;1-10-1983;;;78.170;;13.233;;
13678;Stg Openb VO NW Friesl;SSG4;Bestuurders;sector-directeur;N;18-8-1980;;;82.483;;14.172;;
13678;Stg Openb VO NW Friesl;SSG4;Toezichthouders;Voorzitter Raad van Toezicht;J;1-1-2010;31-12-2013;;2.400;;;;
13678;Stg Openb VO NW Friesl;SSG4;Toezichthouders;Lid Raad van Toezicht;N;1-1-2009;;;1.400;;;;
13678;Stg Openb VO NW Friesl;SSG4;Toezichthouders;Lid Raad van Toezicht;N;1-6-2008;;;1.000;;;;
13678;Stg Openb VO NW Friesl;SSG4;Toezichthouders;Lid Raad van Toezicht;N;1-1-2009;;;1.400;;;;
13678;Stg Openb VO NW Friesl;SSG4;Toezichthouders;Lid Raad van Toezicht;N;1-8-2012;;;1.200;;;;
13693;Stg v Opb VO Wageningen;SSG4;Bestuurders;voorzitter CVB;J;1-5-1990;1-4-2013;1,00;28.199;;4.335;;
13693;Stg v Opb VO Wageningen;SSG4;Toezichthouders;Voorzitter RVT;J;1-1-2011;;;1.500;;;;
13693;Stg v Opb VO Wageningen;SSG4;Bestuurders;Lid CVB;N;1-8-1980;1-12-2013;1,00;78.953;;14.295;;
13693;Stg v Opb VO Wageningen;SSG4;Toezichthouders;secr.penn.m. RVT;N;1-1-2011;17-9-2013;;300;;;;
13693;Stg v Opb VO Wageningen;SSG4;Bestuurders;Directeur bestuurder;N;1-4-2013;;1,00;80.072;900;14.192;;
13693;Stg v Opb VO Wageningen;SSG4;Toezichthouders;lid RVT;N;1-1-2011;;;400;;;;
13693;Stg v Opb VO Wageningen;SSG4;Toezichthouders;lid RVT;N;1-1-2011;;;800;;;;
13693;Stg v Opb VO Wageningen;SSG4;Toezichthouders;lid RVT;N;1-1-2011;;;400;;;;
13693;Stg v Opb VO Wageningen;SSG4;Toezichthouders;lid RVT;N;1-1-2011;;;300;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Bestuurders;directeur-bestuurder;J;;;1,00;117.043;6.733;27.660;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;voorzitter;J;;;;1.500;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;1.000;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;1.000;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;1.000;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;1.000;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;500;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;1.000;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;1.000;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;580;;;;
13709;Stichting O.R.S. Lek en Linge;SSG4;Toezichthouders;lid;N;;;;730;;;;
13737;Stg. Openb. V.O. Hoogeveen;SSG5;Bestuurders;Directeur-Bestuurder;J;1-8-2008;;1,00;100.305;;;;
13737;Stg. Openb. V.O. Hoogeveen;SSG5;Toezichthouders;Voorzitter Raad van Toezicht;J;1-10-2011;1-10-2015;;5.445;;;;
13737;Stg. Openb. V.O. Hoogeveen;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-10-2011;1-10-2015;;3.360;;;;
13737;Stg. Openb. V.O. Hoogeveen;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-10-2011;1-10-2015;;3.360;;;;
13737;Stg. Openb. V.O. Hoogeveen;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-10-2011;1-10-2015;;3.360;;;;
13737;Stg. Openb. V.O. Hoogeveen;SSG5;Toezichthouders;Lid Raad van Toezicht;N;1-10-2010;1-10-2015;;3.360;;;;
13739;Stichting RSG;SSG3;Bestuurders;bestuurder;J;1-1-2012;14-1-2013;0,90;3.913;;640;;
13739;Stichting RSG;SSG3;Toezichthouders;Voorzitter RvT;J;1-1-2013;31-12-2013;;3.000;;;;
13739;Stichting RSG;SSG3;Bestuurders;bestuurder;J;14-1-2013;;1,00;95.094;;16.640;;
13739;Stichting RSG;SSG3;Toezichthouders;Lid RvT;N;1-1-2013;31-12-2013;;3.000;;;;
13739;Stichting RSG;SSG3;Toezichthouders;Lid RvT;N;1-1-2013;31-12-2013;;3.000;;;;
13739;Stichting RSG;SSG3;Toezichthouders;Lid RvT;N;1-1-2013;31-12-2013;;3.000;;;;
13739;Stichting RSG;SSG3;Toezichthouders;Lid RvT;N;1-1-2013;31-12-2013;;3.000;;;;
20187;Stg v Chr VO in het Gooi;SSG4;Bestuurders;alg. directeur-uitv. bestuurder;N;1-8-2006;;1,00;89.926;;15.718;;
20187;Stg v Chr VO in het Gooi;SSG4;Toezichthouders;Voorzitter tot 1-9-2013;J;26-6-2009;1-9-2013;;;;;;
20187;Stg v Chr VO in het Gooi;SSG4;Toezichthouders;Voorzitter v.a. 1-9-2013;J;1-2-2010;;;;;;;
20187;Stg v Chr VO in het Gooi;SSG4;Toezichthouders;Vice voorzitter;N;24-4-2012;;;;;;;
20187;Stg v Chr VO in het Gooi;SSG4;Toezichthouders;Penningmeester;N;24-4-2012;1-4-2014;;;;;;
20187;Stg v Chr VO in het Gooi;SSG4;Toezichthouders;Lid;N;24-4-2012;;;;;;;
20187;Stg v Chr VO in het Gooi;SSG4;Toezichthouders;Lid;N;1-2-2011;;;;;;;
20187;Stg v Chr VO in het Gooi;SSG4;Toezichthouders;Lid;N;26-6-2009;1-9-2013;;;;;;
20281;Stichting Lucas Onderwijs;SSG5;Bestuurders;Voorzitter;;1-8-1976;31-7-2013;1,00;114.113;11.595;;;
20281;Stichting Lucas Onderwijs;SSG5;Interim Bestuurder;Lid College van Bestuur;;1-9-2012;;1,00;153.472;;;;
20281;Stichting Lucas Onderwijs;SSG5;Toezichthouders;Voorzitter Raad van Toezicht;;1-1-2008;;;4.402;1.200;;;
20281;Stichting Lucas Onderwijs;SSG5;Bestuurders;Vice-voorzitter;;1-11-2003;;0,70;118.126;19.066;;;
20281;Stichting Lucas Onderwijs;SSG5;Toezichthouders;Lid Raad van Toezicht;;1-11-2008;;;3.970;1.452;;;
20281;Stichting Lucas Onderwijs;SSG5;Toezichthouders;Lid Raad van Toezicht;;1-6-2008;;;3.970;1.452;;;
20281;Stichting Lucas Onderwijs;SSG5;Toezichthouders;Lid Raad van Toezicht;;1-7-2010;;;3.970;1.452;;;
20281;Stichting Lucas Onderwijs;SSG5;Toezichthouders;Lid Raad van Toezicht;;1-7-2010;;;;;;;
20281;Stichting Lucas Onderwijs;SSG5;Toezichthouders;Lid Raad van Toezicht;;1-7-2010;;;3.970;1.452;;;
23155;Stg. Kath. Ond. Sint-Liduina;SSG2;Bestuurders;Rector;N;1-8-2002;;1,00;125.744;105.313;20.431;;
23155;Stg. Kath. Ond. Sint-Liduina;SSG2;Toezichthouders;Lid;J;;;;2.100;;;;
23155;Stg. Kath. Ond. Sint-Liduina;SSG2;Toezichthouders;Lid;J;;;;2.100;;;;
23155;Stg. Kath. Ond. Sint-Liduina;SSG2;Toezichthouders;Lid;J;;;;2.100;;;;
23155;Stg. Kath. Ond. Sint-Liduina;SSG2;Toezichthouders;Voorzitter;J;;;;4.200;;;;
23155;Stg. Kath. Ond. Sint-Liduina;SSG2;Toezichthouders;Lid;J;;;;2.100;;;;
26093;Stichting KSE;SSG3;Bestuurders;Voorzitter CvB;J;15-1-1979;;1,00;114.179;;26.111;;
26093;Stichting KSE;SSG3;Toezichthouders;Raad van Toezicht;J;;;;3.450;;;;
26093;Stichting KSE;SSG3;Bestuurders;Lid CvB;N;21-3-1973;;1,00;88.951;;23.644;;
26093;Stichting KSE;SSG3;Toezichthouders;Raad van Toezicht;N;;;;1.725;;;;
26093;Stichting KSE;SSG3;Toezichthouders;Raad van Toezicht;N;;;;1.901;;;;
26093;Stichting KSE;SSG3;Toezichthouders;Raad van Toezicht;N;;;;2.300;;;;
26093;Stichting KSE;SSG3;Toezichthouders;Raad van Toezicht;N;;;;1.901;;;;
26093;Stichting KSE;SSG3;Toezichthouders;Raad van Toezicht;N;;;;476;;;;
26157;Sticht. Montessori Scholengem.;SSG4;Bestuurders;Bestuurder;N;1-4-2011;;1,00;99.433;;17.474;;
26157;Sticht. Montessori Scholengem.;SSG4;Toezichthouders;Voorzitter;J;;;;5.000;;;;
26157;Sticht. Montessori Scholengem.;SSG4;Toezichthouders;Lid;N;;;;4.000;;;;
26157;Sticht. Montessori Scholengem.;SSG4;Toezichthouders;Lid;N;;;;4.000;;;;
26157;Sticht. Montessori Scholengem.;SSG4;Toezichthouders;Lid;N;;;;;;;;
26157;Sticht. Montessori Scholengem.;SSG4;Toezichthouders;Lid;N;;;;3.000;;;;
26157;Sticht. Montessori Scholengem.;SSG4;Toezichthouders;Lid;N;;;;3.000;;;;
28212;de Vrije School N en O Nederl.;SSG3;Bestuurders;Voorzitter CvB;J;1-2-2012;;1,00;105.720;;16.514;;
28212;de Vrije School N en O Nederl.;SSG3;Toezichthouders;Voorzitter;J;;;;8.317;;;;
28212;de Vrije School N en O Nederl.;SSG3;Toezichthouders;Vice-voorzitter;N;;;;4.160;;;;
28212;de Vrije School N en O Nederl.;SSG3;Toezichthouders;Lid;N;;;;4.230;;;;
28212;de Vrije School N en O Nederl.;SSG3;Toezichthouders;Lid;N;;;;3.741;;;;
28212;de Vrije School N en O Nederl.;SSG3;Toezichthouders;Lid;N;;;;3.706;;;;
28394;Ver. v. Chr. Voortgez. Onderw.;SSG4;Bestuurders;Mr. J.M. de Kooning;J;1-9-2011;;1,00;101.726;;17.474;;
28394;Ver. v. Chr. Voortgez. Onderw.;SSG4;Bestuurders;S. van Nispen;N;1-1-2013;;1,00;65.774;;11.321;;
29187;Onderwijsstichting De Kempen;SSG4;Bestuurders;Bestuurder;N;1-12-2000;;1,00;114.421;;20.285;;
29278;Stg. Kath. Onderw. 'De Breul';SSG3;Bestuurders;Rector;J;1-8-2007;;1,00;111.221;1.931;;;
29278;Stg. Kath. Onderw. 'De Breul';SSG3;Bestuurders;conrector bedrijfsvoering;;;;;103.631;;;;
29278;Stg. Kath. Onderw. 'De Breul';SSG3;Bestuurders;conrector onderwijs;;;;;99.691;;;;
29850;Stg. Christ. Prakt.onderwijs;SSG1;Bestuurders;Bestuurder;;1-11-2011;;0,50;37.807;2.683;7.104;;
29850;Stg. Christ. Prakt.onderwijs;SSG1;Toezichthouders;Voorzitter;J;3-11-2011;;;;;;;
29850;Stg. Christ. Prakt.onderwijs;SSG1;Toezichthouders;Secretaris;N;3-11-2011;;;;;;;
29850;Stg. Christ. Prakt.onderwijs;SSG1;Toezichthouders;lid;N;3-11-2011;;;;;;;
29850;Stg. Christ. Prakt.onderwijs;SSG1;Toezichthouders;lid;N;3-11-2011;;;;;;;
30101;Stg. Voortg. Onderw. Schijndel;SSG4;Bestuurders;College van Bestuur;J;1-7-2011;;1,00;136.246;;19.774;;
30101;Stg. Voortg. Onderw. Schijndel;SSG4;Toezichthouders;Raad van Toezicht;J;;;;2.118;;;;
30101;Stg. Voortg. Onderw. Schijndel;SSG4;Toezichthouders;Raad van Toezicht;J;;;;3.025;;;;
30101;Stg. Voortg. Onderw. Schijndel;SSG4;Toezichthouders;Raad van Toezicht;N;;;;1.815;;;;
30101;Stg. Voortg. Onderw. Schijndel;SSG4;Toezichthouders;Raad van Toezicht;N;;;;1.815;;;;
30101;Stg. Voortg. Onderw. Schijndel;SSG4;Toezichthouders;Raad van Toezicht;N;;;;1.815;;;;
30101;Stg. Voortg. Onderw. Schijndel;SSG4;Toezichthouders;Raad van Toezicht;N;;;;1.815;;;;
30582;Stg H3O;SSG4;Bestuurders;College van Bestuur;J;1-6-2012;;1,00;137.354;;21.720;;
30582;Stg H3O;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2006;31-7-2013;;1.750;;;;
30582;Stg H3O;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2006;11-1-2013;;;;;;
30582;Stg H3O;SSG4;Toezichthouders;Raad van Toezicht;J;1-1-2006;31-7-2013;;3.500;;;;
30582;Stg H3O;SSG4;Toezichthouders;Raad van Toezicht;J;1-4-2008;31-12-2015;;4.250;;;;
30582;Stg H3O;SSG4;Toezichthouders;Raad van Toezicht;N;1-1-2006;31-12-2014;;3.000;;;;
30582;Stg H3O;SSG4;Toezichthouders;Raad van Toezicht;N;1-9-2013;30-8-2017;;1.000;;;;
30582;Stg H3O;SSG4;Toezichthouders;Raad van Toezicht;N;1-9-2013;30-8-2017;;1.000;;;;
