BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,6;6,0;6,8
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Gezondheid;6;5;1;6,9;5,9;6,6
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Techniek;5;5;0;6,9;5,8;6,8
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;23;23;0;7,1;6,4;7,1
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;28;23;5;6,3;5,8;6,3
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;71;59;12;6,3;6,1;6,4
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;4;2;5,9;5,9;6,1
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Gezondheid;40;32;8;6,4;6,0;6,4
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Techniek;11;11;0;6,5;6,6;6,6
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;22;19;3;6,3;6,3;6,5
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Cultuur en Maatschappij;13;12;1;6,7;6,2;6,7
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Economie en Maatschappij;24;20;4;6,6;6,1;6,6
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;13;10;3;6,8;6,1;6,8
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid;8;7;1;6,3;6,0;6,5
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Natuur en Techniek;5;4;1;6,2;5,5;6,4
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;38;26;12;6,5;5,9;6,6
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;15;13;2;6,4;6,2;6,5
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;55;49;6;6,3;6,1;6,6
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;11;8;3;6,2;5,8;6,4
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;14;12;2;6,3;6,0;6,4
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,4;6,3;6,5
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;16;16;0;6,8;6,1;6,7
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;19;16;3;6,5;6,1;6,6
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;10;0;6,8;6,5;6,9
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;15;15;0;6,6;6,2;6,7
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;5;5;0;6,3;6,1;6,5
00JT;00JT00;Geref SGM Guido de Bres;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;25;24;1;7,1;6,9;7,2
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;BL;Economie;Handel en Administratie -ISP;5;5;0;7,0;6,9;6,9
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;BL;Techniek;Bouwtechniek;4;4;0;6,6;6,5;6,7
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;BL;Techniek;Elektrotechniek;3;3;0;6,9;7,0;6,9
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;BL;Techniek;Metalectro -ISP;5;5;0;6,5;6,3;6,5
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;21;21;0;6,5;6,3;6,5
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;KL;Economie;Handel en Administratie -ISP;8;7;1;6,2;6,2;6,3
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;KL;Techniek;Bouwtechniek;3;2;1;6,1;6,0;6,2
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;KL;Techniek;Elektrotechniek;1;1;0;5,8;5,8;5,8
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;KL;Techniek;Metaaltechniek;1;1;0;6,3;5,3;6,0
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;KL;Techniek;Metalectro -ISP;14;12;2;6,1;6,5;6,4
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;20;20;0;7,1;6,5;6,9
00JT;00JT02;Geref SGM Guido De Bres;AMERSFOORT;Utrecht;VMBO;TL;;;76;74;2;6,5;6,2;6,4
00JT;00JT03;Geref SGM Guido De Bres;ARNHEM;Gelderland;VMBO;TL;;;15;15;0;6,8;6,1;6,6
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;10;9;1;6,4;6,0;6,3
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Economie en Maatschappij;90;76;14;6,4;6,0;6,3
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;7;1;6,7;6,3;6,5
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Natuur en Gezondheid;24;20;4;6,3;5,8;6,2
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Natuur en Techniek;13;13;0;6,6;6,9;6,6
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;38;34;4;6,6;6,5;6,5
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VMBO;TL;;;146;141;5;6,5;6,2;6,4
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Cultuur en Maatschappij;8;8;0;7,2;6,3;6,9
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Economie en Maatschappij;28;24;4;6,6;6,1;6,6
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;17;13;4;6,6;6,0;6,5
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Natuur en Gezondheid;8;7;1;6,7;6,4;6,7
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Natuur en Techniek;9;9;0;6,8;6,7;7,0
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;42;41;1;7,0;6,8;7,1
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Cultuur en Maatschappij;18;16;2;6,5;6,0;6,4
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Economie en Maatschappij;52;48;4;6,5;6,2;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;1;1;6,2;5,7;6,3
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Natuur en Gezondheid;31;22;9;6,5;6,2;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Natuur en Techniek;4;4;0;6,1;6,3;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;8;7;1;6,1;6,5;6,4
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Economie;Handel en Administratie -ISP;11;11;0;6,5;6,8;6,8
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Landbouw;Landbouw Breed -ISP;10;10;0;6,9;6,5;6,9
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Techniek;Bouwtechniek;4;4;0;6,7;7,3;7,0
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Techniek;Elektrotechniek;7;7;0;6,8;6,8;6,9
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Techniek;Metaaltechniek;8;8;0;6,4;6,5;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Zorg & Welzijn;Verzorging;25;25;0;6,8;6,4;6,7
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Economie;Handel en Administratie -ISP;6;6;0;6,5;6,1;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Landbouw;Landbouw Breed -ISP;4;4;0;7,0;6,6;6,9
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Techniek;Bouwtechniek;4;4;0;6,7;6,1;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Techniek;Metalectro -ISP;10;10;0;7,0;6,6;6,9
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Zorg & Welzijn;Verzorging;7;6;1;6,7;5,9;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Economie;Handel en Administratie -ISP;11;11;0;6,7;6,1;6,6
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Landbouw;Landbouw Breed -ISP;10;10;0;6,8;6,5;6,8
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Techniek;Bouwtechniek;9;9;0;6,8;6,5;6,8
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Techniek;Elektrotechniek;11;11;0;6,6;6,7;6,7
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Techniek;Metaaltechniek;4;4;0;6,9;6,9;7,0
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Zorg & Welzijn;Verzorging;19;18;1;6,7;6,0;6,6
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;;;40;39;1;6,8;6,4;6,7
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Cultuur en Maatschappij;11;5;6;6,4;5,7;6,3
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Economie en Maatschappij;15;14;1;6,6;6,2;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;6,3;6,2;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Natuur en Gezondheid;15;9;6;6,3;5,4;6,2
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Natuur en Techniek;8;8;0;6,6;6,6;6,9
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;16;14;2;6,8;6,5;6,8
00LJ;00LJ01;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;;;20;20;0;6,8;6,3;6,6
00LJ;00LJ02;Chr Coll Schaersvoorde;WINTERSWIJK;Gelderland;VMBO;TL;;;17;17;0;6,9;6,4;6,7
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Cultuur en Maatschappij;12;9;3;6,2;6,1;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Economie en Maatschappij;19;15;4;6,3;6,2;6,4
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;7;1;6,4;6,0;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Natuur en Gezondheid;26;19;7;6,3;5,8;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Natuur en Techniek;15;11;4;6,0;5,9;6,3
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;6;4;2;6,4;6,1;6,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;BL;Economie;Handel en Administratie -ISP;11;11;0;6,3;6,6;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;11;10;1;6,2;6,2;6,2
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;GL;Economie;Technologie Orientatie;9;9;0;6,5;6,2;6,4
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;GL;Techniek;Technologie Orientatie;2;2;0;6,6;6,1;6,3
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;2;1;1;5,8;5,8;5,6
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;KL;Economie;Handel en Administratie -ISP;17;16;1;6,0;6,2;6,3
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;29;29;0;6,3;6,0;6,3
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VMBO;TL;;;63;61;2;6,3;6,4;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Economie en Maatschappij;12;11;1;6,7;6,4;6,7
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;2;1;6,7;6,3;6,8
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Natuur en Gezondheid;8;7;1;6,4;6,2;6,5
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Natuur en Techniek;6;3;3;6,0;5,9;6,4
00LY;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;Zeeland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;19;17;2;7,0;6,8;7,1
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Cultuur en Maatschappij;18;16;2;6,6;5,9;6,5
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Economie en Maatschappij;54;51;3;6,4;6,0;6,4
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;20;19;1;6,7;6,1;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Gezondheid;12;11;1;6,3;5,9;6,4
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Techniek;19;12;7;6,1;6,0;6,2
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;5;5;0;6,4;6,6;6,5
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VMBO;TL;;;44;43;1;6,6;6,4;6,5
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Cultuur en Maatschappij;17;16;1;7,0;6,2;6,7
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Economie en Maatschappij;25;23;2;6,5;6,1;6,5
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;17;14;3;6,7;6,2;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Gezondheid;23;21;2;6,5;6,0;6,4
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Techniek;23;22;1;6,5;6,3;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;24;21;3;6,7;6,4;6,7
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;9;8;1;6,6;6,1;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;42;35;7;6,4;6,0;6,4
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;2;1;6,2;5,7;6,3
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;16;15;1;6,5;6,3;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;11;11;0;6,6;6,6;6,7
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;11;1;6,6;6,6;6,7
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;;;58;56;2;6,6;6,1;6,4
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;4;3;1;6,5;5,7;6,4
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;17;14;3;6,5;6,1;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;35;32;3;6,6;6,1;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;9;9;0;7,1;7,0;7,2
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;8;8;0;7,0;6,6;7,0
00ML;00ML02;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;14;13;1;6,5;6,1;6,5
00ML;00ML02;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;;;86;79;7;6,5;6,2;6,5
00ML;00ML04;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;BL;Economie;Handel en Administratie -ISP;19;19;0;6,3;6,3;6,3
00ML;00ML04;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;18;18;0;6,4;6,5;6,5
00ML;00ML04;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;KL;Economie;Handel en Administratie -ISP;26;25;1;6,3;6,3;6,4
00ML;00ML04;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;23;23;0;6,3;6,3;6,4
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;23;21;2;6,4;6,2;6,5
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;49;44;5;6,4;6,4;6,5
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;1;1;6,5;6,3;6,4
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;43;33;10;6,4;6,1;6,4
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;7;6;1;6,7;6,9;6,7
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;24;22;2;6,4;6,8;6,6
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;;;101;90;11;6,4;6,3;6,4
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;8;6;2;6,8;6,4;6,8
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;9;9;0;6,8;6,4;6,7
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;7,1;6,7;7,1
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;5;4;1;6,5;6,2;6,6
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;4;3;1;6,4;6,1;6,4
00ML;00ML05;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;14;13;1;7,0;6,6;7,0
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Economie;Consumptief Breed -ISP;24;23;1;6,8;6,4;6,6
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Economie;Handel en Administratie -ISP;1;1;0;6,4;6,9;6,3
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Techniek;Bouwbreed -ISP;3;2;1;6,0;6,5;6,2
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Techniek;Metalectro -ISP;9;9;0;6,6;6,7;6,6
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Techniek;Techniek Breed -ISP;2;2;0;6,6;7,3;6,7
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;1;1;0;6,2;5,5;6,0
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;KL;Economie;Consumptief Breed -ISP;26;26;0;6,5;6,3;6,4
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;KL;Techniek;Bouwbreed -ISP;6;6;0;6,5;6,0;6,3
00ML;00ML09;Meridiaan College;AMERSFOORT;Utrecht;VMBO;KL;Techniek;Metalectro -ISP;12;12;0;6,8;6,2;6,6
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Cultuur en Maatschappij;13;12;1;6,4;5,8;6,1
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Economie en Maatschappij;43;36;7;6,3;6,0;6,2
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,5;5,8;6,2
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Gezondheid;12;10;2;6,2;5,8;6,2
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Techniek;10;9;1;6,5;6,1;6,3
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;6;6;0;6,6;6,1;6,5
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VMBO;TL;;;54;53;1;6,5;6,3;6,5
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Cultuur en Maatschappij;9;8;1;6,8;6,2;6,7
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Economie en Maatschappij;7;6;1;6,3;5,8;6,2
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;6;1;6,7;6,2;6,5
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Gezondheid;3;3;0;6,2;5,8;6,2
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Techniek;3;3;0;6,9;6,2;6,8
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;10;9;1;7,0;6,6;7,0
00MP;00MP02;De Noordgouw;HATTEM;Gelderland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;10;10;0;6,3;5,7;6,2
00MP;00MP02;De Noordgouw;HATTEM;Gelderland;VMBO;KL;Economie;Handel en Administratie -ISP;2;2;0;6,8;6,6;6,8
00MP;00MP02;De Noordgouw;HATTEM;Gelderland;VMBO;KL;Economie;Handel en Verkoop;3;3;0;6,6;6,8;6,8
00MP;00MP02;De Noordgouw;HATTEM;Gelderland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;25;25;0;6,7;5,9;6,4
00MP;00MP02;De Noordgouw;HATTEM;Gelderland;VMBO;TL;;;14;12;2;6,7;6,1;6,5
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Cultuur en Maatschappij;17;14;3;6,3;5,9;6,2
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Economie en Maatschappij;61;48;13;6,3;6,1;6,3
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;10;1;6,5;6,1;6,3
00MV;00MV00;Scholen aan Zee 2;DEN HELDER;Noord-Holland;HAVO;;;Natuur en Gezondheid;28;21;7;6,3;5,9;6,2
