BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;LWOO INDICATIE;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;1;1;1;0;0;0
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;17;37;0;0;0;0;0;0
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;14;11;0;0;0;0;0;0
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;54;55;0;0;0;0;0;0
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;3;0;4;2;4
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;1;0;2;0;0
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;8;12;14;3;4;6
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;1;6;1;1;0;1
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;1;1;4
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;12;24;5;14;4;7
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;5;4;3;6;0;4
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;11;5;5;3;1;0
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;7;8;2;5;3;2
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;2;1;7;5
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;6;13
00AH;00;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;2;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;J;N.v.t.;N.v.t.;0046;Lj LWOO vb op Alle Lw;4;4;11;4;0;0;0;0;0;0;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;122;69;120;117;0;0;0;0;0;0;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Engelse Stroom;N;N.v.t.;N.v.t.;0700;International Baccalaureate middle years programme;4;1;1;4;0;0;0;0;0;0;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;2;16;3;16;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;26;31;27;24;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;13;21;8;8;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;10;2;9;0;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;1;1;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;3;1;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;31;23;0;0;0;0;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;6;22;0;0;0;0;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;49;39;0;0;0;0;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;2;0;5;0;1
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;2;0;0;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;11;7;12;12;7;3
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;1;0;0;1;1;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;3;0;2
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;0;0;1;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;10;12;1;3;0;3
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;0;1;1;1;0;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;14;1;2;0;4;2
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;0;0;0;0;2;0
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;1;1;7;6;7;7
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;1;5;4;1
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;0;1
00AH;07;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;3
00AH;08;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;J;N.v.t.;N.v.t.;0046;Lj LWOO vb op Alle Lw;31;15;32;18;0;0;0;0;0;0;0;0
00AH;08;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;47;33;49;40;0;0;0;0;0;0;0;0
00AH;09;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;J;N.v.t.;N.v.t.;0046;Lj LWOO vb op Alle Lw;13;9;15;6;0;0;0;0;0;0;0;0
00AH;09;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;5;4;16;4;0;0;0;0;0;0;0;0
00AH;11;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;J;N.v.t.;N.v.t.;0046;Lj LWOO vb op Alle Lw;2;2;12;24;0;0;0;0;0;0;0;0
00AH;11;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;0023;Ljvb op VMBO-Alle Lw;0;0;1;1;0;0;0;0;0;0;0;0
00AH;11;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;Brugjaar 1-2;N;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;13;9;9;6;0;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Economie;Consumptief Breed -ISP;2561;LWOO Basisbg Lw Ec CB-ISP;0;0;0;0;3;1;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Economie;Consumptief Breed -ISP;2661;LWOO Basisbg Lw LWT Ec CB-ISP;0;0;0;0;0;0;2;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Economie;Handel en Administratie -ISP;2562;LWOO Basisbg Lw Ec HA-ISP;0;0;0;0;9;2;0;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Economie;Handel en Administratie -ISP;2662;LWOO Basisbg Lw LWT Ec HA-ISP;0;0;0;0;0;0;0;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3331;LWOO Basisbg Lw SDV;0;0;0;0;8;1;5;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3334;LWOO Basisbg Lw LWT SDV;0;0;0;0;0;0;2;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Bouwbreed -ISP;2523;LWOO Basisbg Lw Tech BB-ISP;0;0;0;0;2;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Elektrotechniek;2513;LWOO Basisbg Lw Tech Elektro;0;0;0;0;2;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Grafische Techniek;2516;LWOO Basisbg Lw Grafimedia;0;0;0;0;0;1;6;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Installatietechniek;2515;LWOO Basisbg Lw Tech Instal;0;0;0;0;2;0;8;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Metaaltechniek;2512;LWOO Basisbg Lw Tech Metaal;0;0;0;0;1;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Techniek Breed -ISP;3311;LWOO Basisbg Lw TB-ISP;0;0;0;0;0;1;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Voertuigentechniek;2514;LWOO Basisbg Lw Tech Vrtgn;0;0;0;0;4;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Techniek;Voertuigentechniek;2614;LWOO Basisbg Lw LWT Tech Vrtgn;0;0;0;0;0;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Zorg & Welzijn;Uiterlijke Verzorging;2532;LWOO Basisbg Lw ZrgWlz Uit Vz;0;0;0;0;0;0;0;5;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Zorg & Welzijn;Verzorging;2531;LWOO Basisbg Lw ZrgWlz Vz Alg;0;0;0;0;0;0;0;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Zorg & Welzijn;Verzorging;2631;LWOO Basisbg Lw LWT ZrgWlz Vz Alg;0;0;0;0;0;0;0;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2541;LWOO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;14;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Economie;Consumptief Breed -ISP;2961;VMBO Basisbg Lw Ec CB-ISP;0;0;0;0;3;3;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Economie;Handel en Administratie -ISP;2962;VMBO Basisbg Lw Ec HA-ISP;0;0;0;0;3;2;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3431;VMBO Basisbg Lw SDV;0;0;0;0;6;1;2;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Bouwbreed -ISP;2923;VMBO Basisbg Lw Tech BB-ISP;0;0;0;0;2;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Bouwtechniek;2911;VMBO Basisbg Lw Tech Bouw;0;0;0;0;0;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Elektrotechniek;2913;VMBO Basisbg Lw Tech Elektro;0;0;0;0;3;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Grafische Techniek;2916;VMBO Basisbg Lw Grafimedia;0;0;0;0;2;1;1;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Grafische Techniek;3016;VMBO Basisbg Lw LWT Grafimedia;0;0;0;0;0;0;0;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Installatietechniek;2915;VMBO Basisbg Lw Tech Instal;0;0;0;0;0;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Techniek;Voertuigentechniek;2914;VMBO Basisbg Lw Tech Vrtgn;0;0;0;0;1;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Zorg & Welzijn;Verzorging;2931;VMBO Basisbg Lw ZrgWlz Vz Alg;0;0;0;0;0;0;0;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2941;VMBO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;1;9;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO GL lj 3-4;N;Intersect. programma;Technologie Ori?ntatie;3441;VMBO Gemengde Lw Technologie(orientatie);0;0;0;0;34;21;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Economie;Consumptief Breed -ISP;2461;LWOO Kaderbg Lw Ec CB-ISP;0;0;0;0;1;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Economie;Handel en Administratie -ISP;2462;LWOO Kaderbg Lw Ec HA-ISP;0;0;0;0;0;8;10;6;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3332;LWOO Kaderbg Lw SDV;0;0;0;0;5;4;4;3;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Bouwbreed -ISP;2423;LWOO Kaderbg Lw Tech BB-ISP;0;0;0;0;1;0;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Grafische Techniek;2416;LWOO Kaderbg Lw Grafimedia;0;0;0;0;2;0;2;1;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Installatietechniek;2415;LWOO Kaderbg Lw Tech Instal;0;0;0;0;1;0;4;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Techniek Breed -ISP;3312;LWOO Kaderbg Lw TB-ISP;0;0;0;0;0;1;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Techniek;Voertuigentechniek;2414;LWOO Kaderbg Lw Tech Vrtgn;0;0;0;0;1;0;2;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Zorg & Welzijn;Uiterlijke Verzorging;2432;LWOO Kaderbg Lw ZrgWlz Uit Vz;0;0;0;0;0;0;0;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Zorg & Welzijn;Verzorging;2431;LWOO Kaderbg Lw ZrgWlz Vz Alg;0;0;0;0;0;0;0;13;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2441;LWOO Kaderbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;13;0;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Economie;Consumptief Breed -ISP;2861;VMBO Kaderbg Lw Ec CB-ISP;0;0;0;0;6;2;4;2;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Economie;Handel en Administratie -ISP;2862;VMBO Kaderbg Lw Ec HA-ISP;0;0;0;0;15;6;9;8;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3432;VMBO Kaderbg Lw SDV;0;0;0;0;15;2;15;5;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Bouwbreed -ISP;2823;VMBO Kaderbg Lw Tech BB-ISP;0;0;0;0;4;1;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Elektrotechniek;2813;VMBO Kaderbg Lw Tech Elektro;0;0;0;0;4;0;3;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Grafische Techniek;2816;VMBO Kaderbg Lw Grafimedia;0;0;0;0;7;4;9;7;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Installatietechniek;2815;VMBO Kaderbg Lw Tech Instal;0;0;0;0;1;0;1;0;0;0;0;0
00AH;17;Opb SGM t Stedelijk Lyceum;ENSCHEDE;Overijssel;VMBO KL lj 3-4;N;Techniek;Metaaltechniek;2812;VMBO Kaderbg Lw Tech Metaal;0;0;0;0;0;0;1;1;0;0;0;0
