BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;LWOO INDICATIE;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Techniek;Bouwtechniek;2611;LWOO Basisbg Lw LWT Tech Bouw;0;0;0;0;0;0;3;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Techniek;Instalektro -ISP;2522;LWOO Basisbg Lw Tech IE-ISP;0;0;0;0;12;0;2;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Techniek;Instalektro -ISP;2622;LWOO Basisbg Lw LWT Tech IE-ISP;0;0;0;0;0;0;1;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Techniek;Metaaltechniek;2512;LWOO Basisbg Lw Tech Metaal;0;0;0;0;0;0;6;1;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Techniek;Voertuigentechniek;2514;LWOO Basisbg Lw Tech Vrtgn;0;0;0;0;0;0;2;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Zorg & Welzijn;Uiterlijke Verzorging;2532;LWOO Basisbg Lw ZrgWlz Uit Vz;0;0;0;0;0;6;0;4;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Zorg & Welzijn;Uiterlijke Verzorging;2632;LWOO Basisbg Lw LWT ZrgWlz Uit Vz;0;0;0;0;0;0;0;1;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Zorg & Welzijn;Verzorging;2531;LWOO Basisbg Lw ZrgWlz Vz Alg;0;0;0;0;0;4;0;3;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Zorg & Welzijn;Verzorging;2631;LWOO Basisbg Lw LWT ZrgWlz Vz Alg;0;0;0;0;0;0;0;3;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Economie;Consumptief;2954;VMBO Basisbg Lw Ec Cons;0;0;0;0;0;0;1;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Economie;Handel en Administratie -ISP;2962;VMBO Basisbg Lw Ec HA-ISP;0;0;0;0;9;1;0;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3431;VMBO Basisbg Lw SDV;0;0;0;0;4;0;5;2;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Techniek;Bouwtechniek;2911;VMBO Basisbg Lw Tech Bouw;0;0;0;0;8;0;1;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Techniek;Bouwtechniek;3011;VMBO Basisbg Lw LWT Tech Bouw;0;0;0;0;0;0;3;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Techniek;Instalektro -ISP;2922;VMBO Basisbg Lw Tech IE-ISP;0;0;0;0;5;0;1;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Techniek;Metaaltechniek;2912;VMBO Basisbg Lw Tech Metaal;0;0;0;0;0;0;3;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Zorg & Welzijn;Uiterlijke Verzorging;2932;VMBO Basisbg Lw ZrgWlz Uit Vz;0;0;0;0;0;3;0;4;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Zorg & Welzijn;Verzorging;2931;VMBO Basisbg Lw ZrgWlz Vz Alg;0;0;0;0;0;0;0;3;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Economie;Consumptief;2454;LWOO Kaderbg Lw Ec Cons;0;0;0;0;5;2;1;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Economie;Handel en Administratie -ISP;2462;LWOO Kaderbg Lw Ec HA-ISP;0;0;0;0;1;0;1;3;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Economie;Handel en Verkoop;2452;LWOO Kaderbg Lw Ec H & V;0;0;0;0;0;0;1;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3332;LWOO Kaderbg Lw SDV;0;0;0;0;2;1;4;1;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Techniek;Bouwtechniek;2411;LWOO Kaderbg Lw Tech Bouw;0;0;0;0;4;0;2;1;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Techniek;Instalektro -ISP;2422;LWOO Kaderbg Lw Tech IE-ISP;0;0;0;0;6;0;1;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Techniek;Voertuigentechniek;2414;LWOO Kaderbg Lw Tech Vrtgn;0;0;0;0;0;0;1;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Zorg & Welzijn;Uiterlijke Verzorging;2432;LWOO Kaderbg Lw ZrgWlz Uit Vz;0;0;0;0;0;5;0;6;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Zorg & Welzijn;Verzorging;2431;LWOO Kaderbg Lw ZrgWlz Vz Alg;0;0;0;0;0;9;0;2;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Economie;Consumptief;2854;VMBO Kaderbg Lw Ec Cons;0;0;0;0;8;6;7;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Economie;Handel en Administratie -ISP;2862;VMBO Kaderbg Lw Ec HA-ISP;0;0;0;0;20;5;4;2;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Economie;Handel en Verkoop;2852;VMBO Kaderbg Lw Ec H & V;0;0;0;0;0;0;2;7;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3432;VMBO Kaderbg Lw SDV;0;0;0;0;14;2;16;1;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Techniek;Bouwtechniek;2811;VMBO Kaderbg Lw Tech Bouw;0;0;0;0;12;1;10;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Techniek;Instalektro -ISP;2822;VMBO Kaderbg Lw Tech IE-ISP;0;0;0;0;27;1;3;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Techniek;Metaaltechniek;2812;VMBO Kaderbg Lw Tech Metaal;0;0;0;0;0;0;9;1;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Techniek;Voertuigentechniek;2814;VMBO Kaderbg Lw Tech Vrtgn;0;0;0;0;0;0;13;0;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Zorg & Welzijn;Uiterlijke Verzorging;2832;VMBO Kaderbg Lw ZrgWlz Uit Vz;0;0;0;0;0;12;0;15;0;0;0;0
02QX;03;Petrus Canisius College;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Zorg & Welzijn;Verzorging;2831;VMBO Kaderbg Lw ZrgWlz Vz Alg;0;0;0;0;0;16;0;12;0;0;0;0
02QX;06;Petrus Canisius College;BERGEN NH;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;22;8;19;10;0;0;0;0;0;0;0;0
02QX;06;Petrus Canisius College;BERGEN NH;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;37;18;37;10;0;0;0;0;0;0;0;0
02QX;06;Petrus Canisius College;BERGEN NH;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;18;25;18;9;0;0;0;0;0;0;0;0
02QX;07;Petrus Canisius College;HEILOO;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;31;24;27;28;0;0;0;0;0;0;0;0
02QX;07;Petrus Canisius College;HEILOO;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;27;30;35;13;0;0;0;0;0;0;0;0
02QX;07;Petrus Canisius College;HEILOO;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0032;Ljvb op VMBO-Kbg Lw;31;40;25;31;0;0;0;0;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;52;38;0;0;0;0;0;0;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;63;37;80;92;0;0;0;0;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;18;30;28;24;0;0;0;0;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0300;HAVO;29;28;38;45;0;0;0;0;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;1;7;3;7;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;28;40;23;32;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;10;12;4;13;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;11;2;7;2;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;3;0;1;1;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;2;1;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;10;6;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;91;71;0;0;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;15;24;0;0;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;43;31;0;0;0;0;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;4;12;3;9;3;10
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;2;0;3;0;2
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;46;27;27;37;26;16
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;2;4;3;4;5;7
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;19;26;8;15;14;28
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;3;11;2;7;3;5
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;41;16;28;13;26;9
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;7;3;10;9;13;10
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;1;1;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;5;8;0;0
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;5;10
02QZ;00;Keizer Karel College;AMSTELVEEN;Noord-Holland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4026;VWO-GYM NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;0;1
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;90;78;48;69;0;0;0;0;0;0;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;32;23;27;23;0;0;0;0;0;0;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;6;8;4;13;0;0;0;0;0;0;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0300;HAVO;0;0;27;14;0;0;0;0;0;0;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;4;11;5;16;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;39;29;37;32;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;7;9;0;3;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;11;23;12;19;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;7;1;7;1;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;8;6;12;3;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;0;1;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;9;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;46;29;0;0;0;0;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;10;5;0;0;0;0;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;49;45;0;0;0;0;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;4;15;2;11;1;17
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;1;1;2;1;0;3
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;15;17;14;11;21;15
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;0;0;1;1;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0179;VWO-ATH Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;5;5;1;9;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0279;VWO-GYM Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;2;2;3;4;3;7
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;14;13;3;7;7;4
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;0;0;1;4;2;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;10;2;14;4;16;12
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;1;0;2;2;3;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;10;10;2;9;0;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;5;3;0;1;3;4
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;1;0
02RA;00;RK SGM Veluws College;APELDOORN;Gelderland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;1;5
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;J;N.v.t.;N.v.t.;0041;Lj LWOO vb op Bbg Lw;0;0;2;3;0;0;0;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;J;N.v.t.;N.v.t.;0045;Lj LWOO vb op Bbg/Kbg Lw;40;53;20;39;0;0;0;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;J;N.v.t.;N.v.t.;0046;Lj LWOO vb op Alle Lw;11;10;5;11;0;0;0;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0023;Ljvb op VMBO-Alle Lw;54;63;51;79;0;0;0;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0031;Ljvb op VMBO-BBg Lw;0;0;3;0;0;0;0;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0033;Ljvb op VMBO-Bbg/Kbg Lw;23;19;29;38;0;0;0;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;J;Economie;Handel en Administratie -ISP;2562;LWOO Basisbg Lw Ec HA-ISP;0;0;0;0;1;1;2;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;J;Techniek;Metaaltechniek;2512;LWOO Basisbg Lw Tech Metaal;0;0;0;0;0;0;1;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;J;Techniek;Metalectro -ISP;2521;LWOO Basisbg Lw Tech ME-ISP;0;0;0;0;0;0;1;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2541;LWOO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;2;4;0;6;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;N;Economie;Handel en Administratie -ISP;2962;VMBO Basisbg Lw Ec HA-ISP;0;0;0;0;1;0;1;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;N;Techniek;Elektrotechniek;2913;VMBO Basisbg Lw Tech Elektro;0;0;0;0;0;0;1;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;N;Techniek;Metalectro -ISP;2921;VMBO Basisbg Lw Tech ME-ISP;0;0;0;0;0;0;8;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;N;Techniek;Techniek Breed -ISP;3411;VMBO Basisbg Lw TB-ISP;0;0;0;0;5;0;1;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2941;VMBO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;1;9;0;5;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO GL lj 3-4;J;Economie;Handel en Administratie -ISP;2362;LWOO Gemengde Lw Ec HA-ISP;0;0;0;0;0;2;0;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO GL lj 3-4;J;Techniek;Techniek Breed -ISP;3313;LWOO Gemengde Lw TB-ISP;0;0;0;0;1;0;0;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO GL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2341;LWOO Gemengde Lw ZrgWlz ZW-ISP;0;0;0;0;0;1;0;1;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO GL lj 3-4;N;Economie;Handel en Administratie -ISP;2762;VMBO Gemengde Lw Ec HA-ISP;0;0;0;0;20;17;3;4;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO GL lj 3-4;N;Techniek;Techniek Breed -ISP;3413;VMBO Gemengde Lw TB-ISP;0;0;0;0;5;1;2;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO GL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2741;VMBO Gemengde Lw ZrgWlz ZW-ISP;0;0;0;0;5;35;1;16;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO KL lj 3-4;J;Economie;Handel en Administratie -ISP;2462;LWOO Kaderbg Lw Ec HA-ISP;0;0;0;0;5;7;6;8;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO KL lj 3-4;J;Techniek;Elektrotechniek;2413;LWOO Kaderbg Lw Tech Elektro;0;0;0;0;0;0;1;0;0;0;0;0
02RA;01;RK SGM Veluws College;APELDOORN;Gelderland;VMBO KL lj 3-4;J;Techniek;Metaaltechniek;2412;LWOO Kaderbg Lw Tech Metaal;0;0;0;0;0;0;2;0;0;0;0;0
